指数代码,指数名称,最新价,开盘价,最高价,最低价,成交量,涨跌幅,日期,数据源,更新时间
^GSPC,S&P 500,7382.77001953125,7390.6298828125,7394.3701171875,7338.5400390625,2036878000.0,-0.10634903121760622,2026-05-12,Yahoo Finance,2026-05-13 03:04:15
^IXIC,NASDAQ Composite,25951.158203125,26087.009765625,26190.478515625,25739.224609375,6525668000.0,-0.520763260030716,2026-05-12,Yahoo Finance,2026-05-13 03:04:17
^DJI,Dow Jones Industrial Average,49773.87109375,49739.62109375,49786.26171875,49307.66015625,323998526.0,0.06885858646861236,2026-05-12,Yahoo Finance,2026-05-13 03:04:17
