指数代码,指数名称,最新价,开盘价,最高价,最低价,成交量,涨跌幅,日期,数据源,更新时间
^GSPC,S&P 500,7403.0498046875,7415.06982421875,7434.06005859375,7353.169921875,3110807000.0,-0.16210258050424262,2026-05-18,Yahoo Finance,2026-05-19 08:03:04
^IXIC,NASDAQ Composite,26090.734375,26289.490234375,26310.8359375,25867.298828125,9179088000.0,-0.7560278179723524,2026-05-18,Yahoo Finance,2026-05-19 08:03:05
^DJI,Dow Jones Industrial Average,49686.12109375,49481.0390625,49761.16015625,49352.55859375,461523684.0,0.4144658946853537,2026-05-18,Yahoo Finance,2026-05-19 08:03:06
