指数代码,指数名称,最新价,开盘价,最高价,最低价,成交量,涨跌幅,日期,数据源,更新时间
^GSPC,S&P 500,7432.97021484375,7369.18994140625,7435.68994140625,7357.4599609375,3198655000.0,0.8654991110912921,2026-05-20,Yahoo Finance,2026-05-21 09:43:59
^IXIC,NASDAQ Composite,26270.359375,25991.5078125,26273.755859375,25928.330078125,8330197000.0,1.072856428767449,2026-05-20,Yahoo Finance,2026-05-21 09:44:00
^DJI,Dow Jones Industrial Average,50009.3515625,49348.828125,50067.21875,49235.73828125,513237506.0,1.3384784656423896,2026-05-20,Yahoo Finance,2026-05-21 09:44:01
