指数代码,指数名称,最新价,开盘价,最高价,最低价,成交量,涨跌幅,日期,数据源,更新时间
^GSPC,S&P 500,7445.72021484375,7410.77978515625,7465.9599609375,7389.47998046875,2962758000.0,0.47148114908886485,2026-05-21,Yahoo Finance,2026-05-22 10:19:38
^IXIC,NASDAQ Composite,26293.09765625,26143.615234375,26403.57421875,26039.373046875,7612912000.0,0.5717741044415795,2026-05-21,Yahoo Finance,2026-05-22 10:19:39
^DJI,Dow Jones Industrial Average,50285.66015625,49983.80078125,50381.41015625,49697.46875,565800938.0,0.603914408832299,2026-05-21,Yahoo Finance,2026-05-22 10:19:40
