指数代码,指数名称,最新价,开盘价,最高价,最低价,成交量,涨跌幅,日期,数据源,更新时间
^GSPC,S&P 500,7519.1201171875,7511.7900390625,7539.08984375,7501.10009765625,3046247000.0,0.09758097719561423,2026-05-26,Yahoo Finance,2026-05-27 09:38:12
^IXIC,NASDAQ Composite,26656.1796875,26590.50390625,26725.29296875,26520.298828125,8728732000.0,0.246989607574015,2026-05-26,Yahoo Finance,2026-05-27 09:38:13
^DJI,Dow Jones Industrial Average,50461.6796875,50686.1484375,50785.6796875,50356.640625,530368489.0,-0.44286014408214025,2026-05-26,Yahoo Finance,2026-05-27 09:38:14
