指数代码,指数名称,最新价,开盘价,最高价,最低价,成交量,涨跌幅,日期,数据源,更新时间
^GSPC,S&P 500,7353.60986328125,7375.75,7395.31982421875,7333.68017578125,3169689000.0,-0.30017471740162016,2026-05-19,Yahoo Finance,2026-05-20 08:02:08
^IXIC,NASDAQ Composite,25870.708984375,25923.486328125,26050.29296875,25701.439453125,8836690000.0,-0.20358891193095668,2026-05-19,Yahoo Finance,2026-05-20 08:02:09
^DJI,Dow Jones Industrial Average,49363.87890625,49696.53125,49696.53125,49245.109375,494842736.0,-0.6693673288314262,2026-05-19,Yahoo Finance,2026-05-20 08:02:10
