指数代码,指数名称,最新价,开盘价,最高价,最低价,成交量,涨跌幅,日期,数据源,更新时间
^GSPC,S&P 500,7398.93017578125,7362.97021484375,7401.5,7362.97021484375,5302740000.0,0.48838933050421296,2026-05-08,Yahoo Finance,2026-05-11 17:27:25
^IXIC,NASDAQ Composite,26247.080078125,25958.119140625,26248.619140625,25944.779296875,9577150000.0,1.1131813361923055,2026-05-08,Yahoo Finance,2026-05-11 17:27:26
^DJI,Dow Jones Industrial Average,49609.16015625,49581.08984375,49830.69921875,49486.9609375,456510000.0,0.05661495660636115,2026-05-08,Yahoo Finance,2026-05-11 17:27:27
