指数代码,指数名称,最新价,开盘价,最高价,最低价,成交量,涨跌幅,日期,数据源,更新时间
^GSPC,S&P 500,7403.0498046875,7415.06982421875,7434.06005859375,7353.169921875,5489500000.0,-0.16210258050424262,2026-05-18,Yahoo Finance,2026-05-19 14:35:07
^IXIC,NASDAQ Composite,26090.73046875,26289.490234375,26310.83984375,25867.30078125,10327940000.0,-0.7560426765716071,2026-05-18,Yahoo Finance,2026-05-19 14:35:08
^DJI,Dow Jones Industrial Average,49686.12109375,49481.0390625,49761.16015625,49352.55859375,461520000.0,0.4144658946853537,2026-05-18,Yahoo Finance,2026-05-19 14:35:10
