指数代码,指数名称,最新价,开盘价,最高价,最低价,成交量,涨跌幅,日期,数据源,更新时间
^GSPC,S&P 500,7520.35986328125,7526.009765625,7530.72021484375,7499.72021484375,3115850000.0,-0.07507168499243638,2026-05-27,Yahoo Finance,2026-05-28 09:37:18
^IXIC,NASDAQ Composite,26674.734375,26695.44140625,26715.30859375,26538.3125,8280740000.0,-0.07756766758369472,2026-05-27,Yahoo Finance,2026-05-28 09:37:19
^DJI,Dow Jones Industrial Average,50644.28125,50487.16015625,50830.41015625,50487.16015625,503582323.0,0.3112100052047577,2026-05-27,Yahoo Finance,2026-05-28 09:37:20
