代码,名称,上市日期,退市日期,证券类型,上市状态,所属板块,流通市值,总市值,动态市盈率
600220,ST阳光,1999-09-27,2024-07-10,1,0,沪市主板,0.0,0.0,0.0
600221,海航控股,1999-11-25,,1,1,沪市主板,74122740834.0,74763044286.0,0.0
600222,太龙药业,1999-11-05,,1,1,沪市主板,3867993547.0,3867993547.0,0.0
600223,福瑞达,2000-01-13,,1,1,沪市主板,7654762876.0,7654762876.0,0.0
600225,退市卓朗,2000-01-27,2025-03-06,1,0,沪市主板,0.0,0.0,0.0
600226,亨通股份,1999-11-16,,1,1,沪市主板,17340642536.0,17340642536.0,0.0
600227,赤天化,2000-02-21,,1,1,沪市主板,3130119517.0,4137382828.0,0.0
600228,*ST返利,1999-01-19,,1,1,沪市主板,2388053396.0,2391699731.0,0.0
600229,城市传媒,2000-03-09,,1,1,沪市主板,4387099686.0,4387099686.0,0.0
600230,沧州大化,2000-04-06,,1,1,沪市主板,6292207428.0,6292207428.0,0.0
600231,凌钢股份,2000-05-11,,1,1,沪市主板,6049979940.0,6126691940.0,0.0
600232,金鹰股份,2000-06-02,,1,1,沪市主板,3038105472.0,3038105472.0,0.0
600233,圆通速递,2000-06-08,,1,1,沪市主板,56643610805.0,56643610805.0,0.0
600234,科新发展,2000-06-15,,1,1,沪市主板,3305139050.0,3305139050.0,0.0
600235,民丰特纸,2000-06-15,,1,1,沪市主板,2409918000.0,2409918000.0,0.0
600236,桂冠电力,2000-03-23,,1,1,沪市主板,64004907752.0,64004907752.0,0.0
600237,铜峰电子,2000-06-09,,1,1,沪市主板,5968091088.0,6054759888.0,0.0
600238,*ST椰岛,2000-01-20,,1,1,沪市主板,2818569101.0,2837106000.0,0.0
600239,云南城投,1999-12-02,,1,1,沪市主板,3853648582.0,3853648582.0,0.0
600240,退市华业,2000-06-28,2020-02-05,1,0,沪市主板,0.0,0.0,0.0
600241,时代万恒,2000-11-28,,1,1,沪市主板,2492738914.0,2492738914.0,0.0
600242,退市中昌,2000-12-07,2023-06-29,1,0,沪市主板,0.0,0.0,0.0
600243,*ST海华,2000-11-20,,1,1,沪市主板,2150365000.0,2150365000.0,0.0
600246,万通发展,2000-09-22,,1,1,沪市主板,24348512691.0,24348512691.0,0.0
600247,*ST成城,2000-11-23,2021-03-22,1,0,沪市主板,0.0,0.0,0.0
600248,陕建股份,2000-06-22,,1,1,沪市主板,13377718822.0,13500444382.0,0.0
600249,两面针,2004-01-30,,1,1,沪市主板,3234000000.0,3234000000.0,0.0
600250,南京商旅,2001-03-06,,1,1,沪市主板,3655689956.0,3655689956.0,0.0
600251,冠农股份,2003-06-09,,1,1,沪市主板,7373669103.0,7373669103.0,0.0
600252,中恒集团,2000-11-30,,1,1,沪市主板,8820131704.0,8820131704.0,0.0
600253,天方药业,2000-12-27,2013-07-15,1,0,沪市主板,0.0,0.0,0.0
600255,鑫科材料,2000-11-22,,1,1,沪市主板,7260710759.0,7260710759.0,0.0
600256,广汇能源,2000-05-26,,1,1,沪市主板,32023934850.0,32023934850.0,0.0
600257,大湖股份,2000-06-12,,1,1,沪市主板,3561155191.0,3561155191.0,0.0
600258,首旅酒店,2000-06-01,,1,1,沪市主板,19004585205.0,19004585205.0,0.0
600259,中稀有色,2000-05-25,,1,1,沪市主板,21605914140.0,21605914140.0,0.0
600260,*ST凯乐,2000-07-06,2023-02-15,1,0,沪市主板,0.0,0.0,0.0
600261,阳光照明,2000-07-20,,1,1,沪市主板,4579231673.0,4579231673.0,0.0
600262,北方股份,2000-06-30,,1,1,沪市主板,4754900000.0,4754900000.0,0.0
600263,路桥建设,2000-07-25,2012-03-01,1,0,沪市主板,0.0,0.0,0.0
600265,ST景谷,2000-08-25,,1,1,沪市主板,2534994000.0,2534994000.0,0.0
600266,城建发展,1999-02-03,,1,1,沪市主板,14156570718.0,14156570718.0,0.0
600267,海正药业,2000-07-25,,1,1,沪市主板,12772694164.0,12779721769.0,0.0
600268,国电南自,1999-11-18,,1,1,沪市主板,11483044397.0,11540292038.0,0.0
600269,赣粤高速,2000-05-18,,1,1,沪市主板,12167470543.0,12167470543.0,0.0
600270,外运发展,2000-12-28,2018-12-28,1,0,沪市主板,0.0,0.0,0.0
600271,航天信息,2003-07-11,,1,1,沪市主板,23828096445.0,23828096445.0,0.0
600272,开开实业,2001-02-28,,1,1,沪市主板,2289600000.0,3758549333.0,0.0
600273,嘉化能源,2003-06-27,,1,1,沪市主板,12822511483.0,12822511483.0,0.0
600275,退市昌鱼,2000-08-10,2022-06-22,1,0,沪市主板,0.0,0.0,0.0
600276,恒瑞医药,2000-10-18,,1,1,沪市主板,406852765036.0,423320607964.0,0.0
600277,ST亿利,2000-07-25,2024-07-18,1,0,沪市主板,0.0,0.0,0.0
600278,东方创业,2000-07-12,,1,1,沪市主板,6844537122.0,6844537122.0,0.0
600279,重庆港,2000-07-31,,1,1,沪市主板,6515895894.0,6515895894.0,0.0
600280,中央商场,2000-09-26,,1,1,沪市主板,4874406284.0,4874406284.0,0.0
600281,华阳新材,2000-11-09,,1,1,沪市主板,3184148535.0,3184148535.0,0.0
600282,南钢股份,2000-09-19,,1,1,沪市主板,34031302381.0,34031302381.0,0.0
600283,钱江水利,2000-10-18,,1,1,沪市主板,5251213374.0,5411960266.0,0.0
600284,浦东建设,2004-03-16,,1,1,沪市主板,9023380800.0,9023380800.0,0.0
600285,羚锐制药,2000-10-18,,1,1,沪市主板,12041617542.0,12068217542.0,0.0
600286,S*ST国瓷,1999-12-09,2007-05-31,1,0,沪市主板,0.0,0.0,0.0
600287,苏豪时尚,2000-09-01,,1,1,沪市主板,2467897818.0,2467897818.0,0.0
600288,大恒科技,2000-11-29,,1,1,沪市主板,6835920000.0,6835920000.0,0.0
600289,ST信通,2000-07-20,,1,1,沪市主板,3899207293.0,4347948755.0,0.0
600290,*ST华仪,2000-11-06,2024-01-16,1,0,沪市主板,0.0,0.0,0.0
600291,退市西水,2000-07-31,2022-06-14,1,0,沪市主板,0.0,0.0,0.0
600292,远达环保,2000-11-01,,1,1,沪市主板,10931436460.0,61322886814.0,0.0
600293,三峡新材,2000-09-19,,1,1,沪市主板,3747268499.0,3747268499.0,0.0
600295,鄂尔多斯,2001-04-26,,1,1,沪市主板,31214104813.0,44220664813.0,0.0
600296,S兰铝,2000-07-19,2007-04-30,1,0,沪市主板,0.0,0.0,0.0
600297,广汇汽车,2000-11-16,2024-08-28,1,0,沪市主板,0.0,0.0,0.0
600298,安琪酵母,2000-08-18,,1,1,沪市主板,38023194894.0,38503524974.0,0.0
600299,安迪苏,2000-04-20,,1,1,沪市主板,24432120597.0,28056789031.0,0.0
600300,维维股份,2000-06-30,,1,1,沪市主板,5918740379.0,5918740379.0,0.0
600301,华锡有色,2000-07-12,,1,1,沪市主板,11643945949.0,26751278687.0,0.0
600302,标准股份,2000-12-13,,1,1,沪市主板,3878769903.0,3878769903.0,0.0
600303,曙光股份,2000-12-26,,1,1,沪市主板,2229493896.0,2255893896.0,0.0
600305,恒顺醋业,2001-02-06,,1,1,沪市主板,8790816177.0,8818578078.0,0.0
600306,退市商城,2000-12-26,2024-06-26,1,0,沪市主板,0.0,0.0,0.0
600307,酒钢宏兴,2000-12-20,,1,1,沪市主板,11023509066.0,11023509066.0,0.0
600308,华泰股份,2000-09-28,,1,1,沪市主板,5915793686.0,5915793686.0,0.0
600309,万华化学,2001-01-05,,1,1,沪市主板,248402923523.0,248402923523.0,0.0
600310,广西能源,2001-02-28,,1,1,沪市主板,5642986280.0,5642986280.0,0.0
600311,*ST荣华,2001-06-26,2023-03-27,1,0,沪市主板,0.0,0.0,0.0
600312,平高电气,2001-02-21,,1,1,沪市主板,25767935658.0,25767935658.0,0.0
600313,农发种业,2001-01-19,,1,1,沪市主板,7153333162.0,7153333162.0,0.0
600315,上海家化,2001-03-15,,1,1,沪市主板,15703198893.0,15703198893.0,0.0
600316,洪都航空,2000-12-15,,1,1,沪市主板,27938781388.0,27938781388.0,0.0
600317,营口港,2002-01-31,2021-01-29,1,0,沪市主板,0.0,0.0,0.0
600318,新力金融,2000-12-08,,1,1,沪市主板,4747857872.0,4747857872.0,0.0
600319,亚星化学,2001-03-26,,1,1,沪市主板,3469998987.0,3469998987.0,0.0
600320,振华重工,2000-12-21,,1,1,沪市主板,17606587603.0,27922273555.0,0.0
600321,正源股份,2001-05-24,2024-06-27,1,0,沪市主板,0.0,0.0,0.0
600322,津投城开,2001-09-10,,1,1,沪市主板,2642623000.0,2642623000.0,0.0
600323,瀚蓝环境,2000-12-25,,1,1,沪市主板,22935715217.0,22935715217.0,0.0
600325,华发股份,2004-02-25,,1,1,沪市主板,12192033874.0,12192033874.0,0.0
600326,西藏天路,2001-01-16,,1,1,沪市主板,15382223336.0,15382223336.0,0.0
600327,大东方,2002-06-25,,1,1,沪市主板,4485832156.0,4485832156.0,0.0
600328,中盐化工,2000-12-22,,1,1,沪市主板,12404978649.0,12404978649.0,0.0
600329,达仁堂,2001-06-06,,1,1,沪市主板,26976440665.0,36633388515.0,0.0
600330,天通股份,2001-01-18,,1,1,沪市主板,17181741415.0,17181741415.0,0.0
600331,宏达股份,2001-12-20,,1,1,沪市主板,25664160000.0,33363408000.0,0.0
600332,白云山,2001-02-06,,1,1,沪市主板,35597158829.0,41165026829.0,0.0
600333,长春燃气,2000-12-11,,1,1,沪市主板,3471474899.0,3471474899.0,0.0
600335,国机汽车,2001-03-05,,1,1,沪市主板,9782458046.0,9782458046.0,0.0
600336,澳柯玛,2000-12-29,,1,1,沪市主板,6631502730.0,6631502730.0,0.0
600337,美克家居,2000-11-27,,1,1,沪市主板,5518072846.0,5518072846.0,0.0
600338,西藏珠峰,2000-12-27,,1,1,沪市主板,15450151839.0,15450151839.0,0.0
600339,中油工程,2000-12-25,,1,1,沪市主板,19373521724.0,19373521724.0,0.0
600340,华夏幸福,2003-12-30,,1,1,沪市主板,8760048890.0,8805870770.0,0.0
600343,航天动力,2003-04-08,,1,1,沪市主板,29612774547.0,29612774547.0,0.0
600345,长江通信,2000-12-22,,1,1,沪市主板,8456025101.0,13174596916.0,0.0
600346,恒力石化,2001-08-20,,1,1,沪市主板,163447897031.0,163447897031.0,0.0
600348,华阳股份,2003-08-21,,1,1,沪市主板,31060575000.0,31060575000.0,0.0
600350,山东高速,2002-03-18,,1,1,沪市主板,45976768546.0,45976768546.0,0.0
600351,亚宝药业,2002-09-26,,1,1,沪市主板,4608720306.0,4608720306.0,0.0
600352,浙江龙盛,2003-08-01,,1,1,沪市主板,36697583381.0,36697583381.0,0.0
600353,旭光电子,2002-11-20,,1,1,沪市主板,15432463781.0,15454157570.0,0.0
600354,敦煌种业,2004-01-15,,1,1,沪市主板,3546829978.0,3546829978.0,0.0
600355,*ST精伦,2002-06-13,,1,1,沪市主板,1102279808.0,1102279808.0,0.0
600356,恒丰纸业,2001-04-19,,1,1,沪市主板,2643772695.0,2643772695.0,0.0
600357,承德钒钛,2002-09-06,2009-12-29,1,0,沪市主板,0.0,0.0,0.0
600358,ST联合,2000-09-22,,1,1,沪市主板,3009422494.0,3009422494.0,0.0
600359,新农开发,1999-04-29,,1,1,沪市主板,2861346150.0,2861346150.0,0.0
600360,*ST华微,2001-03-16,,1,1,沪市主板,8008862835.0,8008862835.0,0.0
600361,创新新材,2001-11-29,,1,1,沪市主板,16752081847.0,16752081847.0,0.0
600362,江西铜业,2002-01-11,,1,1,沪市主板,117251478383.0,195644211383.0,0.0
600363,联创光电,2001-03-29,,1,1,沪市主板,33063650039.0,33063650039.0,0.0
600365,ST通葡,2001-01-15,,1,1,沪市主板,1388660000.0,1475597500.0,0.0
600366,宁波韵升,2000-10-30,,1,1,沪市主板,16177884271.0,16177884271.0,0.0
600367,红星发展,2001-03-20,,1,1,沪市主板,6004799844.0,6362091322.0,0.0
600368,五洲交通,2000-12-21,,1,1,沪市主板,6374229278.0,6374229278.0,0.0
600369,西南证券,2001-01-09,,1,1,沪市主板,30301697605.0,30301697605.0,0.0
600370,三房巷,2003-03-06,,1,1,沪市主板,9819624563.0,9819624563.0,0.0
600371,万向德农,2002-09-16,,1,1,沪市主板,2627350440.0,2627350440.0,0.0
600372,中航机载,2001-07-06,,1,1,沪市主板,75051286731.0,75051286731.0,0.0
600373,中文传媒,2002-03-04,,1,1,沪市主板,12907696528.0,13100699040.0,0.0
600375,汉马科技,2003-04-01,,1,1,沪市主板,8134517424.0,9858888907.0,0.0
600376,首开股份,2001-03-12,,1,1,沪市主板,16199669720.0,16199669720.0,0.0
600377,宁沪高速,2001-01-16,,1,1,沪市主板,44523562942.0,58992023225.0,0.0
600378,昊华科技,2001-01-11,,1,1,沪市主板,38140424308.0,45872386487.0,0.0
600379,宝光股份,2002-01-16,,1,1,沪市主板,4015251018.0,4015251018.0,0.0
600380,健康元,2001-06-08,,1,1,沪市主板,21898557030.0,21898557030.0,0.0
600381,*ST春天,2001-05-08,,1,1,沪市主板,2324760534.0,2324760534.0,0.0
600382,广东明珠,2001-01-18,,1,1,沪市主板,5221948829.0,5221948829.0,0.0
600383,金地集团,2001-04-12,,1,1,沪市主板,14536959102.0,14536959102.0,0.0
600385,退市金泰,2001-07-23,2022-07-07,1,0,沪市主板,0.0,0.0,0.0
600386,北巴传媒,2001-02-16,,1,1,沪市主板,3604608000.0,3604608000.0,0.0
600387,退市海越,2004-02-18,2025-07-11,1,0,沪市主板,0.0,0.0,0.0
600388,龙净环保,2000-12-29,,1,1,沪市主板,20574749947.0,20574749947.0,0.0
600389,江山股份,2001-01-10,,1,1,沪市主板,10533699000.0,10533699000.0,0.0
600390,五矿资本,2001-01-15,,1,1,沪市主板,26403644244.0,26403644244.0,0.0
600391,航发科技,2001-12-12,,1,1,沪市主板,14657743895.0,14657743895.0,0.0
600392,盛和资源,2003-05-29,,1,1,沪市主板,41016141738.0,41016141738.0,0.0
600393,ST粤泰,2001-03-19,2023-07-18,1,0,沪市主板,0.0,0.0,0.0
600395,盘江股份,2001-05-31,,1,1,沪市主板,10604326976.0,10604326976.0,0.0
600396,华电辽能,2001-03-28,,1,1,沪市主板,4315030974.0,4315030974.0,0.0
600397,江钨装备,2002-07-02,,1,1,沪市主板,8969036531.0,8969036531.0,0.0
600398,海澜之家,2000-12-28,,1,1,沪市主板,29537037320.0,29537037320.0,0.0
600399,抚顺特钢,2000-12-29,,1,1,沪市主板,12798929000.0,12798929000.0,0.0
600400,红豆股份,2001-01-08,,1,1,沪市主板,5682602193.0,5682602193.0,0.0
600401,退市海润,2003-09-24,2019-07-12,1,0,沪市主板,0.0,0.0,0.0
600403,大有能源,2003-10-09,,1,1,沪市主板,19365580456.0,19365580456.0,0.0
600405,动力源,2004-04-01,,1,1,沪市主板,3483781757.0,3499256947.0,0.0
600406,国电南瑞,2003-10-16,,1,1,沪市主板,189357008183.0,190191985774.0,0.0
600408,安泰集团,2003-02-12,,1,1,沪市主板,4490328000.0,4490328000.0,0.0
600409,三友化工,2003-06-18,,1,1,沪市主板,13542132379.0,13542132379.0,0.0
600410,华胜天成,2004-04-27,,1,1,沪市主板,23267617173.0,23267617173.0,0.0
600415,小商品城,2002-05-09,,1,1,沪市主板,90369056044.0,90369056044.0,0.0
600416,湘电股份,2002-07-18,,1,1,沪市主板,22439131114.0,24984995761.0,0.0
600418,江淮汽车,2001-08-24,,1,1,沪市主板,110358014739.0,110358014739.0,0.0
600419,天润乳业,2001-06-28,,1,1,沪市主板,3136188097.0,3136188097.0,0.0
600420,国药现代,2004-06-16,,1,1,沪市主板,14203018808.0,14203018808.0,0.0
600421,*ST华嵘,2004-06-07,,1,1,沪市主板,1394628000.0,1394628000.0,0.0
600422,昆药集团,2000-12-06,,1,1,沪市主板,9764987265.0,9764987265.0,0.0
600423,柳化股份,2003-07-17,,1,1,沪市主板,3027054149.0,3027054149.0,0.0
600425,青松建化,2003-07-24,,1,1,沪市主板,5970161072.0,6948367051.0,0.0
600426,华鲁恒升,2002-06-20,,1,1,沪市主板,70493124920.0,70618297133.0,0.0
600428,中远海特,2002-04-18,,1,1,沪市主板,17434886207.0,19564152416.0,0.0
600429,三元股份,2003-09-15,,1,1,沪市主板,7847200912.0,7870946701.0,0.0
600432,退市吉恩,2003-09-05,2018-07-13,1,0,沪市主板,0.0,0.0,0.0
600433,冠豪高新,2003-06-19,,1,1,沪市主板,5723413092.0,5723413092.0,0.0
600435,北方导航,2003-07-04,,1,1,沪市主板,31275558249.0,31275558249.0,0.0
600436,片仔癀,2003-06-16,,1,1,沪市主板,103776593292.0,103776593292.0,0.0
600438,通威股份,2004-03-02,,1,1,沪市主板,93776453554.0,93776453554.0,0.0
600439,瑞贝卡,2003-07-10,,1,1,沪市主板,3214838650.0,3214838650.0,0.0
600444,国机通用,2004-02-19,,1,1,沪市主板,2878655183.0,2878655183.0,0.0
600446,金证股份,2003-12-24,,1,1,沪市主板,15728579574.0,15728579574.0,0.0
600448,华纺股份,2001-09-03,,1,1,沪市主板,2021721115.0,2021721115.0,0.0
600449,宁夏建材,2003-08-29,,1,1,沪市主板,6025081129.0,6025081129.0,0.0
600452,涪陵电力,2004-03-03,,1,1,沪市主板,14873723211.0,14873723211.0,0.0
600455,博通股份,2004-03-29,,1,1,沪市主板,1675748140.0,1675748140.0,0.0
600456,宝钛股份,2002-04-12,,1,1,沪市主板,19168434865.0,19168434865.0,0.0
600458,时代新材,2002-12-19,,1,1,沪市主板,11449854706.0,13166892270.0,0.0
600459,贵研铂业,2003-05-16,,1,1,沪市主板,16386863985.0,16389039708.0,0.0
600460,士兰微,2003-03-11,,1,1,沪市主板,49223245175.0,49223245175.0,0.0
600461,洪城环境,2004-06-01,,1,1,沪市主板,12006852822.0,12006852822.0,0.0
600462,退市九有,2003-09-03,2025-07-21,1,0,沪市主板,0.0,0.0,0.0
600463,空港股份,2004-03-18,,1,1,沪市主板,3372000000.0,3372000000.0,0.0
600466,*ST蓝光,2001-02-12,2023-06-06,1,0,沪市主板,0.0,0.0,0.0
600467,好当家,2004-04-05,,1,1,沪市主板,3973904507.0,3973904507.0,0.0
600468,百利电气,2001-06-15,,1,1,沪市主板,8854165513.0,8854165513.0,0.0
600469,风神股份,2003-10-21,,1,1,沪市主板,4785197714.0,4785197714.0,0.0
600470,六国化工,2004-03-05,,1,1,沪市主板,3223488000.0,3223488000.0,0.0
