date,open,close,high,low,volume,amount,amplitude,pct_change,price_change,turnover,etf_code,etf_name,crawl_time
2025-08-29,1.02,1.012,1.02,1.005,321077900,0.0,0.0,0.0,0.0,0.0,588690,N科创指数增强ETF,2025-08-30 18:26:17
