date,open,close,high,low,volume,amount,amplitude,pct_change,price_change,turnover,etf_code,etf_name,crawl_time
2025-08-28,1.0,1.039,1.041,0.998,755222194,0.0,0.0,0.0,0.0,0.0,159259,成长ETF,2025-08-30 18:26:17
2025-08-29,1.039,1.042,1.047,1.024,185803785,0.0,0.0,0.0,0.0,0.0,159259,成长ETF,2025-08-30 18:26:17
