ETF代码,ETF名称,基金规模,next_crawl_index
159547,红利低波ETF华夏,8.69511654,763
159259,成长ETF易方达,12.22649076,763
563020,红利低波ETF易方达,61.20468947,763
159150,深证50ETF易方达,1.37450487,763
159146,电力ETF华宝,5.46533321,763
563590,A500红利低波动ETF国寿,1.26409067,763
159212,深100ETF南方,1.29367661,763
562860,疫苗ETF嘉实,2.3899308,763
515660,沪深300ETF国联安,33.25092595,763
159767,电池龙头ETF,2.8695208,763
159147,电池ETF南方,17.14058132,763
589720,科创创新药ETF国泰,14.1473007,763
159517,中证800增强ETF银华,0.16146108,763
515750,科技50ETF,7.15653744,763
159981,能源化工ETF建信,20.98338402,763
159796,电池ETF汇添富,89.62558295,763
563550,A500增强ETF摩根,1.12292812,763
517200,互联网ETF嘉实,1.11798306,763
159211,深证100ETF富国,0.29706113,763
561770,A100ETF博时,0.647468,763
510320,沪深300ETF中金,5.14199099,763
159127,港股通红利ETF南方,2.86861255,763
159155,电池ETF大成,7.27247384,763
560690,电信ETF鹏华,0.4560855,763
159145,工业软件ETF广发,1.08866644,763
159300,300ETF,9.84046748,763
159788,港股通100ETF易方达,1.40347153,763
562890,A50ETF嘉实,3.0625834,763
159291,创业板综增强ETF招商,0.36333283,763
588350,双创50ETF基金,13.6302624,763
561280,中证1000增强ETF工银,1.41023587,763
510130,上证中盘ETF易方达,2.52612617,763
159824,新能源车ETF博时,3.4822511,763
159838,医药50ETF博时,1.74967751,763
159943,深证成指ETF大成,2.1595408,763
560530,中证A500ETF摩根,38.82633244,763
515380,沪深300ETF泰康,36.32588566,763
563700,红利价值ETF易方达,5.2337355,763
517170,沪港深500ETF华夏,0.1693839,763
562930,软件ETF易方达,12.25352906,763
563010,电信ETF易方达,1.75528427,763
159971,创业板ETF富国,24.25303209,763
159667,工业母机ETF,13.76482509,763
159367,创业板50ETF华夏,1.43040343,763
562880,电池ETF嘉实,10.23433258,763
588380,双创50ETF,30.549815,763
588150,科创50ETF南方,5.42270249,763
510650,金融地产ETF华夏,0.33510015,763
560150,红利低波ETF泰康,8.39905604,763
510370,沪深300ETF兴业,0.93868424,763
517300,沪港深300ETF国寿,20.13260599,763
560520,红利低波100ETF大成,0.06481377,763
513720,港股互联网ETF国泰,1.29331755,763
562310,沪深300成长ETF银华,7.73840045,763
159781,科创创业ETF易方达,115.57910246,763
561010,软件ETF基金,2.96407608,763
517110,创新药ETF国泰,4.93179478,763
512910,中证A100ETF,2.14352213,763
561230,中证A50ETF工银,8.46912017,763
510670,上证180ETF华夏,4.77550403,763
515800,800ETF,57.70618214,763
589780,科创200ETF富国,0.97376785,763
588360,科创创业ETF国泰,3.12694672,763
159576,深证100ETF广发,0.71006216,763
159931,金融ETF,0.47844541,763
560570,A500红利ETF,15.34736612,763
159393,沪深300ETF万家,3.0849382,763
159373,创业板50ETF嘉实,3.44722078,763
561200,中证A100ETF工银,0.49268576,763
562070,沪深300指增ETF,7.47404504,763
520910,港股通互联网ETF基金,6.76197847,763
159912,深300ETF汇添富,1.36080165,763
159811,5GETF博时,1.3854843,763
563350,中证A50ETF,3.20342714,763
563510,A500红利低波ETF易方达,2.37821389,763
159277,港股通红利ETF富国,0.99756125,763
563880,A500ETF汇添富,26.6474541,763
560950,中证500增强ETF汇添富,0.13759833,763
560350,中证A50ETF摩根,19.6635623,763
560360,软件ETF万家,3.25929075,763
516820,医疗创新ETF,18.46350314,763
510180,上证180ETF,233.26169663,763
510310,沪深300ETF易方达,1463.93618313,763
513820,港股通红利ETF汇添富,43.42186978,763
159350,深证50ETF富国,2.12869962,763
159775,电池ETF建信,1.79975959,763
515130,沪深300ETF博时,1.1225177,763
512870,杭州湾区ETF南华,0.39005271,763
561900,沪深300ESGETF招商,0.31849384,763
562350,电力ETF银华,0.80289361,763
159903,深成ETF南方,5.05894834,763
159891,医疗ETF建信,1.39787125,763
159677,中证1000增强ETF银华,0.45603739,763
159757,电池ETF景顺,2.94565631,763
512090,MSCIA股ETF易方达,6.33536839,763
159940,金融地产ETF,6.1159486,763
159595,中证A50ETF大成,22.35615413,763
512160,MSCI中国A股ETF南方,2.079067,763
515330,沪深300ETF天弘,82.40832326,763
159591,中证A50ETF,6.15976583,763
510990,180ESGETF工银,0.48050053,763
159925,沪深300ETF南方,26.55976544,763
512240,A50ETF鹏华,0.12819156,763
515630,证券保险ETF鹏华,9.45006951,763
512530,沪深300红利ETF建信,1.56027168,763
159597,创业板成长ETF易方达,3.22318286,763
159901,深证100ETF易方达,65.28736857,763
516730,证券ETF浦银,1.03791744,763
563980,800红利低波ETF鑫元,3.15867833,763
159865,养殖ETF,49.15303076,763
159390,中证A50ETF国联,2.68948169,763
159601,A50ETF,18.21910332,763
517160,长江保护ETF南方,17.55007069,763
510710,上证50ETF博时,5.07499361,763
562910,高端制造ETF易方达,1.85307117,763
517100,沪港深500ETF富国,1.83682103,763
515760,浙江国资ETF华夏,1.42558,763
159723,科技龙头ETF汇添富,0.59477675,763
517000,沪港深500ETF,1.79186341,763
563030,中证500增强ETF易方达,1.41494451,763
159229,自由现金流ETF广发,1.21531165,763
562300,碳中和ETF银华,0.5795711,763
510350,沪深300ETF工银,34.4276655,763
515300,300红利低波ETF嘉实,43.02483683,763
520650,港股通互联网ETF南方,3.11401817,763
159301,公用事业ETF,0.82735606,763
561000,沪深300ETF增强基金,0.7735672,763
517360,科技ETF沪港深,0.29037822,763
159226,中证A500增强ETF国泰,0.81329249,763
510390,沪深300ETF平安,4.876604,763
159994,通信ETF银华,24.25935185,763
560050,中国A50ETF汇添富,35.9308217,763
515860,科技ETF嘉实,1.91266103,763
159760,医疗健康ETF泰康,0.87669774,763
517080,沪港深500ETF汇添富,2.2669515,763
159686,A100ETF易方达,0.81747509,763
562550,绿电ETF,3.6721258,763
516830,300ESGETF,1.24620438,763
510330,沪深300ETF华夏,940.10901378,763
515160,MSCI中国ETF招商,4.55463987,763
515390,沪深300ETF指数基金,5.12736793,763
159589,红利ETF广发,1.18456596,763
560990,科技先锋ETF中金,0.25528997,763
159883,医疗器械ETF,65.47849069,763
159663,机床ETF,2.05736819,763
159669,绿色电力ETF国泰,1.24255769,763
159631,A100ETF招商,0.5472908,763
512620,农业ETF天弘,6.12317996,763
561160,锂电池ETF,20.24564902,763
510300,沪深300ETF华泰柏瑞,2192.60886951,763
159681,创50ETF,17.53575772,763
561910,电池ETF,51.26415991,763
159296,A500红利低波ETF,0.7125607,763
159755,电池ETF,128.86975562,763
159312,恒指港股通ETF广发,0.72102685,763
159399,现金流ETF,52.46100324,763
563600,A500增强ETF易方达,0.58623708,763
159616,农牧ETF建信,0.54557979,763
159621,ESGETF国泰,0.16744272,763
159581,红利ETF万家,9.25386092,763
159515,国企红利ETF,0.51215698,763
561750,A50ETF博时,1.04305364,763
561560,电力ETF,8.79576891,763
530800,上证180ETF银华,0.22697645,763
159339,A500ETF,28.00113126,763
159643,疫苗ETF,2.04157953,763
159216,深证100ETF大成,0.15544888,763
159351,A500ETF嘉实,101.38061376,763
159159,公用事业ETF国投瑞银,5.23460753,763
159708,红利ETF西部利得,1.74045589,763
159814,创业大盘ETF西部利得,4.22598215,763
515910,质量ETF中金,2.17474625,763
510720,红利国企ETF国泰,23.2830951,763
561060,国企红利ETF,0.59822685,763
159627,A100ETF华夏,0.43614794,763
159858,创新药ETF南方,4.2244399,763
159938,医药ETF广发,52.45860713,763
516060,创新药ETF工银,1.7091151,763
159592,A50ETF基金,12.34816571,763
520960,恒指港股通ETF嘉实,0.85217746,763
512520,MSCIETF,0.7474657,763
515310,沪深300ETF汇添富,3.20318957,763
159287,创业板综ETF博时,3.22959359,763
512020,A500ETF鹏华,17.72038541,763
159743,湖北ETF博时,1.39558136,763
512770,战略新兴ETF,2.38065414,763
512070,证券保险ETF易方达,194.63099256,763
159653,ESG300ETF,0.68341895,763
159362,A500ETF工银,17.33335691,763
513050,中概互联网ETF易方达,413.07524178,763
560260,医疗ETF广发,15.85681587,763
159500,500ETF,1.77412582,763
563830,全指现金流ETF博时,1.80745632,763
563860,中证A500ETF海富通,3.41942213,763
510900,恒生中国企业ETF易方达,64.76360937,763
159706,深证100ETF华安,0.53804639,763
520810,港股通红利ETF易方达,1.7356416,763
561930,沪深300ETF招商,2.04688282,763
515890,红利ETF博时,4.34441885,763
510040,上证180ETF鹏华,0.4161736,763
513210,恒生ETF易方达,0.62579794,763
159355,800红利低波ETF,1.72008882,763
159620,中证500成长ETF华夏,0.38670818,763
512060,中证A100ETF天弘,0.18018096,763
159804,创中盘88ETF国寿,1.0255898,763
159800,中证800ETF鹏华,0.38607942,763
512750,基本面50ETF嘉实,0.74029605,763
512990,MSCIA股ETF华夏,2.19011939,763
560020,红利ETF汇添富,0.96256944,763
516500,生物科技ETF,2.18108059,763
563280,A50增强ETF富国,0.11087117,763
159541,创业板综ETF万家,1.33876575,763
159571,创业板200ETF富国,0.34995048,763
512550,富时A50ETF嘉实,2.51979406,763
515090,可持续发展ETF博时,0.06506304,763
159673,沪深300ETF鹏华,20.94590218,763
510680,上证50ETF万家,1.00193247,763
159840,锂电池ETF工银,16.87627693,763
159611,电力ETF,39.87008406,763
520630,港股通互联网ETF广发,2.9714806,763
159661,A100ETF嘉实,0.36479954,763
510210,上证指数ETF,69.64028485,763
563080,中证A50ETF易方达,17.64177633,763
563330,A股ETF,1.47153607,763
512190,浙商之江凤凰ETF,2.52551758,763
159748,创新药ETF富国,6.11278628,763
510760,上证指数ETF国泰,20.07276908,763
560750,A500ETF申万菱信,2.13324768,763
159593,中证A50指数ETF,51.91164616,763
530000,上证50ETF天弘,15.05951583,763
159822,新经济ETF银华,2.78693327,763
561950,中证500增强ETF招商,1.59130752,763
159353,中证A500ETF景顺,49.0395226,763
510550,方正中证500ETF,0.4163862,763
516550,农业ETF嘉实,1.95323232,763
512080,A500ETF中金,9.50764019,763
159505,国证2000ETF博时,0.24741639,763
159360,中证A500ETF天弘,16.83329208,763
512180,MSCIA股ETF建信,0.92638272,763
159337,中证500ETF东财,6.60023995,763
517990,医药ETF沪港深,0.47214795,763
512290,生物医药ETF,37.11959628,763
159856,互联网龙头ETF工银,2.634483,763
516810,农业ETF华夏,2.46326104,763
159685,1000增强ETF天弘,0.17652023,763
159852,软件ETF,135.34993705,763
560580,电力ETF南方,1.73400231,763
563800,A500ETF龙头,142.80084955,763
560190,公用事业ETF,0.16334,763
513690,港股红利ETF博时,53.72504057,763
159136,A50ETF广发,1.57414074,763
159523,沪深300成长ETF华夏,1.01315174,763
159919,沪深300ETF嘉实,995.09781593,763
159270,创业板200ETF南方,1.7978547,763
520770,恒指港股通ETF建信,2.30911052,763
159656,沪深300成长ETF万家,2.83174219,763
530180,上证180ETF易方达,0.78085392,763
159967,创业板成长ETF,28.21629506,763
513600,恒生指数ETF南方,23.57462751,763
159630,A100ETF汇添富,0.12540512,763
512050,A500ETF基金,391.25205325,763
512120,医药50ETF,3.81911276,763
510950,上证50ETF广发,1.179468,763
512010,医药ETF易方达,177.86949456,763
159726,港股通高股息ETF华夏,5.06660288,763
520820,恒生港股通ETF汇添富,0.8724359,763
515960,医药ETF嘉实,2.08065204,763
518860,上海金ETF建信,51.08002264,763
159992,创新药ETF,152.33072398,763
517030,沪港深300ETF易方达,1.06252023,763
510510,中证500ETF广发,26.76978621,763
159357,A500ETF博时,20.52068989,763
159356,A500ETF万家,15.63556746,763
159916,基本面ETF建信,2.58332695,763
159126,港股通50ETF南方,1.26044215,763
159905,红利ETF工银,17.94381518,763
159625,绿色电力ETF嘉实,21.45326473,763
159923,中证A100ETF大成,0.22433356,763
560300,电信ETF汇添富,0.60500902,763
520890,港股通红利低波ETF华泰柏瑞,1.24761024,763
159256,创业板软件ETF华夏,6.20057098,763
159510,沪深300价值ETF,0.83364278,763
159825,农业ETF,25.57294249,763
562000,中证A100ETF基金,4.61242742,763
560900,创新药ETF摩根,1.49938252,763
562320,沪深300价值ETF银华,1.14807743,763
515770,MSCI中国A股ETF摩根,0.64978493,763
513910,港股央企红利ETF,51.03789192,763
530680,上证180ETF兴业,2.39864929,763
159675,创业板增强ETF嘉实,0.89708259,763
159622,创新药ETF东财,8.30949588,763
563930,上证增强ETF,0.66981904,763
159372,创业板50ETF万家,2.16105764,763
159361,A500ETF易方达,293.31036693,763
512380,MSCI中国ETF银华,1.37554683,763
159575,创业板200ETF银华,0.20745927,763
560180,沪深300ESGETF南方,0.15487746,763
159849,生物科技指数ETF,0.82395529,763
530080,上证180ETF天弘,0.36319752,763
562960,绿色电力ETF易方达,3.39421455,763
515810,中证800ETF易方达,6.09685507,763
530300,上证180ETF华泰柏瑞,0.54684679,763
518850,黄金ETF华夏,175.81894163,763
518680,金ETF,83.24830836,763
510290,上证380ETF南方,1.69423866,763
159628,国证2000ETF万家,8.32861392,763
516930,生物科技ETF民生加银,0.59486196,763
159645,疫苗ETF富国,0.46345266,763
510880,红利ETF华泰柏瑞,189.18229709,763
520950,港股通50ETF摩根,5.07699958,763
516080,创新药ETF易方达,12.05821058,763
159958,创业板ETF工银,6.07773571,763
560330,沪深300价值ETF申万菱信,0.2626459,763
518880,黄金ETF,1186.59334637,763
159828,医疗ETF,22.67627935,763
515080,中证红利ETF,79.50466238,763
563650,中证A500ETF兴业,1.28779518,763
159821,创业板ETF中银证券,0.3468238,763
159338,中证A500ETF,340.43584273,763
563360,A500ETF华泰柏瑞,450.72073463,763
159156,电池ETF万家,2.54969556,763
518800,黄金ETF国泰,427.54468757,763
159205,创业板ETF东财,5.5779159,763
159215,中证A500ETF指数基金,17.67870302,763
159386,A500ETF永赢,2.04871644,763
159369,创业板50ETF易方达,7.79360055,763
513950,XD恒生红利ETF,33.05120205,763
159959,央企ETF银华,30.30300781,763
159602,中国A50ETF南方,5.21654202,763
159845,中证1000ETF,152.20401089,763
159352,A500ETF南方,419.88790597,763
159956,创业板ETF建信,1.05933685,763
510030,价值ETF,1.77496616,763
563500,A500ETF华宝,6.17883364,763
561700,电力ETF博时,2.41536179,763
518600,上海金ETF,74.66400521,763
513660,恒生ETF,46.95360309,763
515950,医药龙头ETF,5.31787766,763
512250,A50ETF招商,4.59090216,763
159837,生物科技ETF易方达,13.86343569,763
512260,中证500低波动ETF,0.54010582,763
159109,恒生50ETF,4.55190239,763
159729,互联网ETF汇添富,0.60088586,763
159657,疫苗ETF鹏华,1.09426455,763
515180,红利ETF易方达,113.31734071,763
560610,A500指数ETF,55.85346061,763
159596,A50ETF华宝,5.52077096,763
159952,创业板ETF广发,126.95757085,763
159977,创业板ETF天弘,77.87063415,763
518660,黄金ETF工银,97.09612183,763
510850,上证50ETF工银,2.71339583,763
512170,医疗ETF,276.38071042,763
159370,创50ETF工银,2.71895951,763
159298,创业板50ETF大成,3.17847629,763
159377,创业板医药ETF国泰,0.83247315,763
563000,中国A50ETF易方达,23.29777708,763
562530,中证1000价值ETF,0.49096168,763
516190,传媒ETF华夏,2.12159103,763
563780,现金流全指ETF,3.40003989,763
510600,上证50ETF申万菱信,0.49486589,763
159511,通信ETF南方,2.04513705,763
520550,XD港股红利低波ETF,12.40762048,763
515120,创新药ETF,88.45820006,763
159358,中证A500ETF大成,14.11134937,763
563890,国企红利ETF创金合信,0.43634948,763
518890,中银上海金ETF,44.35450842,763
159957,创业板ETF华夏,16.92949019,763
159758,红利质量ETF,15.16911898,763
515350,沪深300ETF民生加银,0.89563024,763
159836,创业板300ETF天弘,1.56052167,763
530880,红利国企ETF银河,0.51480588,763
159960,恒生中国企业ETF,4.45226553,763
159108,工业软件ETF博时,2.15312362,763
562520,中证1000成长ETF,0.64489896,763
159573,创业板200ETF华夏,1.51202774,763
159908,创业板ETF博时,12.6354192,763
159545,恒生红利低波ETF易方达,80.1211419,763
159359,A500指数ETF,9.0479,763
159271,恒生ETF鹏华,0.65161559,763
159850,恒生国企ETF,6.59818194,763
159712,港股通50ETF国泰,1.11169342,763
513900,港股通100ETF,1.0134602,763
159728,在线消费ETF南方,0.4651458,763
159682,创业板50ETF景顺,47.00259035,763
159899,软件龙头ETF,7.58722797,763
159982,中证500ETF鹏华,3.65859475,763
512960,央企结构调整ETF博时,59.29863313,763
517010,沪港深500ETF易方达,1.00128686,763
159820,中证500ETF天弘,21.3562016,763
513990,港股通ETF,0.61812,763
510270,国企ETF,0.29152091,763
510590,中证500ETF平安,13.21827499,763
159376,A500ETF浦银,1.26513361,763
159929,医药ETF,24.78492089,763
159954,恒生中国企业ETF南方,2.73109954,763
520940,港股通恒生ETF,0.3134779,763
513290,纳指生物科技ETF汇添富,15.28801486,763
159949,创业板50ETF,229.7781968,763
159569,港股红利低波ETF,4.71481767,763
159676,创业板增强ETF富国,1.83358477,763
512950,央企改革ETF华夏,62.12011246,763
159305,储能电池ETF广发,2.56907931,763
159209,中证红利质量ETF,16.07346711,763
513190,港股通金融ETF,24.31234736,763
516300,中证1000ETF华泰柏瑞,0.6464284,763
515190,中证500ETF中银证券,6.54579016,763
159633,中证1000ETF易方达,18.60650326,763
561180,A100ETF,0.74071987,763
159808,创100ETF融通,0.74891351,763
510050,上证50ETF,759.41326264,763
515530,中证500ETF泰康,0.62347521,763
159711,港股通50ETF华夏,0.67415033,763
510100,上证50ETF易方达,41.21997845,763
159920,恒生ETF,126.90473043,763
561870,自由现金流ETF全指,1.75648095,763
159375,创业板50ETF国泰,1.83845935,763
159875,新能源ETF嘉实,17.45397285,763
159247,创业板ETF汇添富,2.40081207,763
159572,创业板200ETF易方达,4.41444086,763
159812,黄金ETF前海开源,19.22325041,763
159761,新材料ETF国泰,1.62493016,763
510800,上证50ETF建信,3.1078656,763
513550,港股通50ETF,29.30144616,763
510190,上证50ETF华安,1.44577742,763
512390,平安MSCI低波ETF,1.5212886,763
512370,A500增强ETF华夏,0.58564332,763
159964,创业板ETF平安,4.67715888,763
159752,新能源ETF申万菱信,3.96954663,763
159861,碳中和50ETF国泰,1.74520333,763
516320,高端装备ETF华夏,0.95507998,763
512500,中证500ETF华夏,169.49032832,763
563220,中证A500ETF富国,112.64757736,763
517120,创新药ETF华泰柏瑞,2.83483245,763
512100,中证1000ETF,356.00259606,763
159619,基建ETF,1.1463926,763
510010,180治理ETF交银,2.54068115,763
516070,低碳ETF易方达,2.3132667,763
563760,全指自由现金流ETF,9.96026288,763
159922,中证500ETF嘉实,157.0042839,763
563180,高股息ETF,1.5546216,763
563390,现金流ETF全指,22.27470336,763
159973,民企ETF弘毅远方,3.79396147,763
159703,新材料ETF,0.64280269,763
561080,自由现金流ETF中证全指,0.522025,763
563990,800现金流ETF,5.96174966,763
563750,中证500ETF汇添富,4.27574926,763
515230,软件ETF,61.08188003,763
530050,上证50ETF东财,1.75121413,763
159910,基本面120ETF嘉实,2.5838383,763
159333,港股央企红利ETF万家,4.82115701,763
510090,责任ETF建信,0.7422074,763
560380,A100ETF南方,1.8857625,763
530380,上证380ETF易方达,3.53099019,763
512510,中证500ETF华泰柏瑞,11.67467284,763
560010,中证1000ETF广发,72.92610494,763
159834,金ETF南方,17.94001259,763
159906,深成长ETF大成,1.59213109,763
159968,中证500ETF博时,6.56966137,763
516720,ESGETF浦银,0.15359958,763
510570,中证500ETF兴业,0.33100977,763
159918,中创400ETF嘉实,0.78278227,763
159913,深价值ETF交银,0.62170448,763
589960,科创新能源ETF易方达,1.85125192,763
561090,中证A500增强ETF,2.27074254,763
159368,创业板新能源ETF华夏,7.72572035,763
515590,500等权ETF,0.77065901,763
159610,500ETF增强,2.25726917,763
510580,中证500ETF易方达,39.71132214,763
510560,中证500ETF国寿,1.58047137,763
560030,800价值ETF汇添富,0.35392448,763
588960,科创板新能源ETF,3.55508456,763
159122,创业板新能源ETF富国,0.32158085,763
561550,500增强ETF,17.1691093,763
159830,上海金ETF,37.07580476,763
159725,线上消费ETF工银,1.31383592,763
159232,自由现金流ETF南方,30.53358739,763
159666,交通运输ETF,0.91053728,763
517380,创新药ETF天弘,19.40104475,763
159915,创业板ETF易方达,625.52355706,763
159934,黄金ETF易方达,435.61511783,763
159839,生物医药ETF汇添富,8.14294366,763
159519,港股国企ETF国泰,1.19208087,763
510530,中证500ETF工银,4.55828982,763
159502,标普生物科技ETF嘉实,18.98476041,763
516360,新材料ETF,0.78159388,763
159266,港股通央企红利ETF,5.50023008,763
159966,创业板价值ETF,3.93774912,763
159590,软件ETF汇添富,7.65507816,763
561300,沪深300增强ETF国泰,5.57576588,763
560560,碳中和ETF泰康,0.67397947,763
159847,医疗ETF易方达,13.6149535,763
510500,中证500ETF,968.90418287,763
159678,500增强ETF博时,1.28373864,763
159221,现金流ETF嘉实,10.48127228,763
562330,中证500价值ETF银华,0.2732457,763
561350,中证500ETF国泰,1.236782,763
159371,创业板50ETF富国,1.41153875,763
159835,创新药ETF建信,3.36245677,763
515900,央企创新ETF博时,38.83952862,763
159106,民企300ETF前海开源,0.85821621,763
159391,大盘价值ETF博时,1.46736878,763
159379,A500ETF融通,3.01710414,763
517770,游戏传媒ETF浦银,2.92733209,763
159831,金ETF嘉实,20.76373707,763
159937,黄金ETF博时,498.10853296,763
159635,基建ETF华夏,1.14168262,763
159223,现金流ETF永赢,4.0588299,763
563580,自由现金流800ETF万家,4.49861616,763
159222,自由现金流ETF易方达,13.28398486,763
560500,500质量成长ETF,4.62447491,763
515680,央企创新ETF嘉实,19.28575291,763
515600,央企创新ETF,18.71340757,763
159332,央企红利ETF富国,0.96185815,763
159810,创业板ETF浦银,0.80901703,763
516950,基建ETF银华,1.93306842,763
159790,碳中和ETF,16.33927727,763
515220,煤炭ETF,92.15122442,763
563770,全指现金流ETF,0.43765398,763
563620,全指现金流ETF兴业,0.8335831,763
516710,新材料ETF华夏,0.5052128,763
159119,800现金流ETF,1.82240459,763
159805,传媒ETF,11.54872644,763
159777,创科技ETF,0.44326592,763
159281,港股通央企红利ETF天弘,3.50756785,763
159233,自由现金流ETF基金,6.22407334,763
159382,创业板人工智能ETF南方,22.2364121,763
159235,中证现金流ETF大成,28.32788518,763
561580,央企红利ETF华泰柏瑞,11.86462932,763
159629,1000ETF,34.23055187,763
159974,央企创新ETF富国,0.86132143,763
512650,长三角ETF汇添富,0.49723394,763
516220,化工ETF国泰,5.4279351,763
588830,科创新能源ETF,16.87139631,763
159276,现金流ETF汇添富,3.52498617,763
510770,G60创新ETF申万菱信,0.16507691,763
159859,生物医药ETF,36.98627535,763
159763,新材料ETF建信,0.77549578,763
516890,新材料ETF指数基金,0.31892401,763
159935,中证500ETF景顺,0.66489686,763
159691,港股红利ETF工银,85.46039392,763
159249,A500增强ETF工银,1.34382379,763
563680,800现金流ETF汇添富,2.61034208,763
159225,现金流ETF基金,3.35195913,763
159236,自由现金流ETF工银,0.70483475,763
159201,自由现金流ETF,135.99765055,763
159566,储能电池ETF易方达,46.60681615,763
516090,新能源ETF易方达,10.81022656,763
159508,生物医药ETF基金,0.453789,763
159717,ESGETF,0.16587664,763
159129,化工ETF嘉实,18.37824312,763
512040,价值100ETF,26.95364857,763
159363,创业板人工智能ETF华宝,62.48441088,763
512580,环保ETF,12.95579714,763
159583,通信设备ETF,14.0310633,763
513220,中概互联ETF,5.48144664,763
560650,核心50ETF民生加银,0.10059706,763
159383,创业板50ETF华泰柏瑞,0.57675793,763
516850,新能源ETF华夏,1.08419255,763
563090,上证50增强ETF易方达,0.59684352,763
516960,机械ETF国泰,0.15969217,763
512030,中证A50增强ETF易方达,0.4803964,763
516570,化工行业ETF易方达,16.94672294,763
159773,创业板科技ETF华泰柏瑞,2.01771447,763
560110,中证1000ETF汇添富,2.31375042,763
510160,产业升级ETF南方,1.97030358,763
159719,国企共赢ETF,0.74652713,763
159662,交运ETF南方,0.8520496,763
516120,化工50ETF,80.08372899,763
513140,港股金融ETF,1.65381408,763
560550,碳中和ETF广发,2.01373179,763
159885,碳中和ETF鹏华,2.37363196,763
159606,中证500成长ETF易方达,4.06679671,763
159279,创业板人工智能ETF华安,1.99517594,763
513170,恒生央企ETF,3.29070789,763
516020,化工ETF,77.69529791,763
159133,化工ETF天弘,26.56790193,763
159263,价值ETF易方达,17.8482678,763
516580,新能源ETF博时,1.14398111,763
512980,传媒ETF,119.94258007,763
159246,创业板人工智能ETF富国,34.0961528,763
159870,化工ETF,354.54727172,763
159886,机械ETF,0.74491125,763
515880,通信ETF,145.85305911,763
562340,中证500成长ETF银华,0.12719721,763
513920,港股通央企红利ETF,67.12554866,763
512130,全指现金流ETF鹏华,0.2578392,763
516270,新能源50ETF,2.25508443,763
561500,漂亮50ETF,0.54423851,763
513810,港股国企ETF,0.74032224,763
560100,中证500增强ETF南方,0.81982493,763
159149,创业板新能源ETF工银,1.61062569,763
561320,交运ETF,0.73710882,763
159695,通信ETF嘉实,3.72573154,763
159642,碳中和ETF大成,0.34808037,763
517180,中国国企ETF南方,2.66862406,763
560700,央企红利ETF广发,4.08485873,763
159617,中证500价值ETF华夏,0.42833164,763
563900,300自由现金流ETF摩根,4.56046389,763
159388,创业板人工智能ETF国泰,7.53848244,763
560070,央企红利ETF汇添富,1.57192681,763
517090,央企共赢ETF国泰,1.67174325,763
562010,绿色能源ETF,0.20379895,763
561190,碳中和ETF富国,2.84313984,763
159242,创业板人工智能ETF大成,4.26227079,763
159381,创业板人工智能ETF华夏,18.18955869,763
561260,能源ETF工银,0.38815683,763
516160,新能源ETF,67.87323396,763
159326,电网设备ETF,173.23266048,763
516530,物流ETF银华,0.76401859,763
560120,现金流500ETF,1.53968399,763
513750,港股通非银ETF,371.93285656,763
159387,创业板新能源ETF国泰,14.08796076,763
159261,创业板新能源ETF鹏华,0.60579476,763
159507,通信ETF广发,1.53743546,763
515110,一带一路ETF易方达,3.8585376,763
515150,一带一路ETF富国,8.92770435,763
520990,港股央企红利50ETF,60.02895686,763
159640,碳中和龙头ETF工银,0.84206671,763
560060,碳中和ETF汇添富,1.1381877,763
516910,物流ETF,0.92258227,763
159641,碳中和ETF招商,1.32242775,763
562990,碳中和ETF易方达,5.1402526,763
159243,创业板人工智能ETF招商,2.12850214,763
159320,电网设备ETF广发,4.7031162,763
561960,央企回报ETF招商,0.68395256,763
159639,碳中和ETF南方,3.0219197,763
561790,央企能源ETF博时,0.69714078,763
159336,央企红利ETF融通,6.09799814,763
561380,电网ETF,26.2631341,763
560980,光伏龙头ETF广发,4.73705952,763
562850,央企能源ETF嘉实,0.79355525,763
159609,光伏ETF浦银,2.44292374,763
520900,港股通红利ETF广发,19.71738134,763
159787,建材ETF易方达,0.85445112,763
562080,300现金流ETF,7.56281308,763
516750,建材ETF,1.19362165,763
520660,港股通央企红利ETF南方,28.51122207,763
515210,钢铁ETF,44.94708583,763
510170,大宗商品ETF,6.01168352,763
159143,港股通央企红利ETF平安,1.31363525,763
560280,工程机械ETF,24.8194116,763
159745,建材ETF,22.25344491,763
159731,石化ETF,17.88811445,763
561800,稀有金属ETF基金,2.36735122,763
159980,有色ETF大成,75.89988457,763
159608,稀有金属ETF,51.78332328,763
515970,工程机械ETF华夏,3.70296528,763
159542,工程机械ETF大成,0.19481581,763
159138,工程机械ETF易方达,0.80081841,763
159715,稀土ETF易方达,6.51209412,763
516780,稀土ETF,32.82457566,763
516250,工程机械ETF富国,1.25536334,763
159944,材料ETF,0.72956756,763
515370,光伏ETF华夏,14.20341528,763
159713,稀土ETF,13.39450544,763
159671,稀有金属ETF工银,13.74602099,763
159863,光伏ETF鹏华,2.64428786,763
516290,光伏ETF汇添富,6.95773889,763
159864,光伏ETF国泰,6.60613631,763
562970,光伏ETF易方达,7.16132448,763
159123,光伏ETF嘉实,6.32554078,763
159930,能源ETF,8.75957808,763
159945,能源ETF广发,0.49069459,763
516180,光伏ETF基金,1.01914274,763
516230,光伏ETF招商,1.22798079,763
159857,光伏ETF,23.84069627,763
513350,标普油气ETF,6.79609014,763
516880,光伏ETF银华,13.07768512,763
