ETF代码,ETF名称,基金规模
159787,建材ETF易方达,1.40164621
560620,公用事业ETF基金,0.84493145
159235,中证现金流ETF,11.32644117
159800,中证800ETF,0.42693418
159912,深300ETF,1.56216511
159783,科创创业50ETF,52.98450672
563390,现金流ETF全指,5.69705136
517300,沪港深300ETF,31.0774164
159238,300ETF增强,0.47755812
561900,沪深300ESGETF,0.3737604
561300,300增强ETF,10.25405498
515380,沪深300ETF泰康,39.50293177
159821,BOCI创业板ETF,0.2168694
159393,沪深300指数ETF,2.46173715
588320,双创50ETF增强,0.57848654
159980,有色ETF,18.00850898
159673,沪深300ETF鹏华,25.91552821
513880,日经225ETF,18.0254448
159596,A50ETF华宝,6.46277391
159965,央视50ETF,0.56612271
159822,新经济ETF,3.43666176
512980,传媒ETF,29.80660091
515390,沪深300ETF指数基金,5.18541914
159696,纳指ETF易方达,37.58894885
159391,大盘价值ETF,4.02081901
159712,港股通50ETF,0.51924831
515070,人工智能AIETF,94.7861973
513870,纳指ETF富国,16.60967293
159925,沪深300ETF南方,32.21516196
159520,消费龙头ETF,1.55183079
159365,恒指ETF,1.84321236
512040,价值100ETF,16.7859379
512520,MSCIETF,0.7778716
517030,沪港深300ETF易方达,0.89668305
563200,中证2000ETF富国,0.28040131
512130,现金流ETF中证全指,0.2478514
159300,300ETF,14.15708398
159328,家电ETF易方达,1.27509308
513110,纳斯达克100ETF,37.20657676
561960,央企回报ETF,0.71908892
563520,沪深300ETF永赢,8.94850839
159352,A500ETF南方,223.12877289
159819,人工智能ETF,248.39013535
159532,中证2000ETF易方达,0.74545446
159578,深证主板50ETF南方,0.5102858
513550,港股通50ETF,29.35414272
588400,科创创业ETF嘉实,17.6305977
561320,交运ETF,0.84304026
159866,日经ETF,7.72400576
159782,双创50ETF,9.22673763
159780,双创ETF,38.71143224
159659,纳斯达克100ETF,62.79782186
159523,沪深300成长ETF,0.63550824
563330,A股ETF,0.94643593
517880,品牌消费ETF,0.331462
512380,MSCI中国ETF,1.35349738
159919,沪深300ETF,1995.04128736
159219,深证100ETF融通,0.5420072
588360,科创创业ETF,4.68274699
159501,纳指ETF嘉实,83.29769929
159565,汽车零部件ETF,2.83277476
159867,畜牧ETF,8.05831781
159531,中证2000ETF,5.64877081
159977,创业板ETF天弘,99.43813703
561370,2000ETF,0.32417836
560190,公用事业ETF,0.38295666
159916,深F60ETF,2.96757544
159675,创业板增强ETF,1.2070738
513520,日经ETF,16.28570496
159245,港股通消费ETF,2.03420921
159268,港股通消费50ETF,4.98792235
159553,2000ETF增强,0.32035161
159581,红利ETF基金,19.58486998
561120,家电ETF,1.23820322
516760,养殖ETF,1.76997355
159721,深证100ETF永赢,0.88421805
159766,旅游ETF,49.16623327
159717,ESGETF,0.29517701
560650,核心50ETF,0.10200994
512160,MSCI中国A股ETF,2.62475588
563900,沪深300自由现金流ETF摩根,5.12664682
159306,汽车零件ETF,0.46679456
516460,现金流ETF800,4.1269381
562810,上证指数增强ETF,0.57312336
159209,中证红利质量ETF,4.60889935
513230,港股消费ETF,4.27001914
560700,央企红利50ETF,5.81442061
159625,绿色电力ETF,3.18787281
562900,农业ETF易方达,0.83602579
516130,消费龙头ETF,1.4616459
513650,标普500ETF南方,35.9589881
159906,深成长龙头ETF,1.6936546
588380,双创50ETF,29.1226273
159577,美国50ETF,6.63573754
588330,双创龙头ETF,12.38109277
588350,双创50ETF基金,20.55677694
159330,沪深300ETF基金,5.89356625
515130,沪深300ETF博时,1.23859726
516830,300ESGETF,2.03858192
159943,深证成指ETF,2.15104215
159969,深100ETF银华,0.18080678
159632,纳斯达克ETF,96.33039453
159662,交运ETF,0.96090339
159275,农牧渔ETF,2.03506212
159970,深100ETF工银,0.14275045
159961,深100ETF方正富邦,4.39944152
159901,深证100ETF,77.30442265
159265,港股消费50ETF,2.67410291
159996,家电ETF,16.7964013
562660,中证2000ETF华夏,2.29741392
560880,家电ETF龙头,7.1762852
516720,ESGETF,0.21285959
159964,创业板ETF平安,5.50157878
512180,MSCIA股ETF基金,0.94048544
159669,绿电ETF,0.84752711
561170,绿色电力ETF,1.26444101
562080,300现金流ETF,10.42617128
513000,日经225ETF易方达,14.42931343
513300,纳斯达克ETF,111.71375322
159621,MSCIESGETF,0.20398619
512390,平安MSCI低波ETF,1.9550476
562060,XD标普红利ETF,15.81576542
512030,中证A50增强ETF易方达,0.30176
560500,500质量成长ETF,5.26224844
159745,建材ETF,10.74598806
515310,沪深300指数ETF,3.170904
562530,中证1000价值ETF,0.49854208
563300,中证2000ETF,20.8300707
159810,创业板ETF浦银,0.90387571
515770,摩根MSCIAETF,0.72211311
159805,传媒ETF,1.70985123
516750,建材ETF,1.53896943
159212,深100ETF南方,1.80757406
159211,深证100ETF富国,0.52982711
562510,旅游ETF,11.03518881
513500,标普500ETF,224.07498544
517550,消费ETF沪港深,0.71075864
159708,红利ETF,1.9861623
159915,创业板ETF,1097.55852246
159903,深成ETF,5.28011245
159612,标普500ETF,7.76121885
159706,深证100ETF华安,0.55012375
159781,科创创业ETF,120.32330665
159327,半导体设备ETF基金,4.63470689
516560,养老ETF,1.18066588
513970,恒生消费ETF,24.662855
159611,电力ETF,36.33976962
159552,中证2000增强ETF,5.49541446
159602,中国A50ETF,7.36387288
159699,恒生消费ETF,11.36353032
159606,中证500成长ETF,3.59858485
560070,央企红利ETF基金,3.20920092
520520,恒生消费ETF华泰柏瑞,0.87587444
562550,绿电ETF,1.6821123
561700,电力ETF基金,1.34697789
561560,电力ETF,5.55550782
159808,创100ETF融通,0.9856114
159913,深价值ETF,0.62479129
515330,沪深300ETF天弘,91.50065178
159510,沪深300价值ETF,0.93910428
561000,沪深300ETF增强基金,1.1671616
560030,800价值ETF,0.3090648
560590,1000ETF增强,0.2382846
159536,中证2000指数ETF,0.53827639
513170,恒生央企ETF,3.58161635
159216,深证100ETF大成,0.13759028
159976,湾创ETF,1.19896677
159367,创业板50ETF华夏,2.29599711
513810,港股国企ETF,0.86059008
513850,美国50ETF,15.78489784
159205,创业板ETF东财,7.70263301
159558,半导体设备ETF易方达,14.50372427
159956,创业板ETF建信,1.37507218
159908,创业板ETF博时,14.34073217
159948,创业板ETF南方,53.39060284
159207,高股息ETF,2.15227163
159689,消费ETF南方,0.62908969
159890,云计算ETF,4.81251942
159003,招商快线ETF,2.36274363
159681,创50ETF,23.8674491
159001,货币ETF,12.443532
560020,红利ETF汇添富,0.73817258
159682,创业50ETF,59.66967035
516670,畜牧养殖ETF,8.76207005
562340,中证500成长ETF,0.1182358
562350,电力指数ETF,0.32357198
159299,金融科技ETF易方达,3.03422436
563180,高股息ETF,1.9431186
159971,创业板ETF富国,29.32718814
515860,科技ETF嘉实,2.44287985
513080,法国CAC40ETF,9.51086924
159509,纳指科技ETF,133.44365034
159905,深红利ETF,19.69647454
159952,创业板ETF广发,154.22818396
159005,汇添富快钱ETF,0.800655
516480,新材料ETF基金,0.11559066
159655,标普ETF,33.56236316
159798,消费ETF易方达,1.13962519
589020,科创半导体ETF鹏华,5.17640504
159985,豆粕ETF,25.13051236
159991,创大盘ETF,1.38513327
159332,央企红利ETF,0.62941257
159301,公用事业ETF,0.64889814
513750,港股通非银ETF,197.78302244
159865,养殖ETF,59.80471475
560050,MSCI中国A50ETF,44.91009242
562960,绿色电力ETF易方达,1.10677427
159266,港股通央企红利ETF,7.70380474
588300,双创ETF,19.54265234
159588,石油天然气ETF,0.76975718
560570,A500红利ETF,12.65397835
159527,云计算ETF广发,2.38213456
516530,物流快递ETF,0.82767045
512770,战略新兴ETF,2.97864665
159957,创业板ETF华夏,22.65823267
159370,创50ETF工银,1.59394055
159519,港股国企ETF,1.2527967
159676,创业板增强ETF富国,2.41007191
159535,中证2000ETF嘉实,0.15274693
159617,500价值ETF,0.3660354
159941,纳指ETF,294.79169654
515890,红利ETF博时,4.6208011
159302,港股高股息ETF,1.12644332
159369,创业板50ETF易方达,0.97104786
159743,湖北ETF,1.22081384
513830,港股红利ETF,1.32377028
516910,物流ETF,0.70722592
561360,石油ETF,1.30080948
159582,半导体产业ETF,3.46758647
560580,电力ETF南方,0.70029183
159716,深证100ETF华宝,0.75797404
159263,价值ETF,5.34970487
563000,中国A50ETF,32.1443211
159601,A50ETF,25.72777544
159296,A500红利低波ETF,2.40372782
159666,交通运输ETF,0.93645239
512090,MSCIA股ETF易方达,6.08506854
159958,创业板ETF工银,6.81465562
520580,新兴亚洲ETF,3.33300791
159103,金融科技ETF汇添富,3.11891514
513030,德国ETF,17.98874259
159277,港股通红利ETF富国,1.81596046
159975,深100ETF招商,0.55307256
159555,2000增强ETF,0.44003342
159576,深证100ETF广发,0.73166649
159949,创业板50ETF,287.1390368
159150,深证50ETF易方达,1.90769313
588710,科创半导体设备ETF,10.73051917
517180,中国国企ETF,2.58819635
512750,基本面50ETF,0.79796154
515180,红利ETF易方达,90.17253251
512600,消费ETF嘉实,7.45770745
563280,A50增强ETF,0.15319422
159843,食品饮料ETF,4.95231255
516900,食品饮料ETF基金,1.4714969
159331,红利港股ETF,2.20357772
513400,道琼斯ETF,14.3045378
159549,红利低波ETF天弘,37.84201236
515650,消费50ETF,31.12382352
159372,创业板50ETF万家,1.03069958
561510,中药ETF华泰柏瑞,0.73435476
159589,红利ETF广发,0.80427765
159719,国企共赢ETF,0.60283426
513920,港股通央企红利ETF,33.65523724
513910,港股央企红利ETF,34.88377112
515220,煤炭ETF,114.05350033
159516,半导体设备ETF,78.42493195
159355,800红利低波ETF,1.9097654
159909,TMT50ETF,7.11881968
530880,红利ETF国企,0.64914296
159228,红利低波ETF长城,1.45341371
517090,央企共赢ETF,1.786125
561760,油气ETF博时,0.27004635
159670,消费ETF基金,0.57014438
520620,港股通消费ETF,3.74643462
159281,港股通央企红利ETF天弘,3.3562723
562390,中药50ETF,0.73014849
159603,双创龙头ETF,28.38715421
159851,金融科技ETF,120.89845127
159561,德国ETF,16.86135812
159373,创业板50ETF嘉实,6.39804935
159928,消费ETF,194.77144236
516510,云计算ETF,25.3090386
513820,港股红利ETF基金,31.61191225
561580,央企红利ETF,4.50752707
159597,创业板成长ETF易方达,3.20424863
516630,云计算50ETF,6.55531656
516860,金融科技ETF,25.61962238
562330,中证500价值ETF,0.11441584
515080,中证红利ETF,75.3788064
516100,金融科技ETF华夏,16.79648978
159298,创业板50ETF大成,0.9958106
159307,红利低波100ETF,13.78018537
159529,标普消费ETF,8.97235013
159736,食品饮料ETF天弘,54.96763945
159292,创业板综增强ETF华宝,1.24289504
515760,浙江国资ETF,1.53779759
512550,富时A50ETF嘉实,2.7418362
560080,中药ETF,24.75158854
159333,港股央企红利ETF,4.91678106
513730,东南亚科技ETF,14.20158266
159862,食品ETF,1.01128924
159309,油气资源ETF,0.45436658
513190,港股通金融ETF,26.00923632
513530,港股通红利ETF,20.41274036
563150,油气资源ETF,0.18086217
159739,大数据ETF,4.48928973
159383,创业板50ETF华泰柏瑞,1.3077333
159726,恒生红利ETF,3.72532093
515300,300红利低波ETF,45.3479041
560680,消费ETF龙头,2.69554454
560330,沪深300价值ETF申万菱信,0.3247461
515100,红利低波100ETF,47.13833879
513140,港股金融ETF,1.37138568
515170,食品饮料ETF,50.8360937
159375,创业板50ETF国泰,2.74623191
561060,国企红利ETF,0.52919565
562590,半导体材料ETF,8.08952659
513950,恒生红利ETF,26.02549137
159273,云计算ETF汇添富,17.6819963
159623,成渝经济圈ETF,36.60193824
561980,半导体设备ETF,22.7049669
159691,港股红利ETF,72.46361596
159647,中药ETF,9.45752989
516770,游戏ETF华泰柏瑞,2.54365776
520550,港股红利低波ETF,10.17652008
159869,游戏ETF,105.35491975
159515,国企红利ETF,0.47600187
159814,创业大盘ETF,6.44705174
159350,深证50ETF富国,2.17803685
515710,食品ETF,12.76231681
563700,红利价值ETF,7.911999
520900,红利ETF港股,16.04408408
561680,中证A500红利低波ETF,4.96394445
159220,港股通红利ETF,2.70002477
560780,芯片设备ETF,12.84198128
512530,沪深300红利ETF,1.8924304
512150,A50ETF,0.84512625
159569,港股红利低波ETF,3.31321475
560520,红利低波100ETF基金,0.04122349
159945,能源ETF广发,0.2931933
159697,油气ETF,1.15127238
513690,港股红利ETF博时,52.97465612
515450,红利低波50ETF,127.31044067
561570,油气ETF华泰柏瑞,0.20650675
520890,港股通红利低波ETF,0.86386056
513630,港股红利指数ETF,127.57082358
159663,机床ETF,1.45282247
159709,物联网ETF工银,0.57650869
516010,游戏ETF,29.22906655
159672,主要消费ETF,0.84498152
516980,证券ETF先锋,0.49939968
159545,恒生红利低波ETF,38.80037734
159811,5G50ETF,1.41035446
159525,红利低波ETF,2.67010072
517390,云计算ETF沪港深,5.09319582
512690,酒ETF,201.95670623
159547,红利低波ETF基金,3.75319714
159930,能源ETF,2.49439151
512890,红利低波ETF,202.56102256
560150,红利低波ETF泰康,8.44012722
562320,沪深300价值ETF,1.20792536
520660,港股通央企红利ETF南方,19.50533018
159667,工业母机ETF,11.72771892
159738,云计算ETF华泰柏瑞,5.03486067
515910,质量ETF,2.33155583
563020,红利低波动ETF,28.9109361
159848,证券ETF基金,1.47838918
520990,港股央企红利50ETF,42.95888411
516210,银行ETF指数基金,1.45151444
517900,银行AH优选ETF,10.07990646
515290,银行ETF天弘,58.49186217
159994,5GETF,19.08965918
512730,银行ETF指数,1.31721321
515050,5G通信ETF,96.11791725
512640,金融地产ETF嘉实,0.54290037
515020,银行ETF基金,6.49806429
563010,电信ETF,1.50188736
560890,红利低波ETF新华,0.2600376
516310,银行ETF易方达,20.8764435
159887,银行ETF,17.66090195
560300,电信50ETF,0.63617999
159940,金融地产ETF,7.0132498
512700,银行ETF南方,17.88628426
512570,证券ETF易方达,18.66682905
512820,银行ETF龙头,10.77562597
159931,金融ETF,0.5672134
512800,银行ETF,138.4877344
159246,创业板人工智能ETF富国,12.03099367
562870,证券ETF嘉实,5.04565512
515560,证券ETF建信,2.04477095
159381,创业板人工智能ETF华夏,5.97324556
159279,创业板人工智能ETF华安,3.47426699
560660,云50ETF,1.99724449
159981,能源化工ETF,10.7712592
515010,券商ETF基金,17.68627005
515850,证券ETF富国,4.5538939
159242,创业板人工智能ETF大成,3.17751189
516200,证券ETF指数基金,4.00246028
512000,券商ETF,357.00770138
159692,证券ETF东财,8.36909236
159382,创业板人工智能ETF南方,3.36087575
159388,创业板人工智能ETF国泰,2.70459697
515630,保险证券ETF,5.62710564
512900,证券ETF南方,78.21744954
159841,证券ETF,93.10726115
516730,证券公司ETF,1.19891162
560090,证券ETF龙头,34.02020951
159363,创业板人工智能ETF华宝,42.78898624
560690,电信ETF基金,0.37902227
512880,证券ETF,546.02384271
512070,证券保险ETF,120.02797857
159842,券商ETF,66.19250171
159933,国投金融地产ETF,1.28141398
563830,全指现金流ETF基金,1.56374064
159993,证券ETF龙头,37.5491007
159511,通信ETF南方,1.50886442
159967,创业板成长ETF,34.73898549
159507,通信ETF广发,1.18891894
159695,通信ETF,2.70536386
159583,通信设备ETF,6.84408438
515880,通信ETF,112.77901126
159518,标普油气ETF,7.49342179
513350,标普油气ETF,6.4984981
