date,open,close,high,low,volume,amount,amplitude,pct_change,price_change,turnover,etf_code,etf_name,crawl_time
2025-08-25,1.015,1.033,1.035,1.014,533055800,0.0,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF,2025-08-30 18:26:17
2025-08-26,1.032,1.025,1.036,1.022,119522300,0.0,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF,2025-08-30 18:26:17
2025-08-27,1.029,1.019,1.045,1.018,178880600,0.0,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF,2025-08-30 18:26:17
2025-08-28,1.017,1.019,1.021,1.005,140018200,0.0,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF,2025-08-30 18:26:17
2025-08-29,1.02,1.017,1.025,1.009,98910000,0.0,0.0,0.0,0.0,0.0,520840,港股通恒生科技ETF,2025-08-30 18:26:17
