代码,名称,所属板块,流通市值,总市值,数据状态,动态市盈率,filter,next_crawl_index,质押股数
603307,扬州金泉,沪市主板,733550000.00,2937522550.00,基础数据已获取,0.00,False,0,0.00
603310,巍华新材,沪市主板,3287013600.00,6150505400.00,基础数据已获取,0.00,False,0,0.00
603312,西典新能,沪市主板,2634574930.00,8278374130.00,基础数据已获取,0.00,False,0,0.00
603317,天味食品,沪市主板,14096823873.00,14096823873.00,基础数据已获取,0.00,False,0,0.00
603320,迪贝电气,沪市主板,3434837055.00,3434837055.00,基础数据已获取,0.00,False,0,0.00
603321,梅轮电梯,沪市主板,2586503250.00,2983004960.00,基础数据已获取,0.00,False,0,0.00
603324,盛剑科技,沪市主板,4087770774.00,4087770774.00,基础数据已获取,0.00,False,0,0.00
603325,博隆技术,沪市主板,2922321768.00,6839541960.00,基础数据已获取,0.00,False,0,0.00
603326,我乐家居,沪市主板,3188577531.00,3188577531.00,基础数据已获取,0.00,False,0,0.00
603327,福蓉科技,沪市主板,11225730570.00,11225730570.00,基础数据已获取,0.00,False,0,0.00
603331,百达精工,沪市主板,2885046326.00,2885046326.00,基础数据已获取,0.00,False,0,0.00
603332,苏州龙杰,沪市主板,3087274316.00,3087274316.00,基础数据已获取,0.00,False,0,0.00
603334,丰倍生物,沪市主板,1549265501.00,7159215000.00,基础数据已获取,0.00,False,0,0.00
603335,迪生力,沪市主板,2581711938.00,2581711938.00,基础数据已获取,0.00,False,0,0.00
603337,杰克科技,沪市主板,22212988273.00,22339675675.00,基础数据已获取,0.00,False,0,0.00
603338,浙江鼎力,沪市主板,30441634485.00,30441634485.00,基础数据已获取,0.00,False,0,0.00
603339,四方科技,沪市主板,4452858508.00,4452858508.00,基础数据已获取,0.00,False,0,0.00
603341,龙旗科技,沪市主板,13156238108.00,25826429626.00,基础数据已获取,0.00,False,0,0.00
603344,星德胜,沪市主板,1845698277.00,6645178277.00,基础数据已获取,0.00,False,0,0.00
603345,安井食品,沪市主板,26252766706.00,29832692303.00,基础数据已获取,0.00,False,0,0.00
603348,文灿股份,沪市主板,6754970084.00,6754970084.00,基础数据已获取,0.00,False,0,0.00
603350,安乃达,沪市主板,1773200000.00,4693136500.00,基础数据已获取,0.00,False,0,0.00
603352,至信股份,沪市主板,2074524772.00,10585333349.00,基础数据已获取,0.00,False,0,0.00
603353,和顺石油,沪市主板,5410771500.00,5458015500.00,基础数据已获取,0.00,False,0,0.00
603355,莱克电气,沪市主板,21118179468.00,21118179468.00,基础数据已获取,0.00,False,0,0.00
603357,设计总院,沪市主板,4683732944.00,4725671773.00,基础数据已获取,0.00,False,0,0.00
603359,东珠生态,沪市主板,3202969280.00,3202969280.00,基础数据已获取,0.00,False,0,0.00
603365,水星家纺,沪市主板,5513004806.00,5570171486.00,基础数据已获取,0.00,False,0,0.00
603366,日出东方,沪市主板,7976001871.00,7976001871.00,基础数据已获取,0.00,False,0,0.00
603369,今世缘,沪市主板,42029629247.00,42029629247.00,基础数据已获取,0.00,False,0,0.00
603370,华新精科,沪市主板,1875303019.00,9569765000.00,基础数据已获取,0.00,False,0,0.00
603373,安邦护卫,沪市主板,1851276901.00,4381720442.00,基础数据已获取,0.00,False,0,0.00
603375,盛景微,沪市主板,2544859067.00,4016600013.00,基础数据已获取,0.00,False,0,0.00
603376,大明电子,沪市主板,1242435008.00,16012040030.00,基础数据已获取,0.00,False,0,0.00
603379,三美股份,沪市主板,41512574516.00,41512574516.00,基础数据已获取,0.00,False,0,0.00
603381,永臻股份,沪市主板,3081545032.00,5143717148.00,基础数据已获取,0.00,False,0,0.00
603382,海阳科技,沪市主板,1170160330.00,5850794159.00,基础数据已获取,0.00,False,0,0.00
603383,顶点软件,沪市主板,7935742512.00,7935846840.00,基础数据已获取,0.00,False,0,0.00
603385,惠达卫浴,沪市主板,2698914623.00,2698914623.00,基础数据已获取,0.00,False,0,0.00
603386,骏亚科技,沪市主板,5273372570.00,5273372570.00,基础数据已获取,0.00,False,0,0.00
603387,基蛋生物,沪市主板,4437593274.00,4437593274.00,基础数据已获取,0.00,False,0,0.00
603390,通达电气,沪市主板,4826577133.00,4842247820.00,基础数据已获取,0.00,False,0,0.00
603391,力聚热能,沪市主板,1509462500.00,6037850000.00,基础数据已获取,0.00,False,0,0.00
603392,万泰生物,沪市主板,56012601217.00,56012601217.00,基础数据已获取,0.00,False,0,0.00
603395,红四方,沪市主板,2031250000.00,8125000000.00,基础数据已获取,0.00,False,0,0.00
603400,华之杰,沪市主板,1183000000.00,5915000000.00,基础数据已获取,0.00,False,0,0.00
603402,陕西旅游,沪市主板,3079026773.00,12316106773.00,基础数据已获取,0.00,False,0,0.00
603406,天富龙,沪市主板,1427282304.00,16064401600.00,基础数据已获取,0.00,False,0,0.00
603408,建霖家居,沪市主板,6136225830.00,6136225830.00,基础数据已获取,0.00,False,0,0.00
603409,汇通控股,沪市主板,1190676134.00,4762673700.00,基础数据已获取,0.00,False,0,0.00
603418,友升股份,沪市主板,2423323480.00,11574453218.00,基础数据已获取,0.00,False,0,0.00
603421,鼎信通讯,沪市主板,5119695511.00,5119695511.00,基础数据已获取,0.00,False,0,0.00
603429,集友股份,沪市主板,6131235086.00,6131235086.00,基础数据已获取,0.00,False,0,0.00
603444,吉比特,沪市主板,32844978768.00,32844978768.00,基础数据已获取,0.00,False,0,0.00
603466,风语筑,沪市主板,5763476524.00,5763476524.00,基础数据已获取,0.00,False,0,0.00
603486,科沃斯,沪市主板,47513614441.00,47975208628.00,基础数据已获取,0.00,False,0,0.00
603488,展鹏科技,沪市主板,2922824304.00,2922824304.00,基础数据已获取,0.00,False,0,0.00
603489,八方股份,沪市主板,7629776677.00,7629776677.00,基础数据已获取,0.00,False,0,0.00
603496,恒为科技,沪市主板,10067378600.00,10067378600.00,基础数据已获取,0.00,False,0,0.00
603500,祥和实业,沪市主板,4648986901.00,4662391346.00,基础数据已获取,0.00,False,0,0.00
603511,爱慕股份,沪市主板,6647216140.00,6682997122.00,基础数据已获取,0.00,False,0,0.00
603516,淳中科技,沪市主板,44454772617.00,44454772617.00,基础数据已获取,0.00,False,0,0.00
603527,众源新材,沪市主板,3756108720.00,3756108720.00,基础数据已获取,0.00,False,0,0.00
603528,多伦科技,沪市主板,7518155895.00,7518155895.00,基础数据已获取,0.00,False,0,0.00
603529,爱玛科技,沪市主板,25994678449.00,26656154411.00,基础数据已获取,0.00,False,0,0.00
603533,掌阅科技,沪市主板,11068978179.00,11068978179.00,基础数据已获取,0.00,False,0,0.00
603535,嘉诚国际,沪市主板,5313549644.00,5313549644.00,基础数据已获取,0.00,False,0,0.00
603538,美诺华,沪市主板,4799537414.00,4898002850.00,基础数据已获取,0.00,False,0,0.00
603551,奥普科技,沪市主板,4309852078.00,4368996928.00,基础数据已获取,0.00,False,0,0.00
603556,海兴电力,沪市主板,19718012094.00,19718012094.00,基础数据已获取,0.00,False,0,0.00
603565,中谷物流,沪市主板,21336641126.00,21336641126.00,基础数据已获取,0.00,False,0,0.00
603566,普莱柯,沪市主板,4768738122.00,4768738122.00,基础数据已获取,0.00,False,0,0.00
603568,伟明环保,沪市主板,47780163211.00,47866484371.00,基础数据已获取,0.00,False,0,0.00
603579,荣泰健康,沪市主板,5458063338.00,5458063338.00,基础数据已获取,0.00,False,0,0.00
603583,捷昌驱动,沪市主板,15068174966.00,15207091046.00,基础数据已获取,0.00,False,0,0.00
603585,苏利股份,沪市主板,3881328081.00,3969580281.00,基础数据已获取,0.00,False,0,0.00
603586,金麒麟,沪市主板,3895568739.00,3895568739.00,基础数据已获取,0.00,False,0,0.00
603587,地素时尚,沪市主板,6291211283.00,6291211283.00,基础数据已获取,0.00,False,0,0.00
603590,康辰药业,沪市主板,6792533868.00,6826319778.00,基础数据已获取,0.00,False,0,0.00
603599,广信股份,沪市主板,11970041887.00,11970041887.00,基础数据已获取,0.00,False,0,0.00
603601,再升科技,沪市主板,12223048390.00,12223048390.00,基础数据已获取,0.00,False,0,0.00
603605,珀莱雅,沪市主板,28977523534.00,28977523534.00,基础数据已获取,0.00,False,0,0.00
603606,东方电缆,沪市主板,40960327318.00,40960327318.00,基础数据已获取,0.00,False,0,0.00
603607,京华激光,沪市主板,4536111888.00,4536111888.00,基础数据已获取,0.00,False,0,0.00
603608,天创时尚,沪市主板,5019816157.00,5019816157.00,基础数据已获取,0.00,False,0,0.00
603615,茶花股份,沪市主板,6461430400.00,6461430400.00,基础数据已获取,0.00,False,0,0.00
603617,君禾股份,沪市主板,3065294283.00,3119865983.00,基础数据已获取,0.00,False,0,0.00
603618,杭电股份,沪市主板,6208553032.00,6208553032.00,基础数据已获取,0.00,False,0,0.00
603637,镇海股份,沪市主板,2981186604.00,2981186604.00,基础数据已获取,0.00,False,0,0.00
603648,畅联股份,沪市主板,3968420160.00,3968420160.00,基础数据已获取,0.00,False,0,0.00
603655,朗博科技,沪市主板,4918400000.00,4918400000.00,基础数据已获取,0.00,False,0,0.00
603657,春光科技,沪市主板,4173316844.00,4173316844.00,基础数据已获取,0.00,False,0,0.00
603658,安图生物,沪市主板,21319858094.00,21319858094.00,基础数据已获取,0.00,False,0,0.00
603660,苏州科达,沪市主板,6389288341.00,6437287994.00,基础数据已获取,0.00,False,0,0.00
603662,柯力传感,沪市主板,20219750496.00,20219750496.00,基础数据已获取,0.00,False,0,0.00
603663,三祥新材,沪市主板,16371580720.00,16390166320.00,基础数据已获取,0.00,False,0,0.00
603676,卫信康,沪市主板,4943434640.00,4943434640.00,基础数据已获取,0.00,False,0,0.00
603680,今创集团,沪市主板,12359244956.00,12359244956.00,基础数据已获取,0.00,False,0,0.00
603681,永冠新材,沪市主板,4443802121.00,4443802121.00,基础数据已获取,0.00,False,0,0.00
603682,锦和商管,沪市主板,3472875000.00,3472875000.00,基础数据已获取,0.00,False,0,0.00
603687,大胜达,沪市主板,6110854009.00,6110854009.00,基础数据已获取,0.00,False,0,0.00
603688,石英股份,沪市主板,22793822401.00,22793822401.00,基础数据已获取,0.00,False,0,0.00
603689,皖天然气,沪市主板,4429652303.00,4471242888.00,基础数据已获取,0.00,False,0,0.00
603696,安记食品,沪市主板,5160288000.00,5160288000.00,基础数据已获取,0.00,False,0,0.00
603697,有友食品,沪市主板,5731074113.00,5731074113.00,基础数据已获取,0.00,False,0,0.00
603698,航天工程,沪市主板,20190743300.00,20190743300.00,基础数据已获取,0.00,False,0,0.00
603700,宁水集团,沪市主板,2865454514.00,2865454514.00,基础数据已获取,0.00,False,0,0.00
603701,德宏股份,沪市主板,5854506582.00,5854506582.00,基础数据已获取,0.00,False,0,0.00
603706,东方环宇,沪市主板,3939160451.00,3939160451.00,基础数据已获取,0.00,False,0,0.00
603709,中源家居,沪市主板,2278239807.00,2295865812.00,基础数据已获取,0.00,False,0,0.00
603713,密尔克卫,沪市主板,10175484677.00,10175484677.00,基础数据已获取,0.00,False,0,0.00
603718,海利生物,沪市主板,4250817035.00,4269975785.00,基础数据已获取,0.00,False,0,0.00
603725,天安新材,沪市主板,2952574104.00,3140034104.00,基础数据已获取,0.00,False,0,0.00
603727,博迈科,沪市主板,4634282107.00,4634282107.00,基础数据已获取,0.00,False,0,0.00
603728,鸣志电器,沪市主板,31629817575.00,31629817575.00,基础数据已获取,0.00,False,0,0.00
603767,中马传动,沪市主板,7376292850.00,7376292850.00,基础数据已获取,0.00,False,0,0.00
603778,国晟科技,沪市主板,11957142841.00,12213543432.00,基础数据已获取,0.00,False,0,0.00
603786,科博达,沪市主板,33229329276.00,33229329276.00,基础数据已获取,0.00,False,0,0.00
603788,宁波高发,沪市主板,3818873964.00,3818873964.00,基础数据已获取,0.00,False,0,0.00
603798,康普顿,沪市主板,4746883022.00,4746883022.00,基础数据已获取,0.00,False,0,0.00
603803,瑞斯康达,沪市主板,4406042486.00,4406042486.00,基础数据已获取,0.00,False,0,0.00
603806,福斯特,沪市主板,45157275396.00,45157275396.00,基础数据已获取,0.00,False,0,0.00
603808,歌力思,沪市主板,3683546922.00,3683546922.00,基础数据已获取,0.00,False,0,0.00
603809,豪能股份,沪市主板,13068101059.00,13068101059.00,基础数据已获取,0.00,False,0,0.00
603810,丰山集团,沪市主板,2802470964.00,2802470964.00,基础数据已获取,0.00,False,0,0.00
603817,海峡环保,沪市主板,4064699198.00,4064699198.00,基础数据已获取,0.00,False,0,0.00
603829,洛凯股份,沪市主板,4736748423.00,4736748423.00,基础数据已获取,0.00,False,0,0.00
603833,欧派家居,沪市主板,35306500171.00,35306500171.00,基础数据已获取,0.00,False,0,0.00
603848,好太太,沪市主板,7943504527.00,7943504527.00,基础数据已获取,0.00,False,0,0.00
603856,东宏股份,沪市主板,3844424098.00,3844424098.00,基础数据已获取,0.00,False,0,0.00
603859,能科科技,沪市主板,12499158567.00,12499158567.00,基础数据已获取,0.00,False,0,0.00
603860,中公高科,沪市主板,2175768400.00,2175768400.00,基础数据已获取,0.00,False,0,0.00
603861,白云电器,沪市主板,7907653711.00,8086298207.00,基础数据已获取,0.00,False,0,0.00
603867,新化股份,沪市主板,6200993861.00,6252743861.00,基础数据已获取,0.00,False,0,0.00
603868,飞科电器,沪市主板,16622496000.00,16622496000.00,基础数据已获取,0.00,False,0,0.00
603871,嘉友国际,沪市主板,18933239827.00,18933239827.00,基础数据已获取,0.00,False,0,0.00
603877,太平鸟,沪市主板,7992580227.00,8022419767.00,基础数据已获取,0.00,False,0,0.00
603878,武进不锈,沪市主板,5039014777.00,5039014777.00,基础数据已获取,0.00,False,0,0.00
603881,数据港,沪市主板,25164746275.00,25164746275.00,基础数据已获取,0.00,False,0,0.00
603886,元祖股份,沪市主板,3398400000.00,3398400000.00,基础数据已获取,0.00,False,0,0.00
603887,城地香江,沪市主板,8536306897.00,8633101897.00,基础数据已获取,0.00,False,0,0.00
603889,新澳股份,沪市主板,6681928016.00,6732826104.00,基础数据已获取,0.00,False,0,0.00
603893,瑞芯微,沪市主板,80589136500.00,80611733500.00,基础数据已获取,0.00,False,0,0.00
603895,天永智能,沪市主板,3378580800.00,3378580800.00,基础数据已获取,0.00,False,0,0.00
603897,长城科技,沪市主板,5881352552.00,5881352552.00,基础数据已获取,0.00,False,0,0.00
603898,好莱客,沪市主板,4962840288.00,4962840288.00,基础数据已获取,0.00,False,0,0.00
603899,晨光股份,沪市主板,26238446041.00,26238446041.00,基础数据已获取,0.00,False,0,0.00
603900,莱绅通灵,沪市主板,3260283934.00,3272447434.00,基础数据已获取,0.00,False,0,0.00
603901,永创智能,沪市主板,7645934253.00,7801110589.00,基础数据已获取,0.00,False,0,0.00
603908,牧高笛,沪市主板,2343075018.00,2343075018.00,基础数据已获取,0.00,False,0,0.00
603915,国茂股份,沪市主板,12305292675.00,12305292675.00,基础数据已获取,0.00,False,0,0.00
603916,苏博特,沪市主板,5245660655.00,5320166255.00,基础数据已获取,0.00,False,0,0.00
603918,金桥信息,沪市主板,6517169339.00,6517169339.00,基础数据已获取,0.00,False,0,9.60
603920,世运电路,沪市主板,47350121150.00,47350121150.00,基础数据已获取,0.00,False,0,0.00
603926,铁流股份,沪市主板,5632462108.00,5727085308.00,基础数据已获取,0.00,False,0,0.00
603927,中科软,沪市主板,17144355200.00,17144355200.00,基础数据已获取,0.00,False,0,2.94
603928,兴业股份,沪市主板,4612608000.00,4612608000.00,基础数据已获取,0.00,False,0,0.00
603929,亚翔集成,沪市主板,30096561600.00,30096561600.00,基础数据已获取,0.00,False,0,0.00
603931,格林达,沪市主板,6976560965.00,6976560965.00,基础数据已获取,0.00,False,0,0.00
603933,睿能科技,沪市主板,5062012184.00,5062012184.00,基础数据已获取,0.00,False,0,0.00
603937,丽岛新材,沪市主板,2711378908.00,2711378908.00,基础数据已获取,0.00,False,0,0.00
603938,三孚股份,沪市主板,10790010815.00,10790010815.00,基础数据已获取,0.00,False,0,0.00
603939,益丰药房,沪市主板,30079444503.00,30079444503.00,基础数据已获取,0.00,False,0,0.00
603948,建业股份,沪市主板,4778806401.00,4778806401.00,基础数据已获取,0.00,False,0,0.00
603950,长源东谷,沪市主板,10646663720.00,10663903320.00,基础数据已获取,0.00,False,0,0.00
603955,大千生态,沪市主板,4165246800.00,4165246800.00,基础数据已获取,0.00,False,0,0.00
603958,哈森股份,沪市主板,3014006400.00,3014006400.00,基础数据已获取,0.00,False,0,0.00
603960,克来机电,沪市主板,5545485585.00,5545485585.00,基础数据已获取,0.00,False,0,0.00
603967,中创物流,沪市主板,4524000566.00,4524000566.00,基础数据已获取,0.00,False,0,0.00
603968,醋化股份,沪市主板,2435356800.00,2435356800.00,基础数据已获取,0.00,False,0,0.00
603969,银龙股份,沪市主板,9324082820.00,9473651200.00,基础数据已获取,0.00,False,0,0.00
603970,中农立华,沪市主板,3701377845.00,3701377845.00,基础数据已获取,0.00,False,0,4.06
603976,正川股份,沪市主板,3126893550.00,3126893550.00,基础数据已获取,0.00,False,0,0.00
603980,吉华集团,沪市主板,3851181818.00,3851181818.00,基础数据已获取,0.00,False,0,0.00
603983,丸美生物,沪市主板,13497660000.00,13497660000.00,基础数据已获取,0.00,False,0,0.00
603986,兆易创新,沪市主板,198516862639.00,207113441135.00,基础数据已获取,0.00,False,0,0.00
603989,艾华集团,沪市主板,7465158979.00,7465158979.00,基础数据已获取,0.00,False,0,0.00
603992,松霖科技,沪市主板,18360031839.00,18590340559.00,基础数据已获取,0.00,False,0,43.00
603993,洛阳钼业,沪市主板,397408767926.00,486934499606.00,基础数据已获取,0.00,False,0,0.00
603995,甬金股份,沪市主板,7191703995.00,7191703995.00,基础数据已获取,0.00,False,0,0.00
603999,读者传媒,沪市主板,4348800000.00,4348800000.00,基础数据已获取,0.00,False,0,0.00
605003,众望布艺,沪市主板,3558500000.00,3558500000.00,基础数据已获取,0.00,False,0,0.00
605006,山东玻纤,沪市主板,4758141788.00,4758141788.00,基础数据已获取,0.00,False,0,0.00
605007,五洲特纸,沪市主板,5420966175.00,6422355041.00,基础数据已获取,0.00,False,0,76.00
605008,长鸿高科,沪市主板,9476268613.00,9476268613.00,基础数据已获取,0.00,False,0,0.00
605009,豪悦护理,沪市主板,6965079524.00,6965986444.00,基础数据已获取,0.00,False,0,0.00
605011,杭州热电,沪市主板,8318079000.00,8318079000.00,基础数据已获取,0.00,False,0,0.00
605018,长华集团,沪市主板,5617286226.00,5617286226.00,基础数据已获取,0.00,False,0,0.00
605028,世茂能源,沪市主板,4390400000.00,4390400000.00,基础数据已获取,0.00,False,0,0.00
605033,美邦股份,沪市主板,2858128000.00,2858128000.00,基础数据已获取,0.00,False,0,0.00
605050,福然德,沪市主板,6894680242.00,6894680242.00,基础数据已获取,0.00,False,0,0.00
605056,咸亨国际,沪市主板,7801624488.00,7934858522.00,基础数据已获取,0.00,False,0,0.00
605058,澳弘电子,沪市主板,4586429556.00,4586429556.00,基础数据已获取,0.00,False,0,0.00
605060,联德股份,沪市主板,9519385536.00,9585185280.00,基础数据已获取,0.00,False,0,0.00
605066,天正电气,沪市主板,4210389588.00,4229806048.00,基础数据已获取,0.00,False,0,44.28
605080,浙江自然,沪市主板,3556499408.00,3586644886.00,基础数据已获取,0.00,False,0,0.00
605086,龙高股份,沪市主板,7890176000.00,7890176000.00,基础数据已获取,0.00,False,0,0.00
605088,冠盛股份,沪市主板,7359507073.00,7470455053.00,基础数据已获取,0.00,False,0,0.00
605089,味知香,沪市主板,4347000000.00,4347000000.00,基础数据已获取,0.00,False,0,0.00
605090,九丰能源,沪市主板,36354767343.00,36426649725.00,基础数据已获取,0.00,False,0,0.00
605098,行动教育,沪市主板,5468855446.00,5468855446.00,基础数据已获取,0.00,False,0,0.00
605099,共创草坪,沪市主板,16912892764.00,16958662796.00,基础数据已获取,0.00,False,0,0.00
605100,华丰股份,沪市主板,8093861160.00,8131869900.00,基础数据已获取,0.00,False,0,0.00
605108,同庆楼,沪市主板,5231200000.00,5231200000.00,基础数据已获取,0.00,False,0,0.00
605111,新洁能,沪市主板,17776233868.00,17776233868.00,基础数据已获取,0.00,False,0,51.80
605122,四方新材,沪市主板,2375038120.00,2375038120.00,基础数据已获取,0.00,False,0,0.00
605128,上海沿浦,沪市主板,8850934556.00,8850934556.00,基础数据已获取,0.00,False,0,0.00
605133,嵘泰股份,沪市主板,10215496836.00,10239070994.00,基础数据已获取,0.00,False,0,0.00
605136,丽人丽妆,沪市主板,4893602870.00,4893602870.00,基础数据已获取,0.00,False,0,0.00
605138,盛泰集团,沪市主板,4111228338.00,4111228338.00,基础数据已获取,0.00,False,0,0.00
605151,西上海,沪市主板,2719340827.00,2719340827.00,基础数据已获取,0.00,False,0,0.00
605155,西大门,沪市主板,3822511110.00,3913959126.00,基础数据已获取,0.00,False,0,0.00
605158,华达新材,沪市主板,4347070000.00,4347070000.00,基础数据已获取,0.00,False,0,0.00
605167,利柏特,沪市主板,7836271500.00,7836271500.00,基础数据已获取,0.00,False,0,0.00
605177,东亚药业,沪市主板,2570291967.00,2619196178.00,基础数据已获取,0.00,False,0,0.00
605179,一鸣食品,沪市主板,8408970000.00,8408970000.00,基础数据已获取,0.00,False,0,0.00
605180,华生科技,沪市主板,2629640000.00,2629640000.00,基础数据已获取,0.00,False,0,0.00
605183,确成股份,沪市主板,9023956257.00,9099523213.00,基础数据已获取,0.00,False,0,0.00
605186,健麾信息,沪市主板,3015120000.00,3015120000.00,基础数据已获取,0.00,False,0,0.00
605188,国光连锁,沪市主板,10182806795.00,10182806795.00,基础数据已获取,0.00,False,0,0.00
605198,安德利,沪市主板,11784548160.00,14557229280.00,基础数据已获取,0.00,False,0,0.00
605208,永茂泰,沪市主板,4737938400.00,4737938400.00,基础数据已获取,0.00,False,0,0.00
605218,伟时电子,沪市主板,4231129185.00,4231129185.00,基础数据已获取,0.00,False,0,0.00
605222,起帆电缆,沪市主板,9422409241.00,9422409241.00,基础数据已获取,0.00,False,0,0.00
605255,天普股份,沪市主板,22971926400.00,22971926400.00,基础数据已获取,0.00,False,0,0.00
605258,协和电子,沪市主板,3002560000.00,3002560000.00,基础数据已获取,0.00,False,0,0.00
605259,绿田机械,沪市主板,3992912000.00,3992912000.00,基础数据已获取,0.00,False,0,0.00
605268,王力安防,沪市主板,4932836738.00,5029829175.00,基础数据已获取,0.00,False,0,0.00
605277,新亚电子,沪市主板,8042447314.00,8190412823.00,基础数据已获取,0.00,False,0,0.00
605286,同力天启,沪市主板,6846000000.00,6846000000.00,基础数据已获取,0.00,False,0,0.00
605287,德才股份,沪市主板,6409200000.00,6409200000.00,基础数据已获取,0.00,False,0,0.00
605288,凯迪股份,沪市主板,8550227482.00,8607972862.00,基础数据已获取,0.00,False,0,0.00
605289,罗曼股份,沪市主板,7345282500.00,7390708500.00,基础数据已获取,0.00,False,0,0.00
605296,神农集团,沪市主板,14612340432.00,14803604232.00,基础数据已获取,0.00,False,0,0.00
605298,必得科技,沪市主板,8120543600.00,8190260000.00,基础数据已获取,0.00,False,0,0.00
605299,舒华体育,沪市主板,5258560821.00,5258560821.00,基础数据已获取,0.00,False,0,0.00
605305,中际联合,沪市主板,10564369200.00,10564369200.00,基础数据已获取,0.00,False,0,0.00
605318,法狮龙,沪市主板,8476651068.00,8476651068.00,基础数据已获取,0.00,False,0,0.00
605319,无锡振华,沪市主板,7554606627.00,8783665367.00,基础数据已获取,0.00,False,0,0.00
605333,沪光股份,沪市主板,13575000597.00,14422375818.00,基础数据已获取,0.00,False,0,0.00
605336,帅丰电器,沪市主板,3218888498.00,3218888498.00,基础数据已获取,0.00,False,0,0.00
605337,李子园,沪市主板,4907486594.00,4907486594.00,基础数据已获取,0.00,False,0,0.00
605338,巴比食品,沪市主板,7749981516.00,7749981516.00,基础数据已获取,0.00,False,0,0.00
605339,南侨食品,沪市主板,8036064267.00,8036064267.00,基础数据已获取,0.00,False,0,0.00
605369,拱东医疗,沪市主板,4332686448.00,4332686448.00,基础数据已获取,0.00,False,0,0.00
605377,华旺科技,沪市主板,4865298142.00,4865298142.00,基础数据已获取,0.00,False,0,0.00
605378,野马电池,沪市主板,6144253864.00,6144253864.00,基础数据已获取,0.00,False,0,0.00
605389,长龄液压,沪市主板,11364647784.00,12016861638.00,基础数据已获取,0.00,False,0,0.00
605398,新炬网络,沪市主板,5156482051.00,5156482051.00,基础数据已获取,0.00,False,0,0.00
605488,福莱新材,沪市主板,13091538578.00,13282408898.00,基础数据已获取,0.00,False,0,0.00
605499,东鹏饮料,沪市主板,131750493680.00,131750493680.00,基础数据已获取,0.00,False,0,0.00
605500,森林包装,沪市主板,3783472000.00,3783472000.00,基础数据已获取,0.00,False,0,0.00
605507,国邦医药,沪市主板,8019775704.00,14853528630.00,基础数据已获取,0.00,False,0,0.00
605555,德昌股份,沪市主板,9274762806.00,9274762806.00,基础数据已获取,0.00,False,0,0.00
605566,福莱蒽特,沪市主板,4402886800.00,4402886800.00,基础数据已获取,0.00,False,0,0.00
605577,龙版传媒,沪市主板,6311111119.00,6311111119.00,基础数据已获取,0.00,False,0,0.00
605580,恒盛能源,沪市主板,7459200000.00,7459200000.00,基础数据已获取,0.00,False,0,0.00
605588,冠石科技,沪市主板,4309219121.00,4319589605.00,基础数据已获取,0.00,False,0,0.00
688001,华兴源创,科创板,15022594644.00,15022594644.00,基础数据已获取,0.00,False,0,0.00
688003,天准科技,科创板,14395262640.00,14395262640.00,基础数据已获取,0.00,False,0,0.00
688004,博汇科技,科创板,2115124080.00,2115124080.00,基础数据已获取,0.00,False,0,0.00
688005,容百科技,科创板,25640520822.00,25644349864.00,基础数据已获取,0.00,False,0,0.00
688006,杭可科技,科创板,20627477434.00,20627477434.00,基础数据已获取,0.00,False,0,0.00
688007,光峰科技,科创板,8741889378.00,8741889378.00,基础数据已获取,0.00,False,0,0.00
688008,澜起科技,科创板,183451171890.00,183451171890.00,基础数据已获取,0.00,False,0,0.00
688009,中国通号,科创板,48536331340.00,59620680970.00,基础数据已获取,0.00,False,0,0.00
688010,福光股份,科创板,5186138969.00,5186138969.00,基础数据已获取,0.00,False,0,0.00
688011,新光光电,科创板,7494000000.00,7494000000.00,基础数据已获取,0.00,False,0,0.00
688012,中微公司,科创板,230139707588.00,230139707588.00,基础数据已获取,0.00,False,0,0.00
688013,天臣医疗,科创板,3652002000.00,3652002000.00,基础数据已获取,0.00,False,0,0.00
688015,交控科技,科创板,4660414327.00,4660414327.00,基础数据已获取,0.00,False,0,6.00
688016,心脉医疗,科创板,12092013678.00,12092013678.00,基础数据已获取,0.00,False,0,0.00
688017,绿的谐波,科创板,39637806326.00,39637806326.00,基础数据已获取,0.00,False,0,0.00
688018,乐鑫科技,科创板,28104633191.00,29977098844.00,基础数据已获取,0.00,False,0,0.00
688019,安集科技,科创板,49692210260.00,49692210260.00,基础数据已获取,0.00,False,0,0.00
688020,方邦股份,科创板,7613736390.00,7613736390.00,基础数据已获取,0.00,False,0,0.00
688021,奥福科技,科创板,1712431398.00,1712431398.00,基础数据已获取,0.00,False,0,0.00
688022,瀚川智能,科创板,3021589606.00,3021589606.00,基础数据已获取,0.00,False,0,0.00
688023,安恒信息,科创板,5866727527.00,5866727527.00,基础数据已获取,0.00,False,0,0.00
688025,杰普特,科创板,13735592118.00,13735592118.00,基础数据已获取,0.00,False,0,0.00
688026,洁特生物,科创板,2579072833.00,2579896661.00,基础数据已获取,0.00,False,0,0.00
688028,沃尔德,科创板,13128034530.00,13128034530.00,基础数据已获取,0.00,False,0,0.00
688029,南微医学,科创板,16059076107.00,16059076107.00,基础数据已获取,0.00,False,0,0.00
688030,山石网科,科创板,3557854850.00,3557854850.00,基础数据已获取,0.00,False,0,0.00
688031,星环科技,科创板,21078041619.00,27170785959.00,基础数据已获取,0.00,False,0,0.00
688032,禾迈股份,科创板,14881380987.00,14881380987.00,基础数据已获取,0.00,False,0,0.00
