日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-10-25,920010,6.42,6.36,7.12,6.35,249446,166842858.85,11.76,-2.9,-0.19,15.48
2024-10-28,920010,6.25,6.56,6.6,6.06,138166,89051815.14,8.49,3.14,0.2,8.57
2024-10-29,920010,6.73,6.65,6.73,6.37,154964,103075213.21,5.49,1.37,0.09,9.62
2024-10-30,920010,6.6,6.98,7.07,6.5,160956,110007119.59,8.57,4.96,0.33,9.99
2024-10-31,920010,7.09,6.63,7.1,6.55,130133,88422547.37,7.88,-5.01,-0.35,8.07
2024-11-01,920010,6.55,6.15,6.64,6.06,109460,70431590.25,8.75,-7.24,-0.48,6.79
2024-11-04,920010,6.04,6.53,6.53,6.04,74165,47372360.51,7.97,6.18,0.38,4.6
2024-11-05,920010,6.53,7.12,7.12,6.5,186505,129764851.75,9.49,9.04,0.59,11.57
2024-11-06,920010,7.34,7.24,7.94,7.14,213977,161357998.96,11.24,1.69,0.12,13.28
2024-11-07,920010,7.58,9.38,9.42,7.52,347726,303654817.28,26.24,29.56,2.14,21.58
2024-11-08,920010,8.98,8.27,9.15,8.01,280592,243982350.0,12.15,-11.83,-1.11,17.41
2024-11-11,920010,8.29,10.04,10.47,7.84,302983,275396451.54,31.8,21.4,1.77,18.8
2024-11-12,920010,9.48,9.45,10.83,9.33,287537,285790635.86,14.94,-5.88,-0.59,17.84
2024-11-13,920010,8.95,8.99,9.28,8.65,162632,146516338.1,6.67,-4.87,-0.46,10.09
2024-11-14,920010,9.0,9.25,10.05,8.62,249360,236708339.86,15.91,2.89,0.26,15.47
2024-11-15,920010,8.95,10.55,11.4,8.95,347461,350643395.44,26.49,14.05,1.3,21.56
2024-11-18,920010,10.15,12.45,13.23,10.11,371915,447415740.22,29.57,18.01,1.9,23.08
2024-11-19,920010,11.72,11.34,12.45,10.64,279934,319050416.11,14.54,-8.92,-1.11,17.37
2024-11-20,920010,11.03,11.8,12.45,11.03,262343,310984221.05,12.52,4.06,0.46,16.28
2024-11-21,920010,12.25,11.8,12.75,11.63,248649,301445436.69,9.49,0.0,0.0,15.43
2024-11-22,920010,11.7,11.88,13.29,11.7,287249,359354864.31,13.47,0.68,0.08,17.82
2024-11-25,920010,12.25,13.28,13.91,11.25,346611,438409454.89,22.39,11.78,1.4,21.51
2024-11-26,920010,12.94,11.94,13.03,11.86,261385,327848397.15,8.81,-10.09,-1.34,16.22
2024-11-27,920010,11.15,11.64,12.63,11.15,226195,268347358.45,12.4,-2.51,-0.3,14.03
2024-11-28,920010,11.35,10.98,12.08,10.9,217301,249181143.76,10.14,-5.67,-0.66,13.48
2024-11-29,920010,10.98,10.58,10.98,10.23,184640,195872837.08,6.83,-3.64,-0.4,11.46
2024-12-02,920010,10.8,10.81,10.9,10.52,138133,148522684.16,3.59,2.17,0.23,8.57
2024-12-03,920010,10.7,11.35,11.84,10.67,202785,228453301.0,10.82,5.0,0.54,12.58
2024-12-04,920010,11.07,10.83,11.31,10.8,119764,132207909.58,4.49,-4.58,-0.52,7.43
2024-12-05,920010,10.97,10.5,10.97,10.37,103228,109349248.38,5.54,-3.05,-0.33,6.4
2024-12-06,920010,10.59,10.1,10.7,10.05,108034,112171705.18,6.19,-3.81,-0.4,6.7
2024-12-09,920010,10.17,9.32,10.31,9.27,119741,117544296.84,10.3,-7.72,-0.78,7.43
2024-12-10,920010,9.71,9.37,9.94,9.33,95028,92097880.23,6.55,0.54,0.05,5.9
2024-12-11,920010,9.43,8.89,9.49,8.85,100775,91641119.67,6.83,-5.12,-0.48,6.25
2024-12-12,920010,8.93,9.35,9.6,8.81,128926,120454264.48,8.89,5.17,0.46,8.0
2024-12-13,920010,9.25,9.2,9.6,9.05,85334,79793590.52,5.88,-1.6,-0.15,5.29
2024-12-16,920010,9.14,9.0,9.32,8.89,59252,54031992.9,4.67,-2.17,-0.2,3.68
2024-12-17,920010,8.98,8.23,9.04,8.08,112331,94876274.23,10.67,-8.56,-0.77,6.97
2024-12-18,920010,8.09,7.9,8.3,7.83,89888,72672976.71,5.71,-4.01,-0.33,5.58
2024-12-19,920010,7.83,8.08,8.12,7.18,128956,99568310.79,11.9,2.28,0.18,8.0
2024-12-20,920010,7.96,8.04,8.28,7.93,87617,71541372.37,4.33,-0.5,-0.04,5.05
2024-12-23,920010,8.36,8.55,9.16,8.28,181852,158380749.49,10.95,6.34,0.51,10.47
2024-12-24,920010,8.6,8.33,8.74,7.95,124705,103448309.11,9.24,-2.57,-0.22,7.18
2024-12-25,920010,8.24,7.51,8.25,7.51,89268,70268500.98,8.88,-9.84,-0.82,5.14
2024-12-26,920010,7.45,7.57,7.83,7.43,70216,54193883.0,5.33,0.8,0.06,4.04
2024-12-27,920010,7.48,7.63,7.74,7.47,54516,41844526.62,3.57,0.79,0.06,3.14
2024-12-30,920010,7.82,7.66,8.01,7.5,68965,53369909.54,6.68,0.39,0.03,3.97
2024-12-31,920010,8.05,8.76,9.54,8.05,279922,246115689.98,19.45,14.36,1.1,16.12
2025-01-02,920010,8.65,9.4,9.4,8.33,256264,227496407.57,12.21,7.31,0.64,14.76
2025-01-03,920010,9.06,8.97,9.43,8.83,184462,168828623.31,6.38,-4.57,-0.43,10.62
2025-01-06,920010,8.85,7.97,8.85,7.93,132481,111125707.14,10.26,-11.15,-1.0,7.63
2025-01-07,920010,8.27,8.22,8.41,7.9,113454,93202417.84,6.4,3.14,0.25,6.53
2025-01-08,920010,8.03,8.03,8.18,7.62,127770,101633004.88,6.81,-2.31,-0.19,7.36
2025-01-09,920010,8.01,8.34,8.62,7.87,143683,118518427.92,9.34,3.86,0.31,8.27
2025-01-10,920010,8.25,7.84,8.39,7.84,91582,74916348.6,6.59,-6.0,-0.5,5.27
2025-01-13,920010,7.7,7.89,8.35,7.68,77905,62920795.93,8.55,0.64,0.05,4.49
2025-01-14,920010,7.85,8.42,8.42,7.77,132807,109248169.16,8.24,6.72,0.53,7.65
2025-01-15,920010,8.3,8.23,8.54,8.19,116781,98133450.66,4.16,-2.26,-0.19,6.72
2025-01-16,920010,8.28,8.19,8.45,8.13,86536,72306330.24,3.89,-0.49,-0.04,4.98
