日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,股票名称,前收盘,复权状态,交易状态,动态市盈率,动态市现率,动态市净率
2024-10-30,601390,6.27,6.21,6.35,6.18,860437,552775159.0,2.71,-1.11,-0.07,0.42,,,,,,,
2024-10-31,601390,6.18,6.23,6.28,6.14,946299,605061881.0,2.25,0.32,0.02,0.46,,,,,,,
2024-11-01,601390,6.23,6.36,6.54,6.21,2171491,1428193906.0,5.3,2.09,0.13,1.06,,,,,,,
2024-11-04,601390,6.36,6.42,6.42,6.28,999292,653861199.0,2.2,0.94,0.06,0.49,,,,,,,
2024-11-05,601390,6.39,6.52,6.53,6.38,1393904,926889709.0,2.34,1.56,0.1,0.68,,,,,,,
2024-11-06,601390,6.49,6.55,6.61,6.46,1546486,1037617205.0,2.3,0.46,0.03,0.76,,,,,,,
2024-11-07,601390,6.52,6.76,6.78,6.51,2126699,1458930139.0,4.12,3.21,0.21,1.04,,,,,,,
2024-11-08,601390,6.82,6.62,6.84,6.59,1743157,1193856364.0,3.7,-2.07,-0.14,0.85,,,,,,,
2024-11-11,601390,6.61,6.56,6.66,6.45,1201610,806738826.0,3.17,-0.91,-0.06,0.59,,,,,,,
2024-11-12,601390,6.55,6.46,6.62,6.45,1059648,711911130.0,2.59,-1.52,-0.1,0.52,,,,,,,
2024-11-13,601390,6.44,6.54,6.65,6.43,1124657,757488399.0,3.41,1.24,0.08,0.55,,,,,,,
2024-11-14,601390,6.51,6.45,6.59,6.44,744485,498267207.0,2.29,-1.38,-0.09,0.36,,,,,,,
2024-11-15,601390,6.43,6.39,6.53,6.39,972564,646380093.0,2.17,-0.93,-0.06,0.48,,,,,,,
2024-11-18,601390,6.68,6.82,7.02,6.6,4972543,3493077705.0,6.57,6.73,0.43,2.44,,,,,,,
2024-11-19,601390,6.69,6.57,6.74,6.47,2665416,1804463504.0,3.96,-3.67,-0.25,1.31,,,,,,,
2024-11-20,601390,6.54,6.54,6.61,6.49,1131086,758820660.0,1.83,-0.46,-0.03,0.55,,,,,,,
2024-11-21,601390,6.52,6.49,6.57,6.44,1116327,743700648.0,1.99,-0.76,-0.05,0.55,,,,,,,
2024-11-22,601390,6.5,6.28,6.52,6.28,1249330,822006769.0,3.7,-3.24,-0.21,0.61,,,,,,,
2024-11-25,601390,6.29,6.19,6.32,6.16,937460,602193637.0,2.55,-1.43,-0.09,0.46,,,,,,,
2024-11-26,601390,6.19,6.2,6.22,6.15,656357,418010120.0,1.13,0.16,0.01,0.32,,,,,,,
2024-11-27,601390,6.19,6.23,6.24,6.07,833544,528040338.0,2.74,0.48,0.03,0.41,,,,,,,
