日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-10-10,300782,117.19,107.49,117.93,99.47,304579,3315165100.0,15.75,-8.28,-9.7,6.81
2024-10-11,300782,103.07,98.28,107.36,95.02,255679,2548330920.0,11.48,-8.57,-9.21,5.71
2024-10-14,300782,98.28,101.65,102.4,93.21,253969,2488617678.0,9.35,3.43,3.37,5.67
2024-10-15,300782,100.4,97.7,104.38,97.53,212256,2143193317.0,6.74,-3.89,-3.95,4.74
2024-10-16,300782,93.4,93.95,97.5,92.92,143861,1367511961.0,4.69,-3.84,-3.75,3.21
2024-10-17,300782,95.9,93.14,97.23,93.1,141746,1351013176.0,4.4,-0.86,-0.81,3.17
2024-10-18,300782,93.08,105.48,110.91,92.78,341787,3472024912.0,19.47,13.25,12.34,7.64
2024-10-21,300782,109.55,108.8,117.9,105.9,387042,4311549640.0,11.38,3.15,3.32,8.65
2024-10-22,300782,106.06,106.49,109.9,104.69,221331,2371164969.0,4.79,-2.12,-2.31,4.95
2024-10-23,300782,105.31,104.68,107.19,103.98,150753,1592706303.0,3.01,-1.7,-1.81,3.37
2024-10-24,300782,103.9,102.73,106.06,102.04,129047,1338032521.0,3.84,-1.86,-1.95,2.88
2024-10-25,300782,103.35,104.55,107.78,101.7,160735,1677125199.0,5.92,1.77,1.82,3.59
2024-10-28,300782,103.91,103.8,104.59,102.69,97587,1011023015.0,1.82,-0.72,-0.75,2.18
2024-10-29,300782,104.05,100.58,105.15,100.2,167469,1722527623.0,4.77,-3.1,-3.22,3.74
2024-10-30,300782,96.6,93.92,98.74,92.7,257022,2441358528.0,6.01,-6.62,-6.66,5.74
2024-10-31,300782,93.93,95.58,96.65,92.32,179153,1700888342.0,4.61,1.77,1.66,4.0
2024-11-01,300782,94.5,91.16,95.35,91.02,157102,1455403483.0,4.53,-4.62,-4.42,3.51
2024-11-04,300782,89.95,92.09,92.52,89.95,99199,911944827.0,2.82,1.02,0.93,2.22
2024-11-05,300782,91.93,99.92,100.13,91.41,249047,2425933667.0,9.47,8.5,7.83,5.56
2024-11-06,300782,102.92,101.2,105.56,100.02,235681,2431709103.0,5.54,1.28,1.28,5.27
2024-11-07,300782,101.9,104.58,105.4,100.9,177467,1836066748.0,4.45,3.34,3.38,3.97
2024-11-08,300782,107.4,102.66,108.78,102.6,224683,2379230768.0,5.91,-1.84,-1.92,5.02
2024-11-11,300782,102.45,105.99,107.3,102.06,207230,2186753636.0,5.1,3.24,3.33,4.63
2024-11-12,300782,104.89,104.37,108.37,102.07,220203,2294959559.0,5.94,-1.53,-1.62,4.92
2024-11-13,300782,102.9,103.8,104.03,101.01,135510,1390584504.0,2.89,-0.55,-0.57,3.03
2024-11-14,300782,102.92,98.62,103.7,98.47,121765,1231083527.0,5.04,-4.99,-5.18,2.72
