日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-10-10,2668,10.76,10.99,11.48,10.54,403100,445163416.65,8.83,3.29,0.35,3.72
2024-10-11,2668,11.01,10.68,11.05,10.38,348193,370004495.16,6.1,-2.82,-0.31,3.21
2024-10-14,2668,10.64,11.62,11.65,10.52,492856,552478720.23,10.58,8.8,0.94,4.55
2024-10-15,2668,11.6,11.28,11.85,11.24,366000,424315814.1,5.25,-2.93,-0.34,3.38
2024-10-16,2668,11.08,11.19,11.37,10.97,230620,256670942.73,3.55,-0.8,-0.09,2.13
2024-10-17,2668,11.25,11.49,11.8,11.25,331962,385734756.75,4.92,2.68,0.3,3.06
2024-10-18,2668,11.42,11.65,11.9,11.38,324537,380389796.4,4.53,1.39,0.16,2.99
2024-10-21,2668,11.61,11.37,11.63,10.9,402143,452203329.99,6.27,-2.4,-0.28,3.71
2024-10-22,2668,11.26,12.09,12.41,11.26,421572,499045142.23,10.11,6.33,0.72,3.89
2024-10-23,2668,11.92,11.54,11.95,11.49,361257,423076117.84,3.8,-4.55,-0.55,3.33
2024-10-24,2668,11.46,11.35,11.62,11.28,209542,239286346.6,2.95,-1.65,-0.19,1.93
2024-10-25,2668,11.33,11.37,11.46,11.24,180508,204781774.52,1.94,0.18,0.02,1.67
2024-10-28,2668,11.45,11.57,11.65,11.33,184271,212342487.28,2.81,1.76,0.2,1.7
2024-10-29,2668,11.49,11.68,11.9,11.41,258901,303186273.35,4.24,0.95,0.11,2.39
2024-10-30,2668,11.85,11.83,12.39,11.69,392720,470025849.83,5.99,1.28,0.15,3.62
2024-10-31,2668,11.74,11.71,11.89,11.35,282224,326904310.69,4.56,-1.01,-0.12,2.6
2024-11-01,2668,11.69,11.79,12.17,11.65,318260,378222413.93,4.44,0.68,0.08,2.94
2024-11-04,2668,11.79,11.59,12.09,11.42,327209,382279803.41,5.68,-1.7,-0.2,3.02
2024-11-05,2668,11.6,11.4,11.6,11.07,450796,507504664.54,4.57,-1.64,-0.19,4.16
2024-11-06,2668,11.3,11.12,11.55,11.04,346509,389764350.21,4.47,-2.46,-0.28,3.2
2024-11-07,2668,10.89,11.12,11.15,10.4,278940,304991399.44,6.74,0.0,0.0,2.57
