日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-10-10,600589,3.24,3.18,3.38,3.13,296403,95693048.0,7.72,-1.85,-0.06,2.0
2024-10-11,600589,3.15,3.37,3.5,3.11,451713,150048862.0,12.26,5.97,0.19,3.06
2024-10-14,600589,3.34,3.32,3.34,3.17,293943,95293128.0,5.04,-1.48,-0.05,1.99
2024-10-15,600589,3.3,3.18,3.37,3.18,253722,82377914.0,5.72,-4.22,-0.14,1.72
2024-10-16,600589,3.11,3.14,3.2,3.08,211155,65992133.0,3.77,-1.26,-0.04,1.43
2024-10-17,600589,3.18,3.17,3.35,3.17,290136,94172050.0,5.73,0.96,0.03,1.96
2024-10-18,600589,3.14,3.2,3.27,3.12,218821,69827471.0,4.73,0.95,0.03,1.48
2024-10-21,600589,3.22,3.25,3.35,3.19,260641,85700058.0,5.0,1.56,0.05,1.76
2024-10-22,600589,3.24,3.33,3.45,3.23,306126,101874034.0,6.77,2.46,0.08,2.07
2024-10-23,600589,3.33,3.36,3.52,3.29,283728,96515488.0,6.91,0.9,0.03,1.92
2024-10-24,600589,3.35,3.7,3.7,3.35,324150,117446769.0,10.42,10.12,0.34,2.19
2024-10-25,600589,4.07,3.95,4.07,3.78,970954,379191101.0,7.84,6.76,0.25,6.57
2024-10-28,600589,3.84,4.35,4.35,3.83,392783,163486284.0,13.16,10.13,0.4,2.66
2024-10-29,600589,4.7,4.21,4.7,4.02,980309,437338498.0,15.63,-3.22,-0.14,6.63
2024-10-30,600589,4.13,4.57,4.63,4.13,1042480,472877138.0,11.88,8.55,0.36,7.05
2024-10-31,600589,4.41,4.6,4.97,4.27,906745,406746033.0,15.32,0.66,0.03,6.13
2024-11-01,600589,4.58,4.21,4.79,4.2,587104,263073120.0,12.83,-8.48,-0.39,3.97
2024-11-04,600589,4.21,4.21,4.39,4.17,310699,131196661.0,5.23,0.0,0.0,2.1
2024-11-05,600589,4.24,4.3,4.44,4.2,371214,160333132.0,5.7,2.14,0.09,2.51
2024-11-06,600589,4.27,4.25,4.38,4.2,348260,149155671.0,4.19,-1.16,-0.05,2.36
2024-11-07,600589,4.21,4.39,4.43,4.18,366131,159268278.0,5.88,3.29,0.14,2.48
2024-11-08,600589,4.6,4.55,4.75,4.44,499676,227420772.0,7.06,3.64,0.16,3.38
2024-11-11,600589,4.56,4.67,4.99,4.54,709768,340323307.0,9.89,2.64,0.12,4.8
2024-11-12,600589,4.7,4.5,4.72,4.45,472679,214700730.0,5.78,-3.64,-0.17,3.2
2024-11-13,600589,4.5,4.75,4.8,4.41,482183,221334274.0,8.67,5.56,0.25,3.26
2024-11-14,600589,4.75,4.48,4.77,4.46,395198,181125538.0,6.53,-5.68,-0.27,2.67
2024-11-15,600589,4.42,4.27,4.5,4.25,334987,146900468.0,5.58,-4.69,-0.21,2.27
2024-11-18,600589,4.31,4.2,4.43,4.15,330098,141933917.0,6.56,-1.64,-0.07,2.23
2024-11-19,600589,4.17,4.17,4.21,4.03,348717,143485010.0,4.29,-0.71,-0.03,2.36
2024-11-20,600589,4.17,4.26,4.31,4.13,317579,133734231.0,4.32,2.16,0.09,2.15
2024-11-21,600589,4.2,4.33,4.44,4.13,384658,164847944.0,7.28,1.64,0.07,2.6
