日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-10-10,601108,8.66,8.19,8.75,8.09,1769687,1502936203.0,7.79,-3.31,-0.28,3.81
2024-10-11,601108,8.12,7.97,8.24,7.88,1234820,1015915542.0,4.4,-2.69,-0.22,2.66
2024-10-14,601108,8.14,8.08,8.15,7.76,1163619,943127210.0,4.89,1.38,0.11,2.51
2024-10-15,601108,8.02,7.77,8.06,7.76,887252,718241041.0,3.71,-3.84,-0.31,1.91
2024-10-16,601108,7.68,7.78,7.96,7.65,871981,693614102.0,3.99,0.13,0.01,1.88
2024-10-17,601108,7.84,7.73,7.97,7.73,816177,653647042.0,3.08,-0.64,-0.05,1.76
2024-10-18,601108,7.81,8.09,8.4,7.72,1642448,1344591321.0,8.8,4.66,0.36,3.54
2024-10-21,601108,8.07,8.02,8.13,7.95,1086063,890412598.0,2.22,-0.87,-0.07,2.34
2024-10-22,601108,8.02,8.06,8.12,7.98,693955,568446372.0,1.75,0.5,0.04,1.49
2024-10-23,601108,8.07,8.0,8.17,7.98,862337,709517447.0,2.36,-0.74,-0.06,1.86
2024-10-24,601108,7.95,7.98,8.02,7.9,524148,426116268.0,1.5,-0.25,-0.02,1.13
2024-10-25,601108,8.0,8.08,8.17,7.97,697509,574268340.0,2.51,1.25,0.1,1.5
2024-10-28,601108,8.07,8.09,8.12,8.02,592482,487652948.0,1.24,0.12,0.01,1.28
2024-10-29,601108,8.14,8.02,8.25,8.0,819602,677499301.0,3.09,-0.87,-0.07,1.76
2024-10-30,601108,7.99,7.98,8.09,7.91,751172,612601161.0,2.24,-0.5,-0.04,1.62
2024-10-31,601108,7.97,8.11,8.25,7.93,1232002,1021327103.0,4.01,1.63,0.13,2.65
2024-11-01,601108,8.09,8.04,8.24,8.0,1064343,881412283.0,2.96,-0.86,-0.07,2.29
2024-11-04,601108,8.05,8.24,8.24,8.05,847870,706556155.0,2.36,2.49,0.2,1.83
2024-11-05,601108,8.24,8.63,8.68,8.19,1452130,1258984005.0,5.95,4.73,0.39,3.13
2024-11-06,601108,8.67,8.54,8.83,8.49,1420350,1250123706.0,3.94,-1.04,-0.09,3.06
2024-11-07,601108,8.45,9.04,9.1,8.42,1712480,1535470897.0,7.96,5.85,0.5,3.69
2024-11-08,601108,9.21,8.9,9.4,8.86,1933707,1788552228.0,5.97,-1.55,-0.14,4.16
2024-11-11,601108,8.84,8.92,8.94,8.76,1116544,1006519504.0,2.02,0.22,0.02,2.4
2024-11-12,601108,9.02,8.76,9.14,8.65,1299072,1176775423.0,5.49,-1.79,-0.16,2.8
2024-11-13,601108,8.67,8.78,8.81,8.61,818008,726296519.0,2.28,0.23,0.02,1.76
2024-11-14,601108,8.74,8.59,8.84,8.54,739582,654254126.0,3.42,-2.16,-0.19,1.59
2024-11-15,601108,8.59,8.31,8.65,8.3,913663,787660811.0,4.07,-3.26,-0.28,1.97
2024-11-18,601108,8.33,8.2,8.39,8.11,803285,676026183.0,3.37,-1.32,-0.11,1.73
2024-11-19,601108,8.21,8.28,8.32,8.1,582183,488648253.0,2.68,0.98,0.08,1.25
2024-11-20,601108,8.24,8.29,8.34,8.21,527659,444918097.0,1.57,0.12,0.01,1.14
2024-11-21,601108,8.29,8.32,8.36,8.22,598196,505319886.0,1.69,0.36,0.03,1.29
2024-11-22,601108,8.29,7.88,8.3,7.87,723035,596616773.0,5.17,-5.29,-0.44,1.56
2024-11-25,601108,7.92,7.9,7.96,7.76,508144,407957249.0,2.54,0.25,0.02,1.09
2024-11-26,601108,7.86,7.95,8.04,7.85,410919,333515872.0,2.41,0.63,0.05,0.88
2024-11-27,601108,7.94,8.08,8.09,7.87,495438,403354707.0,2.77,1.64,0.13,1.07
2024-11-28,601108,8.1,8.06,8.15,8.03,426138,351364997.0,1.49,-0.25,-0.02,0.92
2024-11-29,601108,8.06,8.25,8.41,8.02,959117,805737823.0,4.84,2.36,0.19,2.07
2024-12-02,601108,8.24,8.34,8.42,8.21,589262,501142614.0,2.55,1.09,0.09,1.27
2024-12-03,601108,8.31,8.39,8.44,8.27,574445,488111347.0,2.04,0.6,0.05,1.24
2024-12-04,601108,8.37,8.29,8.44,8.22,510926,433898873.0,2.62,-1.19,-0.1,1.1
2024-12-05,601108,8.26,8.35,8.38,8.25,402220,341218379.0,1.57,0.72,0.06,0.87
2024-12-06,601108,8.36,8.43,8.5,8.25,690624,592008875.0,2.99,0.96,0.08,1.49
2024-12-09,601108,8.4,8.33,8.45,8.24,451907,384517273.0,2.49,-1.19,-0.1,0.97
2024-12-10,601108,8.73,8.39,8.75,8.37,942709,820474080.0,4.56,0.72,0.06,2.03
2024-12-11,601108,8.36,8.39,8.45,8.35,399348,341515694.0,1.19,0.0,0.0,0.86
2024-12-12,601108,8.4,8.51,8.6,8.35,622338,537011087.0,2.98,1.43,0.12,1.34
2024-12-13,601108,8.46,8.32,8.46,8.28,594625,505950342.0,2.12,-2.23,-0.19,1.28
2024-12-16,601108,8.32,8.24,8.34,8.21,405501,341318656.0,1.56,-0.96,-0.08,0.87
2024-12-17,601108,8.24,8.2,8.28,8.17,353295,296242400.0,1.33,-0.49,-0.04,0.76
2024-12-18,601108,8.23,8.16,8.26,8.13,313043,261568383.0,1.59,-0.49,-0.04,0.67
2024-12-19,601108,8.1,8.17,8.2,8.03,328366,271876361.0,2.08,0.12,0.01,0.71
2024-12-20,601108,8.17,8.25,8.3,8.16,334485,280710702.0,1.71,0.98,0.08,0.72
2024-12-23,601108,8.23,8.09,8.29,8.08,347780,289592295.0,2.55,-1.94,-0.16,0.75
2024-12-24,601108,8.12,8.29,8.31,8.11,442516,369776436.0,2.47,2.47,0.2,0.95
2024-12-25,601108,8.31,8.38,8.44,8.18,618888,522109250.0,3.14,1.09,0.09,1.33
2024-12-26,601108,8.37,8.39,8.42,8.34,318330,270146570.0,0.95,0.12,0.01,0.69
2024-12-27,601108,8.39,8.39,8.55,8.35,598188,511173536.0,2.38,0.0,0.0,1.29
2024-12-30,601108,8.33,8.48,8.51,8.3,487430,416849105.0,2.5,1.07,0.09,1.05
2024-12-31,601108,8.49,8.06,8.51,8.04,662825,553437760.0,5.54,-4.95,-0.42,1.43
2025-01-02,601108,8.06,7.66,8.07,7.58,697073,553354946.0,6.08,-4.96,-0.4,1.5
2025-01-03,601108,7.67,7.52,7.69,7.49,530589,407929808.0,2.61,-1.83,-0.14,1.14
2025-01-06,601108,7.5,7.5,7.54,7.44,382562,290611939.0,1.33,-0.27,-0.02,0.82
2025-01-07,601108,7.5,7.52,7.55,7.44,370490,281699183.0,1.47,0.27,0.02,0.8
2025-01-08,601108,7.5,7.46,7.52,7.28,525286,394244187.0,3.19,-0.8,-0.06,1.13
2025-01-09,601108,7.41,7.37,7.47,7.36,320987,241362410.0,1.47,-1.21,-0.09,0.69
2025-01-10,601108,7.41,7.24,7.44,7.23,380869,283552689.0,2.85,-1.76,-0.13,0.82
2025-01-13,601108,7.18,7.32,7.33,7.16,305333,225347387.0,2.35,1.1,0.08,0.66
2025-01-14,601108,7.34,7.55,7.58,7.3,504871,383494461.0,3.83,3.14,0.23,1.09
2025-01-15,601108,7.53,7.52,7.56,7.47,266972,203472407.0,1.19,-0.4,-0.03,0.57
2025-01-16,601108,7.54,7.52,7.66,7.44,355059,271952541.0,2.93,0.0,0.0,0.76
2025-01-17,601108,7.51,7.55,7.59,7.47,240112,183803021.0,1.6,0.4,0.03,0.52
2025-01-20,601108,7.6,7.6,7.71,7.57,308739,239197748.0,1.85,0.66,0.05,0.66
2025-01-21,601108,7.67,7.58,7.67,7.53,224561,172755597.0,1.84,-0.26,-0.02,0.48
2025-01-22,601108,7.54,7.55,7.59,7.48,248350,189686940.0,1.45,-0.4,-0.03,0.53
2025-01-23,601108,7.68,7.61,7.84,7.6,518783,406095537.0,3.18,0.79,0.06,1.12
2025-01-24,601108,7.61,7.66,7.74,7.59,337628,263046042.0,1.97,0.66,0.05,0.73
2025-01-27,601108,7.71,7.51,7.72,7.5,325806,251180576.0,2.87,-1.96,-0.15,0.7
2025-02-05,601108,7.58,7.54,7.63,7.52,323590,248823391.0,1.46,0.4,0.03,0.7
2025-02-06,601108,7.53,7.63,7.67,7.48,359127,276532121.0,2.52,1.19,0.09,0.77
2025-02-07,601108,7.65,7.82,7.93,7.62,620322,489751731.0,4.06,2.49,0.19,1.34
2025-02-10,601108,7.81,7.82,7.88,7.76,353533,280214579.0,1.53,0.0,0.0,0.76
2025-02-11,601108,7.83,7.78,7.83,7.69,375650,294981551.0,1.79,-0.51,-0.04,0.81
2025-02-12,601108,7.78,7.92,7.96,7.75,453513,360343106.0,2.7,1.8,0.14,0.98
2025-02-13,601108,7.89,7.85,7.96,7.84,483519,386603182.0,1.52,-0.88,-0.07,1.04
2025-02-14,601108,7.85,8.19,8.49,7.84,2012334,1671911247.0,8.28,4.33,0.34,4.33
2025-02-17,601108,8.42,8.32,8.67,8.23,2316848,1976615913.0,5.37,1.59,0.13,4.99
2025-02-18,601108,8.25,8.02,8.31,8.0,1144090,944962138.0,3.73,-3.61,-0.3,2.46
2025-02-19,601108,8.01,8.23,8.44,7.98,1240498,1032351050.0,5.74,2.62,0.21,2.67
2025-02-20,601108,8.16,8.12,8.21,8.07,690948,568945981.0,1.7,-1.34,-0.11,1.49
2025-02-21,601108,8.18,8.26,8.29,8.04,1161654,964996863.0,3.08,1.72,0.14,2.5
2025-02-24,601108,8.15,8.1,8.21,8.04,848985,699452849.0,2.06,-1.94,-0.16,1.83
2025-02-25,601108,8.0,7.94,8.02,7.91,604180,488342718.0,1.36,-1.98,-0.16,1.3
2025-02-26,601108,7.96,8.11,8.13,7.9,828532,671597758.0,2.9,2.14,0.17,1.78
2025-02-27,601108,8.03,8.03,8.11,7.9,837872,679355869.0,2.59,-0.99,-0.08,1.8
2025-02-28,601108,7.97,7.81,8.14,7.8,795525,641325857.0,4.23,-2.74,-0.22,1.71
2025-03-03,601108,7.83,7.8,7.89,7.73,494058,392060858.0,2.05,-0.13,-0.01,1.06
2025-03-04,601108,7.75,7.83,7.85,7.74,369617,292805640.0,1.41,0.38,0.03,0.8
2025-03-05,601108,7.83,7.84,7.88,7.76,400115,317407318.0,1.53,0.13,0.01,0.86
2025-03-06,601108,7.9,8.04,8.11,7.88,831578,674268677.0,2.93,2.55,0.2,1.79
2025-03-07,601108,7.99,7.93,8.01,7.89,497550,400612124.0,1.49,-1.37,-0.11,1.07
2025-03-10,601108,7.9,7.85,7.93,7.8,394217,313828971.0,1.64,-1.01,-0.08,0.85
2025-03-11,601108,7.77,7.84,7.86,7.73,358400,283431978.0,1.66,-0.13,-0.01,0.77
2025-03-12,601108,7.84,7.87,7.96,7.83,462362,369638676.0,1.66,0.38,0.03,1.0
