日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-10-09,600671,7.51,7.57,7.84,7.5,30726,23565585.0,4.49,-0.13,-0.01,2.52
2024-10-10,600671,7.59,7.46,7.6,7.26,17369,12929746.0,4.49,-1.45,-0.11,1.43
2024-10-11,600671,7.36,7.62,7.78,7.36,16785,12783179.0,5.63,2.14,0.16,1.38
2024-10-14,600671,7.62,7.94,8.0,7.59,19704,15295840.0,5.38,4.2,0.32,1.62
2024-10-15,600671,8.02,7.86,8.05,7.81,9740,7717833.0,3.02,-1.01,-0.08,0.8
2024-10-16,600671,7.86,7.81,7.92,7.71,9765,7634329.0,2.67,-0.64,-0.05,0.8
2024-10-17,600671,7.87,7.75,7.88,7.72,6260,4877396.0,2.05,-0.77,-0.06,0.51
2024-10-18,600671,7.78,7.71,7.79,7.54,11515,8826698.0,3.23,-0.52,-0.04,0.95
2024-10-21,600671,7.62,8.1,8.1,7.62,20786,16462190.0,6.23,5.06,0.39,1.71
2024-10-22,600671,8.23,8.45,8.51,8.03,19050,16052444.0,5.93,4.32,0.35,1.57
2024-10-23,600671,8.38,8.41,8.68,8.21,12685,10789495.0,5.56,-0.47,-0.04,1.04
2024-10-24,600671,8.38,8.5,8.55,8.32,6011,5084289.0,2.73,1.07,0.09,0.49
2024-10-25,600671,8.48,8.5,8.59,8.42,8589,7280227.0,2.0,0.0,0.0,0.71
2024-10-28,600671,8.55,8.92,8.93,8.51,15981,14177322.0,4.94,4.94,0.42,1.31
2024-10-29,600671,8.95,9.32,9.37,8.66,26481,23979211.0,7.96,4.48,0.4,2.18
2024-10-30,600671,9.79,9.79,9.79,9.4,22675,22142033.0,4.18,5.04,0.47,1.86
2024-10-31,600671,9.88,10.15,10.28,9.7,33070,33391542.0,5.92,3.68,0.36,2.72
2024-11-01,600671,9.99,9.8,10.15,9.64,20397,19984829.0,5.02,-3.45,-0.35,1.68
2024-11-04,600671,9.74,9.78,9.97,9.51,11392,11066241.0,4.69,-0.2,-0.02,0.94
2024-11-05,600671,9.76,9.9,10.13,9.53,18806,18522861.0,6.13,1.23,0.12,1.55
2024-11-06,600671,10.0,9.68,10.0,9.62,9770,9496231.0,3.84,-2.22,-0.22,0.8
2024-11-07,600671,9.69,9.82,9.87,9.58,7879,7678017.0,3.0,1.45,0.14,0.65
2024-11-08,600671,9.85,9.58,9.9,9.56,12108,11761247.0,3.46,-2.44,-0.24,0.99
2024-11-11,600671,9.51,9.68,9.79,9.21,19059,18061204.0,6.05,1.04,0.1,1.57
2024-11-12,600671,9.62,9.98,10.04,9.59,15001,14827604.0,4.65,3.1,0.3,1.23
2024-11-13,600671,9.78,9.59,10.14,9.5,14185,13756858.0,6.41,-3.91,-0.39,1.17
2024-11-14,600671,9.51,9.4,9.64,9.31,10027,9483395.0,3.44,-1.98,-0.19,0.82
2024-11-15,600671,9.36,9.21,9.47,9.02,15081,13970233.0,4.79,-2.02,-0.19,1.24
2024-11-18,600671,9.28,8.92,9.29,8.75,12885,11429557.0,5.86,-3.15,-0.29,1.06
2024-11-19,600671,8.85,8.98,9.09,8.77,7290,6495859.0,3.59,0.67,0.06,0.6
2024-11-20,600671,8.98,9.11,9.17,8.9,6729,6084887.0,3.01,1.45,0.13,0.55
2024-11-21,600671,9.0,9.07,9.24,9.0,3804,3461545.0,2.63,-0.44,-0.04,0.31
2024-11-22,600671,9.11,8.91,9.2,8.86,5793,5255916.0,3.75,-1.76,-0.16,0.48
2024-11-25,600671,8.74,8.99,9.0,8.74,3646,3257895.0,2.92,0.9,0.08,0.3
2024-11-26,600671,9.09,9.04,9.25,8.91,3759,3407361.0,3.78,0.56,0.05,0.31
2024-11-27,600671,8.79,9.05,9.06,8.69,5548,4887527.0,4.09,0.11,0.01,0.46
2024-11-28,600671,8.83,9.05,9.22,8.83,3228,2934717.0,4.31,0.0,0.0,0.27
2024-11-29,600671,8.97,9.32,9.37,8.97,5866,5370809.0,4.42,2.98,0.27,0.48
2024-12-02,600671,9.31,9.33,9.4,9.16,8876,8251698.0,2.58,0.11,0.01,0.73
2024-12-03,600671,9.37,9.23,9.37,9.22,3975,3680622.0,1.61,-1.07,-0.1,0.33
2024-12-04,600671,9.2,9.18,9.34,9.16,3740,3448286.0,1.95,-0.54,-0.05,0.31
2024-12-05,600671,9.22,9.2,9.31,9.15,3277,3016636.0,1.74,0.22,0.02,0.27
2024-12-06,600671,9.2,9.3,9.3,9.15,6168,5692644.0,1.63,1.09,0.1,0.51
2024-12-09,600671,9.3,9.29,9.51,9.19,8062,7549311.0,3.44,-0.11,-0.01,0.66
2024-12-10,600671,9.41,9.3,9.51,9.25,9587,8961568.0,2.8,0.11,0.01,0.79
2024-12-11,600671,9.22,9.43,9.46,9.21,9045,8461562.0,2.69,1.4,0.13,0.74
2024-12-12,600671,9.4,9.74,9.85,9.33,10687,10298405.0,5.51,3.29,0.31,0.88
2024-12-13,600671,9.74,9.36,9.78,9.26,10079,9602647.0,5.34,-3.9,-0.38,0.83
2024-12-16,600671,9.4,9.72,9.83,9.27,24707,24047878.0,5.98,3.85,0.36,2.03
2024-12-17,600671,9.63,9.3,9.77,9.23,20453,19285512.0,5.56,-4.32,-0.42,1.68
2024-12-18,600671,9.3,9.33,9.46,9.15,5305,4956207.0,3.33,0.32,0.03,0.44
2024-12-19,600671,9.3,9.32,9.42,9.23,4345,4042465.0,2.04,-0.11,-0.01,0.36
2024-12-20,600671,9.32,9.46,9.49,9.23,5214,4891872.0,2.79,1.5,0.14,0.43
2024-12-23,600671,9.4,9.0,9.4,9.0,9198,8435601.0,4.23,-4.86,-0.46,0.76
2024-12-24,600671,8.97,8.9,9.16,8.7,5102,4552581.0,5.11,-1.11,-0.1,0.42
2024-12-25,600671,8.95,8.66,9.1,8.5,10414,9011908.0,6.74,-2.7,-0.24,0.86
2024-12-26,600671,8.63,8.8,8.87,8.54,6653,5814965.0,3.81,1.62,0.14,0.55
2024-12-27,600671,8.8,8.86,9.0,8.7,4007,3567963.0,3.41,0.68,0.06,0.33
2024-12-30,600671,8.82,8.75,8.95,8.68,4687,4103497.0,3.05,-1.24,-0.11,0.39
2024-12-31,600671,8.79,8.78,8.87,8.66,5624,4934314.0,2.4,0.34,0.03,0.46
2025-01-02,600671,8.82,8.73,8.98,8.67,5523,4860459.0,3.53,-0.57,-0.05,0.45
2025-01-03,600671,8.72,8.45,8.8,8.36,9040,7709252.0,5.04,-3.21,-0.28,0.74
2025-01-06,600671,8.42,8.31,8.54,8.23,5468,4550131.0,3.67,-1.66,-0.14,0.45
2025-01-07,600671,8.31,8.48,8.49,8.23,4517,3777002.0,3.13,2.05,0.17,0.37
2025-01-08,600671,8.42,8.52,8.66,8.38,3970,3376440.0,3.3,0.47,0.04,0.33
2025-01-09,600671,8.42,8.48,8.6,8.35,5342,4568257.0,2.93,-0.47,-0.04,0.44
2025-01-10,600671,8.43,8.22,8.67,8.21,4190,3509270.0,5.42,-3.07,-0.26,0.34
2025-01-13,600671,8.22,8.27,8.4,8.2,2436,2016644.0,2.43,0.61,0.05,0.2
2025-01-14,600671,8.26,8.52,8.62,8.26,3786,3205200.0,4.35,3.02,0.25,0.31
2025-01-15,600671,8.52,8.56,8.59,8.45,4099,3485606.0,1.64,0.47,0.04,0.34
2025-01-16,600671,8.53,8.66,8.73,8.53,4246,3661508.0,2.34,1.17,0.1,0.35
2025-01-17,600671,8.67,8.67,8.77,8.55,2262,1958603.0,2.54,0.12,0.01,0.19
2025-01-20,600671,8.67,8.77,8.79,8.63,2796,2441340.0,1.85,1.15,0.1,0.23
2025-01-21,600671,8.77,8.86,9.06,8.75,5614,4985764.0,3.53,1.03,0.09,0.46
2025-01-22,600671,8.88,8.74,8.89,8.67,2794,2439555.0,2.48,-1.35,-0.12,0.23
2025-01-23,600671,8.78,8.87,8.88,8.69,5280,4648076.0,2.17,1.49,0.13,0.43
2025-01-24,600671,8.8,9.07,9.18,8.8,7657,6929344.0,4.28,2.25,0.2,0.63
2025-01-27,600671,9.52,9.52,9.52,9.52,4611,4389672.0,0.0,4.96,0.45,0.38
2025-02-05,600671,10.0,9.65,10.0,9.52,31888,31342244.0,5.04,1.37,0.13,2.62
2025-02-06,600671,9.63,9.74,9.8,9.63,16204,15721757.0,1.76,0.93,0.09,1.33
2025-02-07,600671,9.68,9.81,10.0,9.68,16395,16033129.0,3.29,0.72,0.07,1.35
2025-02-10,600671,9.83,10.0,10.0,9.72,15547,15337677.0,2.85,1.94,0.19,1.28
2025-02-11,600671,9.89,9.86,10.1,9.78,11891,11784655.0,3.2,-1.4,-0.14,0.98
2025-02-12,600671,9.85,9.79,9.91,9.73,6299,6166099.0,1.83,-0.71,-0.07,0.52
2025-02-13,600671,9.8,9.73,9.91,9.73,7016,6891035.0,1.84,-0.61,-0.06,0.58
2025-02-14,600671,9.71,9.79,9.81,9.65,11625,11298339.0,1.64,0.62,0.06,0.96
2025-02-17,600671,9.7,9.91,9.94,9.7,5786,5686259.0,2.45,1.23,0.12,0.48
2025-02-18,600671,9.93,9.86,10.22,9.83,14347,14400264.0,3.94,-0.5,-0.05,1.18
2025-02-19,600671,9.85,9.92,10.25,9.77,18888,18898388.0,4.87,0.61,0.06,1.55
2025-02-20,600671,9.88,9.98,10.07,9.81,6942,6914494.0,2.62,0.6,0.06,0.57
2025-02-21,600671,10.02,9.87,10.02,9.81,7626,7543160.0,2.1,-1.1,-0.11,0.63
2025-02-24,600671,9.82,9.88,9.92,9.8,11089,10909371.0,1.22,0.1,0.01,0.91
2025-02-25,600671,9.81,9.84,9.93,9.78,4564,4498637.0,1.52,-0.4,-0.04,0.37
2025-02-26,600671,9.86,9.74,9.88,9.71,7767,7598516.0,1.73,-1.02,-0.1,0.64
2025-02-27,600671,9.78,10.02,10.1,9.6,12492,12233792.0,5.13,2.87,0.28,1.03
2025-02-28,600671,10.0,9.96,10.14,9.9,10701,10713597.0,2.4,-0.6,-0.06,0.88
2025-03-03,600671,9.96,10.41,10.46,9.85,24289,24801930.0,6.12,4.52,0.45,2.0
2025-03-04,600671,10.39,10.3,10.43,10.11,20050,20598179.0,3.07,-1.06,-0.11,1.65
2025-03-05,600671,10.17,10.11,10.38,9.96,12546,12705855.0,4.08,-1.84,-0.19,1.03
2025-03-06,600671,10.02,10.0,10.16,10.0,9671,9728537.0,1.58,-1.09,-0.11,0.79
2025-03-07,600671,9.97,9.82,10.02,9.81,10904,10797603.0,2.1,-1.8,-0.18,0.9
2025-03-10,600671,9.8,9.85,9.87,9.76,6295,6179062.0,1.12,0.31,0.03,0.52
2025-03-11,600671,9.84,10.01,10.15,9.82,9383,9378241.0,3.35,1.62,0.16,0.77
2025-03-12,600671,10.01,9.99,10.06,9.96,4091,4095890.0,1.0,-0.2,-0.02,0.34
2025-03-13,600671,10.04,10.06,10.15,9.93,10137,10157334.0,2.2,0.7,0.07,0.83
2025-03-14,600671,10.09,10.24,10.36,10.03,13169,13442475.0,3.28,1.79,0.18,1.08
2025-03-17,600671,10.24,10.43,10.48,10.13,14692,15145957.0,3.42,1.86,0.19,1.21
2025-03-18,600671,10.46,10.95,10.95,10.43,25033,27205061.0,4.99,4.99,0.52,2.06
2025-03-19,600671,10.95,10.85,11.35,10.78,33798,37367576.0,5.21,-0.91,-0.1,2.78
2025-03-20,600671,10.91,10.78,11.0,10.75,17861,19406078.0,2.3,-0.65,-0.07,1.47
2025-03-21,600671,11.02,10.8,11.02,10.6,11945,12944289.0,3.9,0.19,0.02,0.98
2025-03-24,600671,10.89,11.19,11.34,10.8,35420,39733507.0,5.0,3.61,0.39,2.91
2025-03-25,600671,11.13,11.07,11.65,10.9,26361,29229657.0,6.7,-1.07,-0.12,2.17
2025-03-26,600671,11.01,11.29,11.49,10.98,26173,29399999.0,4.61,1.99,0.22,2.15
2025-03-27,600671,11.16,11.61,11.73,11.16,22075,25474680.0,5.05,2.83,0.32,1.81
2025-03-28,600671,11.54,11.33,11.65,11.26,24604,27986332.0,3.36,-2.41,-0.28,2.02
2025-03-31,600671,11.2,11.51,11.69,11.17,16864,19349138.0,4.59,1.59,0.18,1.39
2025-04-01,600671,11.62,11.3,11.8,10.94,30906,35121013.0,7.47,-1.82,-0.21,2.54
2025-04-02,600671,11.3,11.21,11.37,11.11,18345,20576344.0,2.3,-0.8,-0.09,1.51
2025-04-03,600671,11.11,11.77,11.77,11.11,43604,50640782.0,5.89,5.0,0.56,3.58
2025-04-07,600671,11.22,11.18,11.58,11.18,31487,35551291.0,3.4,-5.01,-0.59,2.59
2025-04-08,600671,10.66,10.63,10.98,10.62,26201,27962959.0,3.22,-4.92,-0.55,2.15
2025-04-09,600671,10.4,10.47,10.55,10.1,27751,28386000.0,4.23,-1.51,-0.16,2.28
2025-04-10,600671,10.57,10.99,10.99,10.57,22131,24071459.0,4.01,4.97,0.52,1.82
2025-04-11,600671,10.88,11.4,11.53,10.88,32066,36422649.0,5.91,3.73,0.41,2.63
2025-04-14,600671,11.42,11.4,11.55,11.32,18697,21305321.0,2.02,0.0,0.0,1.54
2025-04-15,600671,11.46,11.93,11.97,11.38,28088,33169640.0,5.18,4.65,0.53,2.31
2025-04-16,600671,11.96,12.05,12.09,11.73,31147,37121361.0,3.02,1.01,0.12,2.56
2025-04-17,600671,12.09,12.65,12.65,12.03,42551,53233715.0,5.15,4.98,0.6,3.5
2025-04-18,600671,12.64,12.9,13.06,12.28,37946,47877679.0,6.17,1.98,0.25,3.12
2025-04-21,600671,12.8,13.32,13.34,12.65,26933,35181158.0,5.35,3.26,0.42,2.21
2025-04-22,600671,13.32,13.27,13.99,13.13,46783,63842306.0,6.46,-0.38,-0.05,3.84
2025-04-23,600671,12.83,13.92,13.92,12.8,45046,60808347.0,8.44,4.9,0.65,3.7
2025-04-24,600671,13.7,14.62,14.62,13.7,47904,69216930.0,6.61,5.03,0.7,3.94
2025-04-25,600671,14.79,14.55,14.99,14.11,49322,71616821.0,6.02,-0.48,-0.07,4.05
2025-04-28,600671,14.35,13.82,14.4,13.82,16599,23182844.0,3.99,-5.02,-0.73,1.36
2025-04-29,600671,13.13,13.13,13.13,13.13,4573,6004349.0,0.0,-4.99,-0.69,0.38
2025-04-30,600671,13.13,13.41,13.79,13.13,57176,77022675.0,5.03,2.13,0.28,4.7
2025-05-06,600671,12.94,13.97,14.07,12.94,34773,47320815.0,8.43,4.18,0.56,2.86
2025-05-07,600671,14.09,13.52,14.2,13.27,34093,46222420.0,6.66,-3.22,-0.45,2.8
2025-05-08,600671,13.51,13.59,13.68,13.24,16655,22500363.0,3.25,0.52,0.07,1.37
2025-05-09,600671,13.43,13.47,13.73,13.43,12094,16425632.0,2.21,-0.88,-0.12,0.99
