日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-10-10,2909,4.71,4.71,4.82,4.61,99496,47937380.79,4.56,2.17,0.1,2.56
2024-10-11,2909,4.68,4.53,4.72,4.45,85897,40290021.43,5.73,-3.82,-0.18,2.21
2024-10-14,2909,4.52,4.59,4.64,4.5,68217,31910763.33,3.09,1.32,0.06,1.75
2024-10-15,2909,4.6,4.51,4.64,4.48,63536,29688269.68,3.49,-1.74,-0.08,1.63
2024-10-16,2909,4.49,4.51,4.58,4.47,54982,25437132.04,2.44,0.0,0.0,1.41
2024-10-17,2909,4.54,4.47,4.61,4.46,55192,25600504.64,3.33,-0.89,-0.04,1.42
2024-10-18,2909,4.49,4.53,4.61,4.45,75738,35009987.28,3.58,1.34,0.06,1.95
2024-10-21,2909,4.53,4.5,4.61,4.48,79183,36710735.52,2.87,-0.66,-0.03,2.09
2024-10-22,2909,4.5,4.6,4.63,4.47,82865,38775407.86,3.56,2.22,0.1,2.19
2024-10-23,2909,4.63,4.67,4.7,4.57,70726,33594972.97,2.83,1.52,0.07,1.87
2024-10-24,2909,4.63,4.69,4.79,4.58,80724,38510348.32,4.5,0.43,0.02,2.13
2024-10-25,2909,4.72,4.86,4.86,4.7,91673,45003961.24,3.41,3.62,0.17,2.42
2024-10-28,2909,4.88,5.01,5.02,4.86,104531,52978950.98,3.29,3.09,0.15,2.76
2024-10-29,2909,5.09,4.93,5.15,4.91,117855,60019731.0,4.79,-1.6,-0.08,3.11
2024-10-30,2909,4.93,4.92,5.0,4.85,78112,39198681.25,3.04,-0.2,-0.01,2.06
2024-10-31,2909,4.88,4.94,4.97,4.88,77474,39000076.0,1.83,0.41,0.02,2.04
2024-11-01,2909,4.92,4.73,5.0,4.71,112049,55058385.91,5.87,-4.25,-0.21,2.95
2024-11-04,2909,4.75,4.86,4.86,4.7,95545,46622326.46,3.38,2.75,0.13,2.52
2024-11-05,2909,4.86,4.91,4.94,4.86,77656,38767485.38,1.65,1.03,0.05,2.05
2024-11-06,2909,4.94,5.0,5.04,4.87,100404,50897479.8,3.46,1.83,0.09,2.65
2024-11-07,2909,5.0,5.12,5.19,4.96,112058,58422621.16,4.6,2.4,0.12,2.96
2024-11-08,2909,5.18,5.13,5.24,5.09,86502,45251343.6,2.93,0.2,0.01,2.28
2024-11-11,2909,5.12,5.2,5.2,5.09,88337,46427698.6,2.14,1.36,0.07,2.33
2024-11-12,2909,5.23,5.73,5.73,5.2,306548,169460701.59,10.19,10.19,0.53,8.08
2024-11-13,2909,5.8,5.54,5.9,5.42,404467,228674292.18,8.38,-3.32,-0.19,10.67
2024-11-14,2909,5.55,5.38,5.75,5.36,298519,168804189.13,7.04,-2.89,-0.16,7.87
2024-11-15,2909,5.45,5.38,5.62,5.35,192460,107184925.13,5.02,0.0,0.0,5.08
2024-11-18,2909,5.38,5.19,5.62,5.13,200692,109668304.76,9.11,-3.53,-0.19,5.29
2024-11-19,2909,5.18,5.27,5.29,5.11,115910,61428672.77,3.47,1.54,0.08,3.06
2024-11-20,2909,5.27,5.46,5.48,5.22,124048,68341764.8,4.93,3.61,0.19,3.27
2024-11-21,2909,5.46,5.46,5.48,5.36,101907,56366040.61,2.2,0.0,0.0,2.69
2024-11-22,2909,5.43,5.4,5.65,5.39,182557,102813507.92,4.76,-1.1,-0.06,4.81
2024-11-25,2909,5.39,5.58,5.59,5.39,146499,82144451.51,3.7,3.33,0.18,3.86
2024-11-26,2909,5.56,5.42,5.62,5.39,112252,62623323.0,4.12,-2.87,-0.16,2.96
2024-11-27,2909,5.42,5.38,5.45,5.2,101210,54673665.57,4.61,-0.74,-0.04,2.67
2024-11-28,2909,5.4,5.37,5.45,5.35,82302,45270892.68,1.86,-0.19,-0.01,2.17
2024-11-29,2909,5.36,5.39,5.45,5.31,84202,46198634.0,2.61,0.37,0.02,2.22
2024-12-02,2909,5.48,5.52,5.53,5.42,93924,52415822.76,2.04,2.41,0.13,2.48
2024-12-03,2909,5.56,5.49,5.58,5.44,83926,47014695.4,2.54,-0.54,-0.03,2.21
2024-12-04,2909,5.5,5.45,5.63,5.45,130693,73416321.39,3.28,-0.73,-0.04,3.45
2024-12-05,2909,5.43,5.46,5.49,5.41,74521,41363154.4,1.47,0.18,0.01,1.97
2024-12-06,2909,5.46,5.53,5.56,5.45,103135,57910163.76,2.01,1.28,0.07,2.72
2024-12-09,2909,5.58,6.09,6.09,5.57,561019,342253800.06,9.4,10.13,0.56,14.8
2024-12-10,2909,6.19,5.87,6.36,5.84,611483,373707545.44,8.54,-3.61,-0.22,16.13
2024-12-11,2909,5.87,5.92,5.93,5.76,317361,189180787.24,2.9,0.85,0.05,8.37
2024-12-12,2909,5.88,5.86,5.96,5.74,248167,147155960.55,3.72,-1.01,-0.06,6.54
2024-12-13,2909,5.85,5.69,5.85,5.68,160178,93662406.95,2.9,-2.9,-0.17,4.22
2024-12-16,2909,5.7,5.73,5.78,5.65,116863,67972385.66,2.28,0.7,0.04,3.08
2024-12-17,2909,5.74,5.3,5.74,5.3,185129,102932654.0,7.68,-7.5,-0.43,4.88
2024-12-18,2909,5.3,5.25,5.35,5.17,112587,60430885.0,3.4,-0.94,-0.05,2.97
2024-12-19,2909,5.17,5.23,5.3,5.14,82725,43997745.21,3.05,-0.38,-0.02,2.18
2024-12-20,2909,5.24,5.38,5.42,5.22,83569,45509039.12,3.82,2.87,0.15,2.2
2024-12-23,2909,5.38,4.97,5.39,4.96,122536,63991541.64,7.99,-7.62,-0.41,3.23
2024-12-24,2909,5.07,4.98,5.11,4.88,89492,45355203.2,4.63,0.2,0.01,2.36
2024-12-25,2909,4.98,4.8,4.98,4.7,86233,42248621.04,5.62,-3.61,-0.18,2.26
2024-12-26,2909,4.95,4.99,5.1,4.91,111804,57286176.65,3.96,3.96,0.19,2.93
