日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,股票名称,前收盘,复权状态,交易状态,动态市盈率,动态市现率,动态市净率
2024-10-30,688573,16.2,15.69,16.21,15.44,23216,36766689.0,4.62,-5.82,-0.97,4.97,,,,,,,
2024-10-31,688573,15.69,16.04,16.35,15.48,15925,25214164.0,5.54,2.23,0.35,3.41,,,,,,,
2024-11-01,688573,16.09,15.33,16.19,15.29,14591,22757902.0,5.61,-4.43,-0.71,3.13,,,,,,,
2024-11-04,688573,15.32,15.78,15.99,15.1,9872,15557702.0,5.81,2.94,0.45,2.12,,,,,,,
2024-11-05,688573,15.77,16.31,16.39,15.77,18299,29618264.0,3.93,3.36,0.53,3.92,,,,,,,
2024-11-06,688573,16.42,17.1,18.1,16.32,39159,67776077.0,10.91,4.84,0.79,8.39,,,,,,,
2024-11-07,688573,17.45,18.07,18.41,17.12,42105,75194531.0,7.54,5.67,0.97,9.02,,,,,,,
2024-11-08,688573,18.0,18.1,18.99,17.83,39365,72289396.0,6.42,0.17,0.03,8.43,,,,,,,
2024-11-11,688573,17.84,19.54,20.36,17.65,50585,96241830.0,14.97,7.96,1.44,10.84,,,,,,,
2024-11-12,688573,20.47,19.56,20.69,19.3,69161,137648199.0,7.11,0.1,0.02,14.82,,,,,,,
2024-11-13,688573,19.7,20.53,21.33,19.13,60137,120671848.0,11.25,4.96,0.97,12.88,,,,,,,
2024-11-14,688573,22.84,24.64,24.64,22.33,165820,404462083.0,11.25,20.02,4.11,35.53,,,,,,,
2024-11-15,688573,22.69,21.88,24.35,21.6,157193,357131657.0,11.16,-11.2,-2.76,33.68,,,,,,,
2024-11-18,688573,21.77,19.0,22.79,18.87,88991,184704519.0,17.92,-13.16,-2.88,19.07,,,,,,,
2024-11-19,688573,18.89,19.51,19.74,18.63,69223,133346473.0,5.84,2.68,0.51,14.83,,,,,,,
2024-11-20,688573,19.6,20.5,20.88,19.52,71647,144749536.0,6.97,5.07,0.99,15.35,,,,,,,
2024-11-21,688573,20.1,20.29,21.53,20.1,63893,131938748.0,6.98,-1.02,-0.21,13.69,,,,,,,
2024-11-22,688573,20.44,19.04,20.63,18.77,55555,109460088.0,9.17,-6.16,-1.25,11.9,,,,,,,
2024-11-25,688573,19.28,19.51,19.85,18.8,38225,73944789.0,5.51,2.47,0.47,8.19,,,,,,,
2024-11-26,688573,19.8,20.2,21.14,19.07,81145,165727264.0,10.61,3.54,0.69,17.39,,,,,,,
2024-11-27,688573,20.2,19.89,20.23,18.86,51304,99275131.0,6.78,-1.53,-0.31,10.99,,,,,,,
2024-11-28,688573,20.0,19.4,20.47,19.21,53725,106824170.0,6.33,-2.46,-0.49,11.51,,,,,,,
2024-11-29,688573,19.27,19.33,19.65,18.7,44265,84871043.0,4.9,-0.36,-0.07,9.48,,,,,,,
2024-12-02,688573,19.25,19.47,19.56,18.9,36598,70601253.0,3.41,0.72,0.14,7.84,,,,,,,
2024-12-03,688573,19.78,19.36,19.78,19.11,33391,64737413.0,3.44,-0.56,-0.11,7.15,,,,,,,
2024-12-04,688573,19.39,18.89,19.39,18.8,23299,44434654.0,3.05,-2.43,-0.47,4.99,,,,,,,
2024-12-05,688573,18.88,19.36,19.41,18.79,22202,42607922.0,3.28,2.49,0.47,4.76,,,,,,,
2024-12-06,688573,19.33,19.24,19.5,18.91,21901,42090672.0,3.05,-0.62,-0.12,4.69,,,,,,,
2024-12-09,688573,19.24,19.09,19.44,18.81,21062,40265622.0,3.27,-0.78,-0.15,4.51,,,,,,,
