ETF代码,ETF名称,市场价格,IOPV,折溢价率,净值时间,计算时间,timestamp
159363,创业板人工智能ETF华宝,0.939,0.9384,-0.06,2025-10-28 11:03:09+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
159382,创业板人工智能ETF南方,2.015,2.0118,-0.16,2025-10-28 11:03:09+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
159242,创业板人工智能ETF大成,1.583,1.5814,-0.1,2025-10-28 11:03:12+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
560660,云50ETF,2.032,2.0295,-0.12,2025-10-28 11:02:51+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
159279,创业板人工智能ETF华安,1.071,1.0714,0.04,2025-10-28 11:03:12+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
159246,创业板人工智能ETF富国,1.77,1.7708,0.05,2025-10-28 11:03:12+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
513310,中韩半导体ETF,2.659,2.5325,-5.0,2025-10-28 11:02:57+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
159388,创业板人工智能ETF国泰,1.915,1.9181,0.16,2025-10-28 11:03:09+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
159381,创业板人工智能ETF华夏,1.769,1.7683,-0.04,2025-10-28 11:03:09+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
159890,云计算ETF,1.746,1.7438,-0.13,2025-10-28 11:03:03+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
516510,云计算ETF,1.717,1.7149,-0.12,2025-10-28 11:02:57+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
159739,大数据ETF,1.639,1.6398,0.05,2025-10-28 11:03:00+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
512670,国防ETF,0.839,0.8394,0.05,2025-10-28 11:03:01+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
159738,云计算ETF华泰柏瑞,1.971,1.9733,0.12,2025-10-28 11:03:03+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
159527,云计算ETF广发,2.175,2.1795,0.21,2025-10-28 11:03:09+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
516630,云计算50ETF,1.667,1.6689,0.11,2025-10-28 11:02:55+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
517390,云计算ETF沪港深,1.861,1.8641,0.17,2025-10-28 11:02:56+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
159273,云计算ETF汇添富,1.398,1.4009,0.21,2025-10-28 11:03:09+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
159590,软件50ETF,1.215,1.2142,-0.07,2025-10-28 11:03:06+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
588010,科创新材料ETF,0.85,0.8503,0.04,2025-10-28 11:02:49+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
159777,创科技ETF,1.121,1.122,0.09,2025-10-28 11:03:03+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
512560,军工ETF易方达,0.759,0.759,0.0,2025-10-28 11:02:59+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
515230,软件ETF,0.952,0.9504,-0.17,2025-10-28 11:02:56+08:00,2025-10-28 11:02:45,2025-10-28 11:03:14
