ETF代码,ETF名称,市场价格,IOPV,折溢价率,净值时间,计算时间,timestamp
562880,电池ETF嘉实,0.706,0.7025,-0.5,2025-09-05 11:12:20+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
561910,电池ETF,0.69,0.6878,-0.32,2025-09-05 11:12:20+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
159796,电池50ETF,0.812,0.8113,-0.09,2025-09-05 11:12:33+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
159775,新能源车电池ETF,0.75,0.7464,-0.48,2025-09-05 11:12:30+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
159840,锂电池ETF,0.716,0.7149,-0.15,2025-09-05 11:12:33+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
588830,科创新能源ETF,1.441,1.4395,-0.1,2025-09-05 11:12:18+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
561160,锂电池ETF,0.69,0.689,-0.15,2025-09-05 11:12:22+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
159755,电池ETF,0.895,0.8919,-0.35,2025-09-05 11:12:33+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
159767,电池龙头ETF,0.729,0.7265,-0.34,2025-09-05 11:12:24+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
159757,电池30ETF,0.741,0.7396,-0.19,2025-09-05 11:12:21+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
159857,光伏ETF,0.751,0.751,0.0,2025-09-05 11:12:33+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
516160,新能源ETF,2.458,2.4569,-0.04,2025-09-05 11:12:27+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
516390,新能源汽车ETF,0.845,0.8466,0.19,2025-09-05 11:12:25+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
515790,光伏ETF,0.887,0.8866,-0.05,2025-09-05 11:12:27+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
515700,新能车ETF,2.078,2.0798,0.09,2025-09-05 11:12:23+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
159824,新能车ETF,1.043,1.0432,0.02,2025-09-05 11:12:33+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
516850,新能源ETF基金,0.896,0.8945,-0.17,2025-09-05 11:12:23+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
159806,新能源车ETF,0.679,0.6778,-0.18,2025-09-05 11:12:33+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
515030,新能源车ETF,1.557,1.5584,0.09,2025-09-05 11:12:27+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
516270,新能源50ETF,0.575,0.5766,0.28,2025-09-05 11:12:26+08:00,2025-09-05 11:12:19,2025-09-05 11:12:41
