ETF代码,ETF名称,市场价格,IOPV,折溢价率,净值时间,计算时间,timestamp
561800,稀有金属ETF基金,0.863,0.8582,-0.56,2025-09-30 16:11:41+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159608,稀有金属ETF,0.929,0.9265,-0.27,2025-09-30 15:34:54+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159671,稀有金属ETF基金,1.127,1.1253,-0.15,2025-09-30 15:35:00+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
512710,军工龙头ETF,0.727,0.7265,-0.07,2025-09-30 16:11:44+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
562800,稀有金属ETF,0.808,0.8045,-0.44,2025-09-30 16:11:48+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
516650,有色金属ETF基金,1.624,1.6184,-0.35,2025-09-30 16:11:51+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159652,有色50ETF,1.438,1.4327,-0.37,2025-09-30 15:34:45+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
561330,矿业ETF,1.644,1.6388,-0.32,2025-09-30 16:11:59+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159227,航空航天ETF,1.188,1.1865,-0.13,2025-09-30 15:34:36+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159208,航天航空ETF,1.213,1.2105,-0.21,2025-09-30 15:34:30+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159690,矿业ETF,1.678,1.6782,0.01,2025-09-30 15:34:12+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159546,集成电路ETF,2.015,2.0067,-0.41,2025-09-30 15:34:48+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159881,有色60ETF,1.6,1.5984,-0.1,2025-09-30 15:34:21+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159767,电池龙头ETF,0.91,0.905,-0.55,2025-09-30 15:34:27+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159880,有色ETF基金,1.682,1.6806,-0.08,2025-09-30 15:34:21+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
562820,集成电路ETF,2.484,2.4776,-0.26,2025-09-30 16:11:34+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159241,航空航天ETF天弘,1.203,1.2024,-0.05,2025-09-30 15:35:00+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
512670,国防ETF,0.844,0.8426,-0.17,2025-09-30 16:11:50+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159267,航天ETF,1.016,1.018,0.2,2025-09-30 15:34:15+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159871,有色金属ETF,1.672,1.6673,-0.28,2025-09-30 15:34:51+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
512400,有色金属ETF,1.653,1.6511,-0.12,2025-09-30 16:11:56+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159876,有色龙头ETF,0.854,0.8528,-0.14,2025-09-30 15:34:18+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159638,高端装备ETF,0.918,0.9181,0.01,2025-09-30 15:34:33+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588680,科创100ETF增强指数基金,2.054,2.0372,-0.82,2025-09-30 16:11:54+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159840,锂电池ETF,0.893,0.8899,-0.35,2025-09-30 15:34:39+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159775,电池ETF基金,0.93,0.9277,-0.25,2025-09-30 15:34:33+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
560860,工业有色ETF,1.337,1.3345,-0.19,2025-09-30 16:11:33+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159757,电池ETF景顺,0.921,0.9203,-0.08,2025-09-30 15:34:21+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159806,新能源车ETF,0.831,0.8276,-0.41,2025-09-30 15:34:27+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159755,电池ETF,1.112,1.1102,-0.16,2025-09-30 15:34:27+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159824,新能车ETF,1.27,1.268,-0.16,2025-09-30 15:34:54+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588980,科创100ETF广发,1.301,1.2983,-0.21,2025-09-30 16:12:00+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
589560,科创人工智能ETF汇添富,1.06,1.0592,-0.08,2025-09-30 16:11:51+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
589520,科创人工智能ETF华宝,0.661,0.6596,-0.21,2025-09-30 16:11:56+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
517850,张江ETF,1.293,1.2892,-0.29,2025-09-30 16:11:53+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588930,科创板人工智能ETF,1.72,1.7191,-0.05,2025-09-30 16:11:54+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588760,人工智能ETF科创,0.832,0.831,-0.12,2025-09-30 16:11:57+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
589380,科创AIETF富国,1.545,1.5441,-0.06,2025-09-30 16:11:55+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
516660,新能源车ETF基金,1.169,1.1675,-0.13,2025-09-30 16:11:46+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159751,港股科技ETF,1.271,1.2651,-0.47,2025-09-30 15:34:33+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588790,科创AIETF,0.88,0.8786,-0.16,2025-09-30 16:11:51+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588730,科创人工智能ETF,1.609,1.6101,0.07,2025-09-30 16:11:43+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
589010,科创人工智能ETF华夏,1.552,1.551,-0.06,2025-09-30 16:11:49+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
520980,港股通科技30ETF,1.325,1.3223,-0.2,2025-09-30 16:11:48+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
589980,科创100ETF汇添富,1.465,1.464,-0.07,2025-09-30 16:11:40+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
516390,新能源汽车ETF,1.033,1.0316,-0.14,2025-09-30 16:11:42+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
589090,科创AIETF鹏华,1.176,1.1751,-0.08,2025-09-30 16:12:02+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
563210,专精特新ETF,1.509,1.5014,-0.51,2025-09-30 16:11:52+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588780,科创芯片设计ETF,1.692,1.6886,-0.2,2025-09-30 16:12:00+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159218,卫星产业ETF,1.253,1.2514,-0.13,2025-09-30 15:34:42+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
513560,香港科技ETF,1.635,1.6273,-0.47,2025-09-30 16:12:00+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
515030,新能源车ETF,1.902,1.8996,-0.13,2025-09-30 16:11:35+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
589960,科创新能源ETF易方达,1.075,1.0754,0.04,2025-09-30 16:11:39+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588120,科创板100ETF,1.433,1.4308,-0.15,2025-09-30 16:11:41+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159637,新能源车龙头ETF,0.943,0.9423,-0.07,2025-09-30 15:34:27+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
560170,央企科技ETF,1.086,1.0854,-0.06,2025-09-30 16:11:43+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
512680,军工ETF龙头,1.266,1.2617,-0.34,2025-09-30 16:11:58+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
520700,港股创新药ETF基金,1.9,1.9081,0.42,2025-09-30 16:11:46+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
515700,新能车ETF,2.535,2.5362,0.05,2025-09-30 16:11:36+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588880,科创100ETF华泰柏瑞,1.382,1.3824,0.03,2025-09-30 16:11:50+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
563230,卫星ETF,1.03,1.03,0.0,2025-09-30 16:11:36+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588800,科创100ETF华夏,1.39,1.3887,-0.09,2025-09-30 16:11:34+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
563050,央企科技50ETF,1.138,1.1379,-0.01,2025-09-30 16:11:42+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
513120,港股创新药ETF,1.531,1.5389,0.51,2025-09-30 16:11:42+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
512560,军工ETF易方达,0.756,0.7549,-0.15,2025-09-30 16:11:55+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
512660,军工ETF,1.234,1.2323,-0.14,2025-09-30 16:11:49+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
517120,创新药ETF华泰柏瑞,0.801,0.8043,0.41,2025-09-30 16:11:36+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
520970,港股通创新药ETF嘉实,1.062,1.0676,0.52,2025-09-30 16:11:58+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588830,科创新能源ETF,1.579,1.5759,-0.2,2025-09-30 16:12:01+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588210,科创100ETF易方达,1.4,1.4031,0.22,2025-09-30 16:11:39+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
562880,电池ETF嘉实,0.887,0.8818,-0.59,2025-09-30 16:11:39+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159944,材料ETF,1.3,1.2996,-0.03,2025-09-30 15:34:57+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588500,科创100增强ETF易方达,2.037,2.0365,-0.02,2025-09-30 16:11:41+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159748,创新药ETF富国,0.895,0.8965,0.17,2025-09-30 15:34:21+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588190,科创100ETF,1.419,1.4186,-0.03,2025-09-30 16:11:39+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588960,科创板新能源ETF,1.418,1.4177,-0.02,2025-09-30 16:12:00+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
520510,港股通医疗ETF,1.124,1.1304,0.57,2025-09-30 16:12:01+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159269,港股通科技ETF南方,1.246,1.2405,-0.44,2025-09-30 15:34:54+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
561160,锂电池ETF,0.868,0.8644,-0.42,2025-09-30 16:11:52+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
517380,创新药ETF天弘,0.874,0.8774,0.39,2025-09-30 16:11:39+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159366,港股医疗ETF,1.721,1.7258,0.28,2025-09-30 15:34:57+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159768,房地产ETF,0.653,0.6524,-0.09,2025-09-30 15:34:09+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
512290,生物医药ETF,1.193,1.1941,0.09,2025-09-30 16:11:43+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
513780,港股创新药50ETF,1.963,1.9754,0.63,2025-09-30 16:11:40+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588030,科创100指数ETF,1.426,1.4245,-0.11,2025-09-30 16:11:57+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
513280,恒生生物科技ETF,1.352,1.3586,0.49,2025-09-30 16:11:55+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159622,创新药ETF沪港深,1.275,1.2755,0.04,2025-09-30 15:34:21+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588520,科创增强ETF,1.357,1.3559,-0.08,2025-09-30 16:11:37+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
562380,央企科技引领ETF,1.126,1.1252,-0.07,2025-09-30 16:11:35+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588900,科创100ETF南方,1.438,1.4369,-0.08,2025-09-30 16:11:43+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
516580,新能源主题ETF,0.666,0.6632,-0.42,2025-09-30 16:11:38+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159283,通用航空ETF南方,0.981,0.9836,0.26,2025-09-30 15:34:06+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588220,科创100ETF基金,1.42,1.422,0.14,2025-09-30 16:11:57+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159875,新能源ETF,0.674,0.6707,-0.49,2025-09-30 15:34:54+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
512810,国防军工ETF,0.712,0.7109,-0.15,2025-09-30 16:11:42+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
589100,科创芯片ETF国泰,1.645,1.6416,-0.21,2025-09-30 16:11:46+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
513160,港股科技30ETF,1.445,1.444,-0.07,2025-09-30 16:11:38+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
513980,港股科技50ETF,0.884,0.8844,0.05,2025-09-30 16:11:35+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
513860,港股通科技ETF,0.885,0.8851,0.01,2025-09-30 16:11:59+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588460,科创50增强ETF,1.77,1.7667,-0.19,2025-09-30 16:11:57+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
517110,创新药ETF国泰,0.848,0.8538,0.68,2025-09-30 16:11:34+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
512010,医药ETF,0.446,0.4453,-0.16,2025-09-30 16:11:40+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
588070,科创板成长ETF,1.66,1.6551,-0.3,2025-09-30 16:11:48+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
510410,资源ETF,1.63,1.6244,-0.34,2025-09-30 16:11:56+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159796,电池50ETF,1.017,1.0172,0.02,2025-09-30 15:34:39+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
520860,港股通科技ETF富国,1.147,1.148,0.09,2025-09-30 16:11:44+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
159837,生物科技ETF,0.576,0.5755,-0.09,2025-09-30 15:34:36+08:00,2025-10-08 10:53:33,2025-10-08 10:53:57
