ETF代码,ETF名称,市场价格,IOPV,折溢价率,净值时间,计算时间,timestamp
512180,MSCIA股ETF基金,1.75,1.6658,-5.05,2025-10-17 10:57:38+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
159812,黄金基金ETF,9.486,9.4873,0.01,2025-10-17 10:57:45+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
159830,上海金ETF,9.912,9.9073,-0.05,2025-10-17 10:57:45+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
518600,上海金ETF,9.92,9.9132,-0.07,2025-10-17 10:57:36+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
159831,上海金ETF嘉实,9.605,9.6129,0.08,2025-10-17 10:57:45+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
159834,金ETF,9.922,9.9203,-0.02,2025-10-17 10:57:45+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
159934,黄金ETF,9.937,9.9345,-0.03,2025-10-17 10:57:42+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
518860,黄金ETFAU,9.532,9.5407,0.09,2025-10-17 10:57:34+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
159937,黄金ETF基金,9.496,9.5036,0.08,2025-10-17 10:57:42+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
518680,金ETF,9.93,9.9288,-0.01,2025-10-17 10:57:35+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
518880,黄金ETF,9.514,9.5215,0.08,2025-10-17 10:57:35+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
518850,黄金ETF华夏,9.574,9.5789,0.05,2025-10-17 10:57:36+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
518660,黄金ETF基金,9.511,9.5199,0.09,2025-10-17 10:57:36+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
518800,黄金基金ETF,9.395,9.4092,0.15,2025-10-17 10:57:34+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
518890,中银上海金ETF,9.53,9.5381,0.08,2025-10-17 10:57:34+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
517520,黄金股ETF,2.121,2.1147,-0.3,2025-10-17 10:57:33+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
159315,黄金股ETF基金,1.735,1.7321,-0.17,2025-10-17 10:57:51+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
159562,黄金股ETF,2.307,2.3032,-0.16,2025-10-17 10:57:48+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
517400,黄金股票ETF,1.666,1.6698,0.23,2025-10-17 10:57:35+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
159322,黄金股票ETF基金,1.702,1.7007,-0.08,2025-10-17 10:57:51+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
515210,钢铁ETF,1.467,1.4648,-0.15,2025-10-17 10:57:35+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
513080,法国CAC40ETF,1.794,1.7901,-0.22,2025-10-17 10:57:38+08:00,2025-10-17 10:57:24,2025-10-17 10:57:55
