ETF代码,ETF名称,市场价格,IOPV,折溢价率,净值时间,计算时间,timestamp
513310,中韩半导体ETF,2.802,2.5642,-9.27,2025-10-30 11:06:25+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
159309,油气资源ETF,1.092,1.0913,-0.06,2025-10-30 11:06:30+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
159261,创业板新能源ETF鹏华,1.681,1.6763,-0.28,2025-10-30 11:06:39+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
562010,绿色能源ETF,1.046,1.0461,0.01,2025-10-30 11:06:18+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
561360,石油ETF,1.158,1.1572,-0.07,2025-10-30 11:06:19+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
561760,油气ETF博时,1.056,1.0547,-0.12,2025-10-30 11:06:18+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
561570,油气ETF华泰柏瑞,1.085,1.0831,-0.18,2025-10-30 11:06:19+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
159840,锂电池ETF,0.901,0.9011,0.01,2025-10-30 11:06:30+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
516580,新能源主题ETF,0.698,0.6983,0.04,2025-10-30 11:06:22+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
159757,电池ETF景顺,0.931,0.931,0.0,2025-10-30 11:06:33+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
159775,电池ETF基金,0.939,0.9384,-0.06,2025-10-30 11:06:33+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
159863,光伏ETF基金,0.678,0.6757,-0.34,2025-10-30 11:06:30+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
516850,新能源ETF基金,1.09,1.0911,0.1,2025-10-30 11:06:22+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
560560,碳中和ETF泰康,0.804,0.8028,-0.15,2025-10-30 11:06:18+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
159796,电池50ETF,1.043,1.0425,-0.05,2025-10-30 11:06:30+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
563150,油气资源ETF,1.045,1.0459,0.09,2025-10-30 11:06:15+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
159697,油气ETF,1.12,1.121,0.09,2025-10-30 11:06:33+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
561910,电池ETF,0.886,0.8857,-0.03,2025-10-30 11:06:18+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
561160,锂电池ETF,0.887,0.8882,0.14,2025-10-30 11:06:20+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
159886,机械ETF,1.077,1.0749,-0.2,2025-10-30 11:06:30+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
562880,电池ETF嘉实,0.904,0.9052,0.13,2025-10-30 11:06:16+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
159387,创业板新能源ETF国泰,1.764,1.7618,-0.12,2025-10-30 11:06:36+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
512580,环保ETF,1.355,1.354,-0.07,2025-10-30 11:06:25+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
159755,电池ETF,1.126,1.1257,-0.03,2025-10-30 11:06:33+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
159790,碳中和ETF,0.827,0.8268,-0.02,2025-10-30 11:06:30+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
159368,创业板新能源ETF华夏,1.594,1.5938,-0.01,2025-10-30 11:06:36+08:00,2025-10-30 11:06:11,2025-10-30 11:06:40
