ETF代码,ETF名称,市场价格,IOPV,折溢价率,净值时间,计算时间,timestamp
515220,煤炭ETF,1.213,1.2111,-0.16,2025-10-23 10:59:26+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159985,豆粕ETF,1.961,1.8798,-4.32,2025-10-23 10:59:30+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
562550,绿电ETF,1.142,1.141,-0.09,2025-10-23 10:59:22+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159930,能源ETF,1.442,1.4416,-0.03,2025-10-23 10:59:30+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
560190,公用事业ETF,1.04,1.0396,-0.04,2025-10-23 10:59:24+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159611,电力ETF,1.053,1.0516,-0.13,2025-10-23 10:59:33+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159301,公用事业ETF,0.985,0.9833,-0.17,2025-10-23 10:59:33+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
562350,电力指数ETF,1.106,1.107,0.09,2025-10-23 10:59:22+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
510720,红利国企ETF,1.013,1.014,0.1,2025-10-23 10:59:26+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
562960,绿色电力ETF易方达,1.138,1.1387,0.06,2025-10-23 10:59:21+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
561560,电力ETF,1.274,1.2742,0.02,2025-10-23 10:59:23+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
560580,电力ETF南方,1.107,1.1074,0.04,2025-10-23 10:59:24+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
561170,绿色电力ETF,1.144,1.1448,0.07,2025-10-23 10:59:23+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
561060,国企红利ETF,1.159,1.1572,-0.16,2025-10-23 10:59:23+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159945,能源ETF广发,1.181,1.1811,0.01,2025-10-23 10:59:30+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159981,能源化工ETF,1.248,1.2476,-0.03,2025-10-23 10:59:30+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
561700,电力ETF基金,1.103,1.1028,-0.02,2025-10-23 10:59:21+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159515,国企红利ETF,1.18,1.1796,-0.03,2025-10-23 10:59:24+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
530880,红利ETF国企,1.056,1.0592,0.3,2025-10-23 10:59:22+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
520900,红利ETF港股,1.063,1.0593,-0.35,2025-10-23 10:59:21+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159625,绿色电力ETF,1.224,1.223,-0.08,2025-10-23 10:59:33+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
560620,公用事业ETF基金,0.973,0.9738,0.08,2025-10-23 10:59:23+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159726,恒生红利ETF,1.33,1.3285,-0.11,2025-10-23 10:59:30+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
510880,红利ETF,3.273,3.2724,-0.02,2025-10-23 10:59:26+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
513830,港股红利ETF,1.193,1.1935,0.04,2025-10-23 10:59:26+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
561260,能源ETF,1.217,1.2154,-0.13,2025-10-23 10:59:22+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
520990,港股央企红利50ETF,1.042,1.0378,-0.4,2025-10-23 10:59:23+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
563890,国企红利ETF创金合信,1.051,1.053,0.19,2025-10-23 10:59:22+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
563700,红利价值ETF,1.081,1.0817,0.06,2025-10-23 10:59:20+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
513530,港股通红利ETF,1.691,1.6891,-0.11,2025-10-23 10:59:27+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159302,港股高股息ETF,1.329,1.3308,0.14,2025-10-23 10:59:33+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
520830,沙特ETF,0.988,0.9828,-0.53,2025-10-23 10:59:21+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159329,沙特ETF,1.002,0.9947,-0.73,2025-10-23 10:59:24+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
517900,银行AH优选ETF,1.523,1.5238,0.05,2025-10-23 10:59:23+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159669,绿电ETF,1.12,1.1212,0.11,2025-10-23 10:59:30+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
516460,现金流ETF800,1.181,1.1797,-0.11,2025-10-23 10:59:24+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
563830,全指现金流ETF基金,1.164,1.1611,-0.25,2025-10-23 10:59:21+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
520890,港股通红利低波ETF,1.447,1.4467,-0.02,2025-10-23 10:59:22+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159766,旅游ETF,0.727,0.7265,-0.07,2025-10-23 10:59:30+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159545,恒生红利低波ETF,1.459,1.46,0.07,2025-10-23 10:59:30+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
562850,央企能源ETF,1.221,1.2216,0.05,2025-10-23 10:59:21+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
513820,港股红利ETF基金,1.284,1.2807,-0.26,2025-10-23 10:59:27+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
520660,港股通央企红利ETF南方,1.052,1.0499,-0.2,2025-10-23 10:59:24+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159581,红利ETF基金,1.082,1.0821,0.01,2025-10-23 10:59:33+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159589,红利ETF广发,1.103,1.1031,0.01,2025-10-23 10:59:21+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
512800,银行ETF,0.832,0.8308,-0.14,2025-10-23 10:59:27+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
563780,现金流全指ETF,1.183,1.1831,0.01,2025-10-23 10:59:23+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
520550,XD港股红利低波ETF,1.221,1.2189,-0.17,2025-10-23 10:59:21+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
560890,红利低波ETF新华,1.24,1.243,0.24,2025-10-23 10:59:21+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159277,港股通红利ETF富国,0.983,0.9852,0.22,2025-10-23 10:59:36+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
513630,港股红利指数ETF,1.613,1.6068,-0.39,2025-10-23 10:59:28+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
515080,中证红利ETF,1.606,1.6079,0.12,2025-10-23 10:59:27+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159331,红利港股ETF,1.321,1.3241,0.23,2025-10-23 10:59:33+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
515180,红利ETF易方达,1.404,1.4035,-0.04,2025-10-23 10:59:26+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
513950,XD恒生红利ETF,1.407,1.4104,0.24,2025-10-23 10:59:26+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
563620,自由现金流全指ETF,1.065,1.0643,-0.07,2025-10-23 10:59:21+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
515890,红利ETF博时,1.495,1.496,0.07,2025-10-23 10:59:24+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
562510,旅游ETF,0.734,0.7337,-0.04,2025-10-23 10:59:22+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
563180,高股息ETF,1.128,1.1299,0.17,2025-10-23 10:59:21+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
517090,央企共赢ETF,1.57,1.5719,0.12,2025-10-23 10:59:23+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
517180,中国国企ETF,1.518,1.518,0.0,2025-10-23 10:59:23+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159233,自由现金流ETF基金,1.153,1.1511,-0.17,2025-10-23 10:59:36+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
561790,央企现代能源ETF,1.215,1.2154,0.03,2025-10-23 10:59:24+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159719,国企共赢ETF,1.608,1.608,0.0,2025-10-23 10:59:30+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
516570,化工行业ETF,0.84,0.8388,-0.14,2025-10-23 10:59:24+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
512700,银行ETF南方,1.68,1.6798,-0.01,2025-10-23 10:59:28+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
512730,银行ETF指数,1.702,1.7012,-0.05,2025-10-23 10:59:27+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159933,国投金融地产ETF,3.068,3.0551,-0.42,2025-10-23 10:59:09+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159980,有色ETF,1.787,1.7859,-0.06,2025-10-23 10:59:30+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
515300,300红利低波ETF,1.347,1.3479,0.07,2025-10-23 10:59:25+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159569,港股红利低波ETF,1.362,1.3668,0.35,2025-10-23 10:59:33+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
512820,银行ETF龙头,1.457,1.4572,0.01,2025-10-23 10:59:28+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159855,影视ETF,0.96,0.96,0.0,2025-10-23 10:59:30+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159296,A500红利低波ETF,1.009,1.0105,0.15,2025-10-23 10:59:27+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159642,碳中和100ETF,0.981,0.9775,-0.36,2025-10-23 10:59:21+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
561680,中证A500红利低波ETF,1.012,1.0116,-0.04,2025-10-23 10:59:22+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
516620,影视ETF,1.073,1.0727,-0.03,2025-10-23 10:59:26+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
513690,港股红利ETF博时,1.1,1.0997,-0.03,2025-10-23 10:59:28+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
560020,红利ETF汇添富,1.149,1.1507,0.15,2025-10-23 10:59:22+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159236,自由现金流ETF工银,1.177,1.1772,0.02,2025-10-23 10:59:36+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
563020,红利低波动ETF,1.233,1.2323,-0.06,2025-10-23 10:59:22+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159587,粮食ETF广发,1.235,1.2346,-0.03,2025-10-23 10:59:21+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159887,银行ETF,1.351,1.3513,0.02,2025-10-23 10:59:27+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159333,港股央企红利ETF,1.456,1.455,-0.07,2025-10-23 10:59:33+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
516210,银行ETF指数基金,1.412,1.4123,0.02,2025-10-23 10:59:26+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
562300,碳中和ETF基金,0.73,0.7277,-0.32,2025-10-23 10:59:22+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159731,石化ETF,0.775,0.775,0.0,2025-10-23 10:59:21+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
515290,银行ETF天弘,1.489,1.4886,-0.03,2025-10-23 10:59:26+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159827,农业50ETF,0.856,0.8559,-0.01,2025-10-23 10:59:21+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
512530,沪深300红利ETF,1.608,1.6121,0.25,2025-10-23 10:59:25+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
513350,标普油气ETF,0.935,0.9175,-1.91,2025-10-23 10:59:26+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
513080,法国CAC40ETF,1.827,1.786,-2.3,2025-10-23 10:59:28+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159662,交运ETF,1.046,1.0449,-0.11,2025-10-23 10:59:30+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159117,港股通红利低波ETF,1.011,1.014,0.3,2025-10-23 10:59:06+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159666,交通运输ETF,1.022,1.0224,0.04,2025-10-23 10:59:27+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
563900,沪深300自由现金流ETF摩根,1.125,1.1256,0.05,2025-10-23 10:59:22+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
159229,自由现金流ETF广发,1.164,1.1625,-0.13,2025-10-23 10:59:36+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
563680,800自由现金流ETF,1.171,1.171,0.0,2025-10-23 10:59:22+08:00,2025-10-23 10:59:16,2025-10-23 10:59:38
