ETF代码,ETF名称,市场价格,IOPV,折溢价率,净值时间,计算时间,timestamp
159707,地产ETF,0.714,0.7138,-0.03,2025-09-26 10:56:30+08:00,2025-09-26 10:56:11,2025-09-26 10:56:40
588710,科创半导体设备ETF,1.55,1.5493,-0.05,2025-09-26 10:56:13+08:00,2025-09-26 10:56:11,2025-09-26 10:56:40
588170,科创半导体ETF,1.505,1.5035,-0.1,2025-09-26 10:56:11+08:00,2025-09-26 10:56:11,2025-09-26 10:56:40
512710,军工龙头ETF,0.7,0.6999,-0.01,2025-09-26 10:56:20+08:00,2025-09-26 10:56:11,2025-09-26 10:56:40
159516,半导体设备ETF,1.554,1.5536,-0.03,2025-09-26 10:56:33+08:00,2025-09-26 10:56:11,2025-09-26 10:56:40
512200,房地产ETF,1.621,1.6181,-0.18,2025-09-26 10:56:27+08:00,2025-09-26 10:56:11,2025-09-26 10:56:40
589020,科创半导体ETF鹏华,1.216,1.2178,0.15,2025-09-26 10:56:13+08:00,2025-09-26 10:56:11,2025-09-26 10:56:40
159768,房地产ETF,0.64,0.6412,0.19,2025-09-26 10:56:30+08:00,2025-09-26 10:56:11,2025-09-26 10:56:40
159558,半导体设备ETF易方达,1.817,1.8162,-0.04,2025-09-26 10:56:33+08:00,2025-09-26 10:56:11,2025-09-26 10:56:40
159512,汽车ETF,1.538,1.5335,-0.29,2025-09-26 10:56:33+08:00,2025-09-26 10:56:11,2025-09-26 10:56:40
512670,国防ETF,0.818,0.8183,0.04,2025-09-26 10:56:24+08:00,2025-09-26 10:56:11,2025-09-26 10:56:40
562590,半导体材料ETF,1.632,1.6307,-0.08,2025-09-26 10:56:12+08:00,2025-09-26 10:56:11,2025-09-26 10:56:40
159208,航天航空ETF,1.17,1.1691,-0.08,2025-09-26 10:56:39+08:00,2025-09-26 10:56:11,2025-09-26 10:56:40
515060,房地产ETF基金,0.77,0.7705,0.06,2025-09-26 10:56:20+08:00,2025-09-26 10:56:11,2025-09-26 10:56:40
159267,航天ETF,0.982,0.9826,0.06,2025-09-26 10:56:36+08:00,2025-09-26 10:56:11,2025-09-26 10:56:40
