ETF代码,ETF名称,市场价格,IOPV,折溢价率,净值时间,计算时间,timestamp
159687,亚太精选ETF,1.668,1.588,-5.04,2025-10-29 11:10:45+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
159857,光伏ETF,0.822,0.8234,0.17,2025-10-29 11:10:42+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
515790,光伏ETF,0.971,0.9713,0.03,2025-10-29 11:10:30+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
159609,光伏龙头ETF,0.562,0.5624,0.07,2025-10-29 11:10:48+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
159618,光伏ETF指数基金,0.77,0.7691,-0.12,2025-10-29 11:10:48+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
159863,光伏ETF基金,0.642,0.6417,-0.05,2025-10-29 11:10:42+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
516290,光伏龙头ETF,0.602,0.6035,0.25,2025-10-29 11:10:31+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
159864,光伏50ETF,0.63,0.6306,0.1,2025-10-29 11:10:42+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
562970,光伏ETF易方达,1.104,1.1021,-0.17,2025-10-29 11:10:23+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
516880,光伏50ETF,0.819,0.8198,0.1,2025-10-29 11:10:31+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
516180,光伏ETF基金,0.798,0.7992,0.15,2025-10-29 11:10:31+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
159326,电网设备ETF,1.438,1.437,-0.07,2025-10-29 11:10:48+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
560980,光伏ETF龙头,0.696,0.696,0.0,2025-10-29 11:10:25+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
159866,日经ETF,1.497,1.3933,-7.44,2025-10-29 11:10:42+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
159885,碳中和ETF基金,0.82,0.82,0.0,2025-10-29 11:10:42+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
516090,新能源ETF易方达,0.556,0.5567,0.13,2025-10-29 11:10:31+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
516070,低碳ETF易方达,0.636,0.6358,-0.03,2025-10-29 11:10:30+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
159875,新能源ETF,0.674,0.6754,0.21,2025-10-29 11:10:42+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
159861,碳中和50ETF,1.166,1.1663,0.03,2025-10-29 11:10:42+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
516850,新能源ETF基金,1.042,1.0433,0.12,2025-10-29 11:10:30+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
159305,储能电池ETF广发,1.888,1.8856,-0.13,2025-10-29 11:10:48+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
516160,新能源ETF,2.854,2.8584,0.15,2025-10-29 11:10:31+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
516580,新能源主题ETF,0.667,0.6681,0.16,2025-10-29 11:10:32+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
159566,储能电池ETF,2.126,2.1275,0.07,2025-10-29 11:10:48+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
159881,有色60ETF,1.68,1.6813,0.08,2025-10-29 11:10:42+08:00,2025-10-29 11:10:17,2025-10-29 11:10:54
