ETF代码,ETF名称,市场价格,IOPV,折溢价率,净值时间,计算时间,timestamp
159994,5GETF,1.685,1.6846,-0.02,2025-10-21 11:01:36+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
515880,通信ETF,2.646,2.6484,0.09,2025-10-21 11:01:32+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
515050,5G通信ETF,2.06,2.0596,-0.02,2025-10-21 11:01:37+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159363,创业板人工智能ETF华宝,0.841,0.8415,0.06,2025-10-21 11:01:45+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159388,创业板人工智能ETF国泰,1.724,1.7221,-0.11,2025-10-21 11:01:45+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159279,创业板人工智能ETF华安,0.965,0.9652,0.02,2025-10-21 11:01:45+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159246,创业板人工智能ETF富国,1.587,1.5874,0.03,2025-10-21 11:01:45+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159381,创业板人工智能ETF华夏,1.586,1.5881,0.13,2025-10-21 11:01:45+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159242,创业板人工智能ETF大成,1.42,1.422,0.14,2025-10-21 11:01:45+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159382,创业板人工智能ETF南方,1.802,1.8054,0.19,2025-10-21 11:01:45+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159895,物联网ETF易方达,1.204,1.204,0.0,2025-10-21 11:01:39+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159738,云计算ETF华泰柏瑞,1.815,1.8163,0.07,2025-10-21 11:01:42+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
520980,港股通科技30ETF,1.238,1.2366,-0.11,2025-10-21 11:01:33+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
517390,云计算ETF沪港深,1.712,1.7159,0.23,2025-10-21 11:01:31+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159511,通信ETF南方,1.671,1.6712,0.01,2025-10-21 11:01:45+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
513160,港股科技30ETF,1.351,1.3528,0.13,2025-10-21 11:01:37+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159273,云计算ETF汇添富,1.287,1.2894,0.19,2025-10-21 11:01:45+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159695,通信ETF,1.911,1.9111,0.01,2025-10-21 11:01:42+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159896,物联网ETF南方,1.122,1.1235,0.13,2025-10-21 11:01:39+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159967,创业板成长ETF,0.584,0.5853,0.22,2025-10-21 11:01:36+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
513750,港股通非银ETF,1.703,1.7005,-0.15,2025-10-21 11:01:38+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159701,物联网ETF招商,1.114,1.1153,0.12,2025-10-21 11:01:42+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
588380,双创50ETF,0.899,0.9,0.11,2025-10-21 11:01:30+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159811,5G50ETF,2.104,2.1057,0.08,2025-10-21 11:01:39+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159383,创业板50ETF华泰柏瑞,1.506,1.5069,0.06,2025-10-21 11:01:45+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
516330,物联网ETF,1.382,1.3818,-0.01,2025-10-21 11:01:32+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159909,TMT50ETF,1.014,1.0176,0.35,2025-10-21 11:01:36+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
588390,科创创业50ETF,0.956,0.9569,0.09,2025-10-21 11:01:29+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
520670,港股通科技ETF嘉实,1.085,1.0888,0.35,2025-10-21 11:01:31+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
517660,物联网ETF沪港深,1.223,1.2197,-0.27,2025-10-21 11:01:31+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
516260,物联网50ETF,1.198,1.2013,0.27,2025-10-21 11:01:33+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159732,消费电子ETF,1.101,1.0999,-0.1,2025-10-21 11:01:42+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
520840,港股通恒生科技ETF,1.069,1.0717,0.25,2025-10-21 11:01:31+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159781,科创创业ETF,0.878,0.8777,-0.03,2025-10-21 11:01:39+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
560660,云50ETF,1.834,1.8388,0.26,2025-10-21 11:01:32+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
561100,消费电子ETF富国,1.313,1.3148,0.14,2025-10-21 11:01:33+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159819,人工智能ETF,1.452,1.4519,-0.01,2025-10-21 11:01:39+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
561600,消费电子ETF,1.224,1.2242,0.02,2025-10-21 11:01:31+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159779,消费电子50ETF,1.161,1.1594,-0.14,2025-10-21 11:01:39+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
588310,双创ETF基金,0.96,0.9593,-0.07,2025-10-21 11:01:28+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159248,人工智能ETF基金,1.416,1.4148,-0.08,2025-10-21 11:01:45+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159262,港股通科技ETF,1.212,1.2122,0.02,2025-10-21 11:01:45+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
562950,消费电子ETF易方达,1.253,1.2541,0.09,2025-10-21 11:01:30+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
588660,科创创业50ETF基金,1.49,1.4955,0.37,2025-10-21 11:01:30+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159783,科创创业50ETF,0.884,0.884,0.0,2025-10-21 11:01:39+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
515070,人工智能AIETF,1.843,1.8435,0.03,2025-10-21 11:01:36+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159269,港股通科技ETF南方,1.164,1.1592,-0.41,2025-10-21 11:01:45+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159991,创大盘ETF,0.722,0.7227,0.1,2025-10-21 11:01:36+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
512930,AI人工智能ETF,2.072,2.0701,-0.09,2025-10-21 11:01:37+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159367,创业板50ETF华夏,1.526,1.5286,0.17,2025-10-21 11:01:45+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159709,物联网ETF工银,1.316,1.3168,0.06,2025-10-21 11:01:42+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
561310,消电ETF,1.186,1.1893,0.28,2025-10-21 11:01:31+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
159603,双创龙头ETF,1.36,1.3616,0.12,2025-10-21 11:01:42+08:00,2025-10-21 11:01:26,2025-10-21 11:01:48
