ETF代码,ETF名称,市场价格,IOPV,折溢价率,净值时间,计算时间,timestamp
159583,通信设备ETF,2.071,2.0606,-0.5,2025-10-16 10:59:18+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159286,港股创新药ETF鹏华,0.956,0.956,0.0,2025-10-16 10:59:21+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159297,港股通创新药ETF南方,0.938,0.935,-0.32,2025-10-16 10:59:21+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
520880,港股通创新药ETF,0.595,0.596,0.17,2025-10-16 10:59:11+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159316,恒生创新药ETF,1.498,1.5002,0.15,2025-10-16 10:59:21+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159567,港股创新药ETF,0.89,0.894,0.45,2025-10-16 10:59:21+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
589720,科创创新药ETF国泰,0.967,0.9665,-0.05,2025-10-16 10:59:07+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
520500,恒生创新药ETF,1.874,1.8721,-0.1,2025-10-16 10:59:12+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159570,港股通创新药ETF,1.842,1.8468,0.26,2025-10-16 10:59:21+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
520690,港股创新药精选ETF,0.967,0.9694,0.25,2025-10-16 10:59:10+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159994,5GETF,1.655,1.6552,0.01,2025-10-16 10:59:18+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159217,港股通创新药ETF工银,1.5,1.5028,0.19,2025-10-16 10:59:24+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159502,标普生物科技ETF,1.141,1.1388,-0.19,2025-10-16 10:59:21+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159896,物联网ETF南方,1.127,1.1269,-0.01,2025-10-16 10:59:18+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
515050,5G通信ETF,2.022,2.022,0.0,2025-10-16 10:59:14+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
520700,港股创新药ETF基金,1.773,1.7744,0.08,2025-10-16 10:59:11+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159895,物联网ETF易方达,1.209,1.208,-0.08,2025-10-16 10:59:18+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
513120,港股创新药ETF,1.43,1.4325,0.17,2025-10-16 10:59:12+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159506,港股通医疗ETF富国,1.561,1.5641,0.2,2025-10-16 10:59:24+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
589120,科创创新药ETF汇添富,0.897,0.8971,0.01,2025-10-16 10:59:07+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
515880,通信ETF,2.558,2.557,-0.04,2025-10-16 10:59:14+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
513780,港股创新药50ETF,1.837,1.8392,0.12,2025-10-16 10:59:14+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
516260,物联网50ETF,1.203,1.2044,0.12,2025-10-16 10:59:13+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
520970,港股通创新药ETF嘉实,0.99,0.9925,0.25,2025-10-16 10:59:10+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159773,创业板科技ETF,1.095,1.095,0.0,2025-10-16 10:59:18+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
516330,物联网ETF,1.383,1.3845,0.11,2025-10-16 10:59:14+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
513280,恒生生物科技ETF,1.27,1.2714,0.11,2025-10-16 10:59:15+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159615,恒生生物科技ETF,1.294,1.2958,0.14,2025-10-16 10:59:21+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
561310,消电ETF,1.211,1.213,0.16,2025-10-16 10:59:11+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159701,物联网ETF招商,1.114,1.119,0.45,2025-10-16 10:59:18+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159102,港股通生物科技ETF,0.935,0.9377,0.29,2025-10-16 10:59:24+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159777,创科技ETF,1.042,1.0437,0.16,2025-10-16 10:59:18+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
588320,双创50ETF增强,1.413,1.4154,0.17,2025-10-16 10:59:06+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159892,恒生医药ETF,0.901,0.9024,0.16,2025-10-16 10:59:18+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
560980,光伏ETF龙头,0.69,0.6898,-0.03,2025-10-16 10:59:12+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
513060,恒生医疗ETF,0.693,0.695,0.29,2025-10-16 10:59:13+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159507,通信ETF广发,1.71,1.7117,0.1,2025-10-16 10:59:21+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
517380,创新药ETF天弘,0.823,0.8224,-0.07,2025-10-16 10:59:10+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
159387,创业板新能源ETF国泰,1.641,1.6406,-0.02,2025-10-16 10:59:24+08:00,2025-10-16 10:59:05,2025-10-16 10:59:27
