ETF代码,ETF名称,市场价格,IOPV,折溢价率,净值时间,计算时间,timestamp
159796,电池50ETF,1.0,0.9983,-0.17,2025-09-29 11:00:48+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
561910,电池ETF,0.85,0.8498,-0.02,2025-09-29 11:00:39+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
561160,锂电池ETF,0.851,0.8492,-0.21,2025-09-29 11:00:41+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
562880,电池ETF嘉实,0.867,0.8664,-0.07,2025-09-29 11:00:35+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
159767,电池龙头ETF,0.88,0.8776,-0.27,2025-09-29 11:00:48+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
159755,电池ETF,1.079,1.0768,-0.2,2025-09-29 11:00:48+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
159775,电池ETF基金,0.901,0.8995,-0.17,2025-09-29 11:00:48+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
159840,锂电池ETF,0.864,0.863,-0.12,2025-09-29 11:00:48+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
159757,电池ETF景顺,0.892,0.8934,0.16,2025-09-29 11:00:48+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
159305,储能电池ETF广发,1.918,1.9165,-0.08,2025-09-29 11:00:54+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
159566,储能电池ETF,2.164,2.1646,0.03,2025-09-29 11:00:54+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
159637,新能源车龙头ETF,0.915,0.9146,-0.04,2025-09-29 11:00:51+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
515700,新能车ETF,2.459,2.4624,0.14,2025-09-29 11:00:41+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
516660,新能源车ETF基金,1.133,1.1335,0.04,2025-09-29 11:00:41+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
159806,新能源车ETF,0.804,0.8019,-0.26,2025-09-29 11:00:48+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
159824,新能车ETF,1.23,1.2309,0.07,2025-09-29 11:00:48+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
159387,创业板新能源ETF国泰,1.703,1.7027,-0.02,2025-09-29 11:00:54+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
515030,新能源车ETF,1.843,1.8437,0.04,2025-09-29 11:00:44+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
516390,新能源汽车ETF,1.0,1.0016,0.16,2025-09-29 11:00:40+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
159752,新能源龙头ETF,0.686,0.6844,-0.23,2025-09-29 11:00:51+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
159261,创业板新能源ETF鹏华,1.616,1.6206,0.28,2025-09-29 11:00:54+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
516270,新能源50ETF,0.667,0.6673,0.04,2025-09-29 11:00:42+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
513090,香港证券ETF,2.243,2.2397,-0.15,2025-09-29 11:00:44+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
159368,创业板新能源ETF华夏,1.537,1.539,0.13,2025-09-29 11:00:54+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
159875,新能源ETF,0.658,0.6577,-0.05,2025-09-29 11:00:48+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
588960,科创板新能源ETF,1.382,1.3838,0.13,2025-09-29 11:00:37+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
516090,新能源ETF易方达,0.541,0.5417,0.13,2025-09-29 11:00:41+08:00,2025-09-29 11:00:36,2025-09-29 11:00:59
