ETF代码,ETF名称,市场价格,IOPV,折溢价率,净值时间,计算时间,timestamp
159583,通信设备ETF,2.191,2.1927,0.08,2025-10-24 10:56:42+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
159994,5GETF,1.724,1.723,-0.06,2025-10-24 10:56:39+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
159206,卫星ETF,1.165,1.1649,-0.01,2025-10-24 10:56:48+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
563230,卫星ETF,1.004,1.0024,-0.16,2025-10-24 10:56:31+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
562820,集成电路ETF,2.375,2.3757,0.03,2025-10-24 10:56:29+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
159546,集成电路ETF,1.921,1.9232,0.11,2025-10-24 10:56:42+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
588990,科创芯片ETF博时,2.541,2.5401,-0.04,2025-10-24 10:56:29+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
588810,科创芯片ETF富国,1.722,1.7208,-0.07,2025-10-24 10:56:28+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
588290,科创芯片ETF基金,2.394,2.3932,-0.03,2025-10-24 10:56:28+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
588780,科创芯片设计ETF,1.613,1.6134,0.02,2025-10-24 10:56:29+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
159218,卫星产业ETF,1.219,1.2184,-0.05,2025-10-24 10:56:48+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
159732,消费电子ETF,1.131,1.1288,-0.19,2025-10-24 10:56:39+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
588750,科创芯片50ETF,1.636,1.6347,-0.08,2025-10-24 10:56:27+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
589100,科创芯片ETF国泰,1.567,1.5678,0.05,2025-10-24 10:56:29+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
588920,科创芯片ETF指数,1.572,1.5721,0.01,2025-10-24 10:56:29+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
515050,5G通信ETF,2.105,2.1052,0.01,2025-10-24 10:56:34+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
588200,科创芯片ETF,2.45,2.4503,0.01,2025-10-24 10:56:29+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
588890,科创芯片ETF南方,2.751,2.7534,0.09,2025-10-24 10:56:28+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
159599,芯片ETF基金,2.129,2.1291,0.0,2025-10-24 10:56:42+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
588110,科创成长ETF,1.842,1.8405,-0.08,2025-10-24 10:56:28+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
515880,通信ETF,2.709,2.7119,0.11,2025-10-24 10:56:33+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
513310,中韩半导体ETF,2.461,2.4554,-0.23,2025-10-24 10:56:35+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
159811,5G50ETF,2.153,2.1551,0.1,2025-10-24 10:56:36+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
512480,半导体ETF,1.5,1.4996,-0.03,2025-10-24 10:56:39+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
512220,TMTETF,2.77,2.773,0.11,2025-10-24 10:56:36+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
159997,电子ETF,1.675,1.6777,0.16,2025-10-24 10:56:39+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
516920,芯片50ETF,1.072,1.0712,-0.07,2025-10-24 10:56:32+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
588720,科创50ETF中银,1.443,1.444,0.07,2025-10-24 10:56:29+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
159325,半导体ETF南方,1.546,1.5473,0.08,2025-10-24 10:56:45+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
159327,半导体设备ETF基金,1.729,1.7272,-0.1,2025-10-24 10:56:39+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
159310,芯片ETF天弘,2.132,2.1331,0.05,2025-10-24 10:56:45+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
159560,芯片ETF景顺,1.711,1.7153,0.25,2025-10-24 10:56:42+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
159388,创业板人工智能ETF国泰,1.761,1.7637,0.15,2025-10-24 10:56:45+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
588100,科创信息技术ETF,2.007,2.0095,0.12,2025-10-24 10:56:31+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
588020,科创成长50ETF,1.88,1.8804,0.02,2025-10-24 10:56:31+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
512760,芯片ETF,1.674,1.6729,-0.07,2025-10-24 10:56:37+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
589700,科创成长ETF南方,1.575,1.5796,0.29,2025-10-24 10:56:27+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
516350,芯片ETF易方达,1.23,1.2309,0.07,2025-10-24 10:56:34+08:00,2025-10-24 10:56:25,2025-10-24 10:56:49
