日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,股票名称,前收盘,复权状态,交易状态,动态市盈率,动态市现率,动态市净率
2022-03-11,688103,40.700,41.000,41.130,38.700,804001,32964041.00,6.28,0.59,0.24,0.00,688103,40.76,不复权,正常交易,,,
2022-03-14,688103,40.300,39.900,41.480,39.330,370054,14765154.60,5.47,-2.68,-1.10,0.00,688103,41.00,不复权,正常交易,,,
2022-03-15,688103,40.100,38.850,40.100,37.460,494419,19208178.15,7.05,-2.63,-1.05,0.00,688103,39.90,不复权,正常交易,,,
2022-03-16,688103,39.010,38.430,39.200,36.500,609812,23435075.16,7.40,-1.08,-0.42,0.00,688103,38.85,不复权,正常交易,,,
2022-03-17,688103,38.500,40.370,41.220,38.500,631933,25511135.21,7.06,5.05,1.94,0.00,688103,38.43,不复权,正常交易,,,
2022-03-18,688103,41.100,38.920,41.100,38.530,1112393,43294335.56,6.67,-3.59,-1.45,0.00,688103,40.37,不复权,正常交易,,,
2022-03-21,688103,38.600,40.020,40.310,38.510,644663,25799413.26,4.67,2.83,1.10,0.00,688103,38.92,不复权,正常交易,,,
2022-03-22,688103,40.120,43.880,44.120,39.500,1389701,60980079.88,11.70,9.65,3.86,0.00,688103,40.02,不复权,正常交易,,,
2022-03-23,688103,43.730,44.600,45.860,43.070,853844,38081442.40,6.48,1.64,0.72,0.00,688103,43.88,不复权,正常交易,,,
2022-03-24,688103,42.270,43.760,45.200,42.110,488968,21397239.68,7.34,-1.88,-0.84,0.00,688103,44.60,不复权,正常交易,,,
2022-03-25,688103,43.760,44.810,45.390,43.330,528282,23672316.42,4.75,2.40,1.05,0.00,688103,43.76,不复权,正常交易,,,
2022-03-28,688103,44.810,41.730,45.020,41.630,720329,30059329.17,8.14,-6.87,-3.08,0.00,688103,44.81,不复权,正常交易,,,
2022-03-29,688103,42.110,41.270,42.500,40.600,281745,11627616.15,4.68,-1.10,-0.46,0.00,688103,41.73,不复权,正常交易,,,
2022-03-30,688103,41.860,41.310,41.870,40.680,197488,8158229.28,2.93,0.10,0.04,0.00,688103,41.27,不复权,正常交易,,,
2022-03-31,688103,41.320,40.910,41.560,40.040,263910,10796558.10,3.80,-0.97,-0.40,0.00,688103,41.31,不复权,正常交易,,,
2022-04-01,688103,40.900,41.410,41.680,39.590,264305,10944870.05,5.28,1.22,0.50,0.00,688103,40.91,不复权,正常交易,,,
2022-04-06,688103,41.410,39.840,41.680,39.100,463685,18473210.40,6.60,-3.79,-1.57,0.00,688103,41.41,不复权,正常交易,,,
2022-04-07,688103,39.200,38.870,39.310,37.680,417319,16221189.53,4.33,-2.43,-0.97,0.00,688103,39.84,不复权,正常交易,,,
2022-04-08,688103,38.390,38.070,38.700,37.300,269802,10271362.14,3.75,-2.06,-0.80,0.00,688103,38.87,不复权,正常交易,,,
2022-04-11,688103,37.100,36.000,37.990,36.000,317594,11433384.00,5.53,-5.44,-2.07,0.00,688103,38.07,不复权,正常交易,,,
2022-04-12,688103,36.300,36.950,37.000,35.400,220400,8143780.00,4.52,2.64,0.95,0.00,688103,36.00,不复权,正常交易,,,
2022-04-13,688103,36.360,35.300,36.680,34.700,518225,18293342.50,5.71,-4.47,-1.65,0.00,688103,36.95,不复权,正常交易,,,
2022-04-14,688103,35.350,34.360,35.900,34.250,184249,6330795.64,4.82,-2.66,-0.94,0.00,688103,35.30,不复权,正常交易,,,
2022-04-15,688103,34.300,32.500,34.300,32.170,317172,10308090.00,6.62,-5.41,-1.86,0.00,688103,34.36,不复权,正常交易,,,
2022-04-18,688103,32.720,34.600,34.680,31.770,340062,11766145.20,9.16,6.46,2.10,0.00,688103,32.50,不复权,正常交易,,,
2022-04-19,688103,34.990,33.940,35.400,33.000,342084,11610330.96,7.27,-1.91,-0.66,0.00,688103,34.60,不复权,正常交易,,,
2022-04-20,688103,33.500,32.940,33.500,32.000,490563,16159145.22,4.69,-2.95,-1.00,0.00,688103,33.94,不复权,正常交易,,,
2022-04-21,688103,33.000,31.890,33.470,31.070,555831,17725450.59,7.72,-3.19,-1.05,0.00,688103,32.94,不复权,正常交易,,,
2022-04-22,688103,31.890,31.000,32.120,30.900,363191,11258921.00,3.95,-2.79,-0.89,0.00,688103,31.89,不复权,正常交易,,,
2022-04-25,688103,30.660,28.180,30.900,27.360,539027,15189780.86,12.94,-9.10,-2.82,0.00,688103,31.00,不复权,正常交易,,,
2022-04-26,688103,28.180,26.750,29.770,26.280,389207,10411287.25,13.28,-5.07,-1.43,0.00,688103,28.18,不复权,正常交易,,,
2022-04-27,688103,26.350,28.900,29.540,25.690,704787,20368344.30,14.99,8.04,2.15,0.00,688103,26.75,不复权,正常交易,,,
2022-04-28,688103,29.800,29.710,31.210,28.170,939488,27912188.48,10.79,2.80,0.81,0.00,688103,28.90,不复权,正常交易,,,
2022-04-29,688103,30.790,30.180,30.790,29.130,430257,12985156.26,5.70,1.58,0.47,0.00,688103,29.71,不复权,正常交易,,,
2022-05-05,688103,30.000,30.870,31.010,29.300,408824,12620396.88,5.84,2.29,0.69,0.00,688103,30.18,不复权,正常交易,,,
2022-05-06,688103,30.000,30.780,31.410,29.100,288441,8878213.98,7.94,-0.29,-0.09,0.00,688103,30.87,不复权,正常交易,,,
2022-05-09,688103,30.300,30.200,31.230,29.680,325926,9842965.20,5.22,-1.88,-0.58,0.00,688103,30.78,不复权,正常交易,,,
2022-05-10,688103,29.290,31.770,32.760,28.230,768947,24429446.19,16.05,5.20,1.57,0.00,688103,30.20,不复权,正常交易,,,
2022-05-11,688103,33.000,31.990,33.280,31.210,500140,15999478.60,6.63,0.69,0.22,0.00,688103,31.77,不复权,正常交易,,,
