日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2024-11-13,0.934,0.952,0.922,0.949,5446200,5168443.81,3.25,0.0,0.0,7.38,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-11-14,0.949,0.965,0.93,0.932,4707100,4387017.11,3.76,-1.79,-0.017,6.38,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-11-15,0.928,0.958,0.928,0.937,3769100,3531646.61,3.23,0.54,0.005,5.11,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-11-18,0.945,0.945,0.893,0.899,4052600,3643287.36,5.82,-4.06,-0.038,5.5,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-11-19,0.899,0.913,0.891,0.908,3760400,3414443.17,2.47,1.0,0.009,5.1,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-11-20,0.91,0.945,0.904,0.937,5637800,5282618.47,4.54,3.19,0.029,7.64,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-11-21,0.937,0.938,0.921,0.929,3522400,3272309.67,1.85,-0.85,-0.008,4.78,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-11-22,0.911,0.94,0.902,0.902,3722900,3358055.84,4.21,-2.91,-0.027,5.05,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-11-25,0.91,0.916,0.892,0.915,5041100,4612606.61,2.69,1.44,0.013,6.84,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-11-26,0.916,0.937,0.901,0.91,3605400,3280914.09,4.0,-0.55,-0.005,4.89,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-11-27,0.906,0.948,0.894,0.943,6280700,5922700.22,6.04,3.63,0.033,8.52,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-11-28,0.939,0.961,0.922,0.925,6541700,6051072.58,4.23,-1.91,-0.018,8.87,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-11-29,0.924,0.946,0.912,0.938,2237800,2099056.45,3.73,1.41,0.013,3.03,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-12-02,0.939,0.962,0.939,0.959,4350700,4172321.26,2.45,2.24,0.021,5.9,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-12-03,0.963,0.965,0.94,0.956,3630800,3471044.69,2.66,-0.31,-0.003,4.92,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-12-04,0.956,0.957,0.938,0.948,3545900,3361513.25,2.03,-0.84,-0.008,4.81,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-12-05,0.939,0.978,0.939,0.974,5210100,5074637.28,4.15,2.74,0.026,7.06,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-12-06,0.977,1.003,0.975,1.003,5854600,5872163.92,2.87,2.98,0.029,7.94,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-12-09,1.0,1.002,0.979,0.992,7205800,7148153.48,2.35,-1.1,-0.011,9.77,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-12-10,1.036,1.036,0.99,0.994,4746100,4717623.48,4.65,0.2,0.002,6.44,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-12-11,0.994,0.999,0.984,0.986,2329600,2296985.6,1.52,-0.8,-0.008,3.16,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-12-12,0.986,0.999,0.983,0.999,2539000,2536461.03,1.63,1.32,0.013,3.44,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-12-13,0.999,1.001,0.985,0.986,3887700,3833272.21,1.62,-1.3,-0.013,5.27,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
2024-12-16,0.986,0.994,0.968,0.972,2215300,2153271.61,2.69,-1.42,-0.014,3.0,0.0,0.0,0.0,517770,游戏传媒ETF,2025-11-13 11:03:41
