日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2024-11-13,0.459,0.469,0.452,0.467,87999100,41095580.37,0.0,0.0,,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-11-14,0.466,0.467,0.45,0.452,70820100,32010684.64,3.64,-3.21,-0.015,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-11-15,0.448,0.452,0.433,0.434,109285006,47429691.01,4.2,-3.98,-0.018,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-11-18,0.434,0.434,0.417,0.422,118696000,50089710.92,3.92,-2.76,-0.012,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-11-19,0.424,0.436,0.419,0.436,77969688,33994783.15,4.03,3.32,0.014,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-11-20,0.433,0.439,0.43,0.436,60099478,26203371.78,2.06,0.0,0.0,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-11-21,0.433,0.44,0.433,0.437,69390300,30323561.55,1.61,0.23,0.001,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-11-22,0.436,0.437,0.419,0.419,96642600,40493249.38,4.12,-4.12,-0.018,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-11-25,0.42,0.423,0.411,0.419,73354125,30735378.36,2.86,0.0,0.0,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-11-26,0.419,0.421,0.414,0.415,61048600,25335168.49,1.67,-0.95,-0.004,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-11-27,0.413,0.427,0.409,0.427,86494000,36932936.8,4.34,2.89,0.012,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-11-28,0.426,0.426,0.417,0.418,56878700,23775297.32,2.11,-2.11,-0.009,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-11-29,0.417,0.438,0.416,0.429,117305811,50324191.77,5.26,2.63,0.011,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-12-02,0.427,0.436,0.425,0.435,104193300,45324085.75,2.56,1.4,0.006,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-12-03,0.436,0.436,0.429,0.434,112385200,48775175.17,1.61,-0.23,-0.001,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-12-04,0.433,0.433,0.426,0.427,67215800,28701145.67,1.61,-1.61,-0.007,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-12-05,0.426,0.432,0.426,0.429,46405900,19908130.65,1.41,0.47,0.002,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-12-06,0.429,0.444,0.428,0.439,238285490,104607332.61,3.73,2.33,0.01,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-12-09,0.439,0.439,0.431,0.434,101652700,44117270.32,1.82,-1.14,-0.005,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-12-10,0.47,0.471,0.436,0.437,220605700,96404692.32,8.06,0.69,0.003,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-12-11,0.436,0.438,0.434,0.436,88739100,38690246.67,0.92,-0.23,-0.001,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-12-12,0.434,0.445,0.434,0.443,79574877,35251669.62,2.52,1.61,0.007,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-12-13,0.439,0.439,0.43,0.431,98559400,42479100.84,2.03,-2.71,-0.012,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-12-16,0.429,0.43,0.421,0.422,100939700,42596552.49,2.09,-2.09,-0.009,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-12-17,0.422,0.43,0.422,0.424,120910833,51266192.59,1.9,0.47,0.002,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-12-18,0.425,0.427,0.422,0.424,71393100,30270674.04,1.18,0.0,0.0,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-12-19,0.421,0.428,0.418,0.426,87010377,37066420.52,2.36,0.47,0.002,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
2024-12-20,0.424,0.431,0.424,0.426,80496005,34291298.05,1.64,0.0,0.0,0.0,0,0.0,0,159814,创业大盘ETF,2025-11-13 22:03:28
