日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2024-11-13,1.057,1.058,1.042,1.057,4290607,4535171.77,1.54,0.0,0.0,6.6,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-11-14,1.057,1.057,1.03,1.031,7937604,8183669.87,2.62,-2.46,-0.026,12.2,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-11-15,1.031,1.038,1.01,1.011,3794800,3836542.94,2.77,-1.94,-0.02,5.83,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-11-18,1.014,1.019,0.99,0.998,4632414,4623149.29,2.93,-1.29,-0.013,7.12,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-11-19,0.996,1.012,0.991,1.012,4496902,4550864.67,2.12,1.4,0.014,6.91,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-11-20,1.013,1.025,1.004,1.021,5094300,5201280.44,2.09,0.89,0.009,7.83,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-11-21,1.019,1.022,1.013,1.018,2185800,2225144.41,0.89,-0.29,-0.003,3.36,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-11-22,1.018,1.019,0.98,0.981,5872100,5760530.14,3.98,-3.63,-0.037,9.03,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-11-25,0.984,0.988,0.971,0.985,2525400,2487519.04,1.75,0.41,0.004,3.88,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-11-26,0.985,0.988,0.975,0.976,2246409,2192495.21,1.33,-0.91,-0.009,3.45,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-11-27,0.971,0.996,0.962,0.995,2706731,2693197.36,3.53,1.95,0.019,4.16,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-11-28,0.995,0.999,0.987,0.989,2486500,2459148.56,1.22,-0.6,-0.006,3.82,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-11-29,0.99,1.032,0.986,1.001,3459109,3462568.27,4.67,1.21,0.012,5.32,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-02,1.001,1.023,1.001,1.017,3604100,3665369.56,2.2,1.6,0.016,5.54,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-03,1.019,1.022,1.01,1.015,3030506,3075963.55,1.19,-0.2,-0.002,4.66,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-04,1.016,1.022,1.006,1.008,1783000,1797264.03,1.59,-0.69,-0.007,2.74,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-05,1.005,1.014,1.005,1.013,6020620,6098888.13,0.9,0.5,0.005,9.25,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-06,1.015,1.03,1.009,1.025,3301804,3384349.02,2.08,1.18,0.012,5.08,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-09,1.026,1.027,1.014,1.018,2954510,3007691.2,1.28,-0.68,-0.007,4.54,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-10,1.05,1.059,1.03,1.035,11804920,12218091.81,2.82,1.67,0.017,18.15,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-11,1.035,1.045,1.031,1.045,5124202,5354790.87,1.36,0.97,0.01,7.88,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-12,1.045,1.052,1.038,1.05,4147102,4354456.9,1.35,0.48,0.005,6.37,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-13,1.045,1.045,1.033,1.035,1759800,1821392.94,1.16,-1.43,-0.015,2.7,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-16,1.034,1.034,1.022,1.026,2170201,2226626.28,1.17,-0.87,-0.009,3.34,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-17,1.021,1.025,1.013,1.015,1542502,1565639.51,1.18,-1.07,-0.011,2.37,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-18,1.021,1.027,1.015,1.018,2173700,2212826.61,1.18,0.3,0.003,3.34,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-19,1.013,1.029,1.011,1.024,2690200,2754764.93,1.78,0.59,0.006,4.14,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-20,1.024,1.043,1.021,1.036,2814907,2916243.69,2.15,1.17,0.012,4.33,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-23,1.031,1.036,1.018,1.018,1404400,1429679.21,1.77,-1.74,-0.018,2.16,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-24,1.022,1.029,1.018,1.027,1737101,1784002.64,1.08,0.88,0.009,2.67,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-25,1.023,1.024,1.014,1.018,1462700,1489028.61,0.99,-0.88,-0.009,2.25,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-26,1.014,1.028,1.014,1.028,1282910,1318831.48,1.38,0.98,0.01,1.97,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-27,1.028,1.042,1.028,1.032,4130807,4262992.6,1.36,0.39,0.004,6.35,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-30,1.028,1.038,1.028,1.032,469000,484007.97,0.97,0.0,0.0,0.72,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2024-12-31,1.032,1.032,1.008,1.011,3001006,3034017.18,2.38,-2.03,-0.021,4.61,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2025-01-02,1.006,1.006,0.967,0.973,5228900,5087719.65,4.03,-3.76,-0.038,8.04,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2025-01-03,0.973,0.985,0.959,0.96,2622800,2517887.94,2.71,-1.34,-0.013,4.03,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2025-01-06,0.96,0.968,0.954,0.957,2262500,2165212.54,1.47,-0.31,-0.003,3.48,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2025-01-07,0.965,0.971,0.958,0.971,965901,937889.89,1.36,1.46,0.014,1.48,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2025-01-08,0.966,0.977,0.947,0.969,7762302,7521670.5,3.17,-0.21,-0.002,11.93,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2025-01-09,0.966,0.974,0.966,0.971,2434200,2363608.24,0.83,0.21,0.002,3.74,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2025-01-10,0.973,0.975,0.96,0.96,1387300,1331807.97,1.56,-1.13,-0.011,2.13,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2025-01-13,0.955,0.965,0.952,0.957,776803,743400.48,1.37,-0.31,-0.003,1.19,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2025-01-14,0.961,0.99,0.961,0.989,2997400,2964428.67,3.02,3.34,0.032,4.61,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
2025-01-15,1.0,1.0,0.98,0.981,1440500,1413130.51,2.04,-0.81,-0.008,2.21,0.0,0.0,0.0,159678,中证500增强ETF,2025-11-13 09:27:21
