日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,ETF代码,ETF名称,爬取时间,折价率
2025-01-27,0.9980000257492065,0.9990000128746033,0.9819999933242798,0.9829999804496765,30251800,29737518.81,0.0,0.0,,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-05,1.0019999742507935,1.0110000371932983,0.9959999918937683,1.0049999952316284,63485700,63803128.2,1.53,2.24,0.022000014781951904,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-06,0.9990000128746033,1.0360000133514404,0.9919999837875366,1.034999966621399,52984900,54839369.73,4.38,2.99,0.029999971389770508,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-07,1.034999966621399,1.0579999685287476,1.0260000228881836,1.0429999828338623,25498700,26595143.66,3.09,0.77,0.008000016212463379,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-10,1.0460000038146973,1.0640000104904175,1.0420000553131104,1.059999942779541,17837400,18907642.98,2.11,1.63,0.01699995994567871,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-11,1.0609999895095825,1.062000036239624,1.0410000085830688,1.0509999990463257,26398400,27744718.37,1.98,-0.85,-0.008999943733215332,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-12,1.0540000200271606,1.0700000524520874,1.0440000295639038,1.0700000524520874,18268500,19547295.96,2.47,1.81,0.01900005340576172,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-13,1.065999984741211,1.065999984741211,1.0420000553131104,1.0429999828338623,15146900,15798216.44,2.24,-2.52,-0.027000069618225098,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-14,1.0410000085830688,1.0490000247955322,1.0329999923706055,1.0479999780654907,9805600,10276268.58,1.53,0.48,0.004999995231628418,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-17,1.0570000410079956,1.062999963760376,1.0499999523162842,1.0609999895095825,23503700,24937425.45,1.24,1.24,0.013000011444091797,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-18,1.062000036239624,1.062000036239624,1.0290000438690186,1.0379999876022339,17992000,18675695.78,3.11,-2.17,-0.023000001907348633,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-19,1.031000018119812,1.059999942779541,1.031000018119812,1.059000015258789,13336300,14123141.9,2.79,2.02,0.021000027656555176,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-20,1.059000015258789,1.065000057220459,1.0460000038146973,1.0570000410079956,12147300,12839696.6,1.79,-0.19,-0.001999974250793457,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-21,1.0609999895095825,1.2680000066757202,1.0609999895095825,1.13100004196167,27846800,31494731.97,19.58,7.0,0.07400000095367432,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-24,1.128000020980835,1.1710000038146973,1.1100000143051147,1.128000020980835,46577600,52539533.78,5.39,-0.27,-0.003000020980834961,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-25,1.100000023841858,1.1460000276565552,1.100000023841858,1.13100004196167,28092600,31772731.78,4.08,0.27,0.003000020980834961,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-26,1.13100004196167,1.159000039100647,1.11899995803833,1.156999945640564,24623700,28489619.56,3.54,2.3,0.025999903678894043,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-27,1.1540000438690186,1.1690000295639038,1.1299999952316284,1.1510000228881836,25546000,29403446.58,3.37,-0.52,-0.005999922752380371,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-02-28,1.1480000019073486,1.1480000019073486,1.1030000448226929,1.1069999933242798,30009500,33220516.3,3.91,-3.82,-0.04400002956390381,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-03,1.1069999933242798,1.1169999837875366,1.0820000171661377,1.090000033378601,24573700,26785333.82,3.16,-1.54,-0.01699995994567871,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-04,1.0829999446868896,1.1139999628067017,1.0750000476837158,1.1080000400543213,19678300,21803557.19,3.58,1.65,0.018000006675720215,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-05,1.1009999513626099,1.1160000562667847,1.0980000495910645,1.1100000143051147,15335600,17022516.22,1.62,0.18,0.001999974250793457,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-06,1.121000051498413,1.1510000228881836,1.121000051498413,1.1469999551773071,35627200,40864396.8,2.7,3.33,0.03699994087219238,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-07,1.1380000114440918,1.1480000019073486,1.128999948501587,1.1349999904632568,18041100,20476648.33,1.66,-1.05,-0.011999964714050293,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-10,1.1339999437332153,1.1380000114440918,1.1169999837875366,1.1360000371932983,13386800,15207405.3,1.85,0.09,0.001000046730041504,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-11,1.1150000095367432,1.1299999952316284,1.1150000095367432,1.1269999742507935,12067500,13600072.19,1.32,-0.79,-0.009000062942504883,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-12,1.1330000162124634,1.1380000114440918,1.1200000047683716,1.121999979019165,15534900,17430157.47,1.6,-0.44,-0.004999995231628418,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-13,1.121999979019165,1.121999979019165,1.093000054359436,1.097000002861023,19598100,21499115.76,2.58,-2.23,-0.02499997615814209,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-14,1.097000002861023,1.1169999837875366,1.093000054359436,1.1169999837875366,25779900,28796147.88,2.19,1.82,0.019999980926513672,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-17,1.1150000095367432,1.1169999837875366,1.1039999723434448,1.1109999418258667,11021000,12244330.36,1.16,-0.54,-0.006000041961669922,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-18,1.1100000143051147,1.13100004196167,1.1100000143051147,1.1180000305175781,11461200,12813621.95,1.89,0.63,0.007000088691711426,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-19,1.1119999885559082,1.1169999837875366,1.1030000448226929,1.1059999465942383,12034100,13309713.96,1.25,-1.07,-0.012000083923339844,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-20,1.1059999465942383,1.1080000400543213,1.090999960899353,1.090999960899353,12692500,13847517.0,1.54,-1.36,-0.014999985694885254,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-21,1.0870000123977661,1.093000054359436,1.0640000104904175,1.069000005722046,18293800,19556072.3,2.66,-2.02,-0.02199995517730713,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-24,1.0679999589920044,1.0759999752044678,1.0549999475479126,1.0750000476837158,18250700,19619503.37,1.96,0.56,0.006000041961669922,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-25,1.069000005722046,1.0750000476837158,1.0549999475479126,1.062000036239624,15731900,16707278.37,1.86,-1.21,-0.013000011444091797,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-26,1.0709999799728394,1.0709999799728394,1.0549999475479126,1.0570000410079956,13207400,13960222.34,1.51,-0.47,-0.004999995231628418,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-27,1.055999994277954,1.0779999494552612,1.0509999990463257,1.0679999589920044,12486300,13335367.89,2.55,1.04,0.010999917984008789,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-28,1.0670000314712524,1.0720000267028809,1.0549999475479126,1.0570000410079956,9323100,9854517.08,1.59,-1.03,-0.010999917984008789,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
2025-03-31,1.0449999570846558,1.065000057220459,1.0390000343322754,1.0509999990463257,13420500,14104945.49,2.46,-0.57,-0.006000041961669922,0.0,588870,科创50指数ETF,2025-11-13 21:23:09,0.0
