日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2024-11-13,0.9139999747276306,0.9229999780654907,0.9079999923706055,0.9229999780654907,84600.0,78085.8,1.65,0.0,0.0,0.09,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-11-14,0.9190000295639038,0.9200000166893005,0.8949999809265137,0.8949999809265137,116400.0,104178.0,2.79,-3.03,-0.02799999713897705,0.13,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-11-15,0.9020000100135803,0.9020000100135803,0.871999979019165,0.871999979019165,979200.0,853862.38,3.44,-2.57,-0.023000001907348633,1.08,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-11-18,0.8880000114440918,0.8880000114440918,0.8360000252723694,0.8410000205039978,746300.0,627638.32,6.22,-3.56,-0.030999958515167236,0.82,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-11-19,0.8479999899864197,0.8539999723434448,0.8309999704360962,0.8539999723434448,342300.0,292324.19,2.77,1.55,0.012999951839447021,0.38,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-11-20,0.859000027179718,0.8650000095367432,0.8560000061988831,0.8640000224113464,90100.0,77846.4,1.05,1.17,0.010000050067901611,0.1,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-11-21,0.8640000224113464,0.8640000224113464,0.8560000061988831,0.8560000061988831,14200.0,12155.2,0.93,-0.93,-0.008000016212463379,0.02,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-11-22,0.8619999885559082,0.8619999885559082,0.8299999833106995,0.8299999833106995,34500.0,28635.0,3.86,-3.04,-0.026000022888183594,0.04,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-11-25,0.847000002861023,0.847000002861023,0.8050000071525574,0.8140000104904175,91300.0,74318.2,5.22,-1.93,-0.015999972820281982,0.1,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-11-26,0.8299999833106995,0.8299999833106995,0.8169999718666077,0.8199999928474426,38800.0,31816.0,1.59,0.74,0.0059999823570251465,0.04,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-11-27,0.8090000152587891,0.8460000157356262,0.8050000071525574,0.8460000157356262,59200.0,50083.2,5.09,3.17,0.026000022888183594,0.07,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-11-28,0.8629999756813049,0.8629999756813049,0.8240000009536743,0.8240000009536743,908300.0,748439.2,4.73,-2.6,-0.022000014781951904,1.0,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-11-29,0.8460000157356262,0.8460000157356262,0.8199999928474426,0.8389999866485596,277700.0,232990.3,3.17,1.82,0.014999985694885254,0.31,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-12-02,0.8389999866485596,0.8569999933242798,0.8389999866485596,0.8539999723434448,169600.0,144838.4,2.15,1.79,0.014999985694885254,0.19,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-12-03,0.8560000061988831,0.8560000061988831,0.8399999737739563,0.847000002861023,73500.0,62254.5,1.9,-0.82,-0.006999969482421875,0.08,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-12-04,0.847000002861023,0.8510000109672546,0.8399999737739563,0.8410000205039978,143900.0,121019.9,1.31,-0.71,-0.0059999823570251465,0.16,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-12-05,0.8460000157356262,0.847000002861023,0.8410000205039978,0.8410000205039978,79500.0,66859.5,0.71,0.0,0.0,0.09,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-12-06,0.8410000205039978,0.878000020980835,0.8410000205039978,0.8579999804496765,1425100.0,1222735.77,4.4,2.02,0.01699995994567871,1.57,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
2024-12-09,0.8550000190734863,0.8610000014305115,0.8479999899864197,0.8539999723434448,235500.0,201116.99,1.53,-0.47,-0.0040000081062316895,0.26,0.0,0.0,0.0,159895,物联网ETF易方达,2025-11-13 07:50:39
