日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2024-11-13,0.8629999756813049,0.875,0.8500000238418579,0.871999979019165,25306000.0,22066831.47,2.94,0.0,0.0,1.84,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-11-14,0.8709999918937683,0.871999979019165,0.8410000205039978,0.8429999947547913,12115900.0,10213703.64,3.69,-3.33,-0.02899998426437378,0.88,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-11-15,0.8450000286102295,0.8510000109672546,0.8220000267028809,0.8230000138282776,8021100.0,6601365.41,3.53,-2.37,-0.019999980926513672,0.58,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-11-18,0.824999988079071,0.824999988079071,0.7929999828338623,0.800000011920929,8676400.0,6941120.1,4.04,-2.79,-0.023000001907348633,0.63,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-11-19,0.8040000200271606,0.8190000057220459,0.7889999747276306,0.8190000057220459,7224100.0,5916537.94,3.8,2.37,0.018999993801116943,0.52,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-11-20,0.8180000185966492,0.8209999799728394,0.8069999814033508,0.8199999928474426,9282500.0,7611649.93,1.73,0.12,0.0009999871253967285,0.67,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-11-21,0.8199999928474426,0.8209999799728394,0.8100000023841858,0.8169999718666077,13757400.0,11239795.41,1.36,-0.37,-0.003000020980834961,1.0,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-11-22,0.8130000233650208,0.8240000009536743,0.7850000262260437,0.7870000004768372,7906700.0,6222572.9,4.97,-3.67,-0.029999971389770508,0.57,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-11-25,0.7870000004768372,0.7879999876022339,0.7599999904632568,0.7720000147819519,4741076.0,3660110.74,3.68,-1.91,-0.014999985694885254,0.34,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-11-26,0.7720000147819519,0.7799999713897705,0.7670000195503235,0.7699999809265137,7599700.0,5851768.86,1.69,-0.26,-0.0020000338554382324,0.55,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-11-27,0.765999972820282,0.7960000038146973,0.7609999775886536,0.7960000038146973,9501000.0,7562796.04,4.6,3.38,0.026000022888183594,0.69,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-11-28,0.7960000038146973,0.800000011920929,0.7870000004768372,0.7889999747276306,7426900.0,5859823.91,1.65,-0.88,-0.00700002908706665,0.54,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-11-29,0.7889999747276306,0.8140000104904175,0.7860000133514404,0.8059999942779541,11686900.0,9419641.33,3.56,2.15,0.017000019550323486,0.85,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-02,0.8149999976158142,0.8240000009536743,0.8100000023841858,0.8190000057220459,5054200.0,4139389.83,1.73,1.61,0.013000011444091797,0.37,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-03,0.8199999928474426,0.8199999928474426,0.8009999990463257,0.8100000023841858,11631000.0,9421110.03,2.37,-1.1,-0.009000003337860107,0.85,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-04,0.8140000104904175,0.8220000267028809,0.8009999990463257,0.8029999732971191,7777100.0,6245011.09,2.62,-0.86,-0.00700002908706665,0.57,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-05,0.8029999732971191,0.8109999895095825,0.800000011920929,0.8059999942779541,7219100.0,5818594.56,1.37,0.37,0.003000020980834961,0.52,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-06,0.8090000152587891,0.8240000009536743,0.8059999942779541,0.8220000267028809,8605223.0,7073493.54,2.23,1.99,0.016000032424926758,0.63,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-09,0.8230000138282776,0.8240000009536743,0.8059999942779541,0.8130000233650208,5801600.0,4716700.94,2.23,-1.09,-0.009000003337860107,0.42,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-10,0.8579999804496765,0.8600000143051147,0.8149999976158142,0.8199999928474426,11477200.0,9411303.92,5.52,0.86,0.006999969482421875,0.83,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-11,0.8119999766349792,0.828000009059906,0.8080000281333923,0.8240000009536743,9106700.0,7503920.81,2.48,0.49,0.0040000081062316895,0.66,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-12,0.828000009059906,0.828000009059906,0.8159999847412109,0.8259999752044678,8232900.0,6800375.2,1.47,0.24,0.001999974250793457,0.6,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-13,0.8289999961853027,0.8289999961853027,0.8149999976158142,0.8159999847412109,9801800.0,7998268.65,1.72,-1.21,-0.009999990463256836,0.71,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-16,0.8090000152587891,0.8169999718666077,0.8019999861717224,0.8069999814033508,4682500.0,3778777.41,1.87,-1.1,-0.009000003337860107,0.34,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-17,0.8050000071525574,0.8159999847412109,0.8029999732971191,0.8040000200271606,6159500.0,4952238.12,1.62,-0.37,-0.0029999613761901855,0.45,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-18,0.8080000281333923,0.8209999799728394,0.8019999861717224,0.8180000185966492,6241400.0,5105465.32,2.37,1.74,0.013999998569488525,0.45,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-19,0.8169999718666077,0.8429999947547913,0.8080000281333923,0.8410000205039978,9105400.0,7657641.59,4.33,2.81,0.023000001907348633,0.66,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-20,0.8410000205039978,0.8679999709129333,0.8360000252723694,0.8550000190734863,10884700.0,9306418.71,3.83,1.66,0.013999998569488525,0.79,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-23,0.8669999837875366,0.8669999837875366,0.8379999995231628,0.8389999866485596,12593500.0,10565946.33,3.46,-1.87,-0.016000032424926758,0.92,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-24,0.8389999866485596,0.8510000109672546,0.8309999704360962,0.8510000109672546,7082700.0,6027377.78,2.41,1.43,0.012000024318695068,0.51,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-25,0.8510000109672546,0.859000027179718,0.8410000205039978,0.8460000157356262,7057900.0,5970983.51,2.14,-0.59,-0.004999995231628418,0.51,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
2024-12-26,0.843999981880188,0.8669999837875366,0.843999981880188,0.8659999966621399,9986300.0,8648135.77,2.73,2.36,0.019999980926513672,0.73,0.0,0.0,0.0,562950,消费电子ETF易方达,2025-11-13 07:50:23
