日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2025-01-20,1.023,1.034,1.011,1.03,173789100,179002768.03,0.0,0.0,,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
2025-01-21,1.035,1.04,1.021,1.033,68577840,70840908.2,1.84,0.29,0.003,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
2025-01-22,1.031,1.033,1.017,1.029,18123150,18648722.15,1.55,-0.39,-0.004,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
2025-01-23,1.03,1.051,1.023,1.026,20370530,20900164.25,2.72,-0.29,-0.003,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
2025-01-24,1.017,1.044,1.017,1.041,21032550,21894884.73,2.63,1.46,0.015,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
2025-01-27,1.039,1.04,1.01,1.01,13462720,13597347.07,2.88,-2.98,-0.031,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
2025-02-05,1.015,1.015,0.999,1.003,5367126,5383227.49,1.58,-0.69,-0.007,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
2025-02-06,1.001,1.032,1.001,1.031,14586790,15038980.75,3.09,2.79,0.028,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
2025-02-07,1.034,1.071,1.034,1.057,12705670,13429893.71,3.59,2.52,0.026,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
2025-02-10,1.06,1.066,1.046,1.062,14168120,15046543.95,1.89,0.47,0.005,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
2025-02-11,1.056,1.056,1.042,1.047,4684001,4904149.28,1.32,-1.41,-0.015,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
2025-02-12,1.042,1.06,1.039,1.06,9965717,10563659.45,2.01,1.24,0.013,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
2025-02-13,1.055,1.062,1.049,1.05,11537470,12114342.95,1.23,-0.94,-0.01,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
2025-02-14,1.052,1.069,1.052,1.066,15431880,16450383.84,1.62,1.52,0.016,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
2025-02-17,1.08,1.08,1.061,1.074,12103580,12999244.93,1.78,0.75,0.008,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
2025-02-18,1.076,1.083,1.051,1.055,7658328,8079535.64,2.98,-1.77,-0.019,0.0,0,0.0,0,159370,创50ETF工银,2025-11-13 22:03:28
