日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,ETF代码,ETF名称,爬取时间,折价率
2025-10-09,1.6799999475479126,1.715000033378601,1.6770000457763672,1.6929999589920044,128947500,218308112.21,0.0,0.0,,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-10,1.6820000410079956,1.6829999685287476,1.6069999933242798,1.61899995803833,133201200,215652737.21,4.49,-4.37,-0.07400000095367432,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-13,1.5269999504089355,1.6369999647140503,1.5230000019073486,1.6230000257492065,111039700,180217435.96,7.04,0.25,0.004000067710876465,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-14,1.6239999532699585,1.6319999694824219,1.534999966621399,1.5420000553131104,111789100,172378798.38,5.98,-4.99,-0.08099997043609619,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-15,1.5410000085830688,1.5709999799728394,1.5199999809265137,1.5679999589920044,64874670,101723479.9,3.31,1.69,0.025999903678894043,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-16,1.5579999685287476,1.5729999542236328,1.5420000553131104,1.5579999685287476,55419500,86343579.26,1.98,-0.64,-0.009999990463256836,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-17,1.559000015258789,1.562000036239624,1.5149999856948853,1.5180000066757202,79920890,121319911.55,3.02,-2.57,-0.039999961853027344,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-20,1.5460000038146973,1.5779999494552612,1.5329999923706055,1.5449999570846558,109023400,168441148.32,2.96,1.78,0.026999950408935547,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-21,1.5509999990463257,1.6130000352859497,1.5479999780654907,1.6039999723434448,101790900,163272600.78,4.21,3.82,0.05900001525878906,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-22,1.593999981880188,1.6119999885559082,1.5870000123977661,1.590999960899353,75079400,119451322.46,1.56,-0.81,-0.013000011444091797,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-23,1.590000033378601,1.590999960899353,1.5520000457763672,1.5870000123977661,52221530,82875568.76,2.45,-0.25,-0.003999948501586914,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-24,1.6019999980926514,1.6519999504089355,1.5950000286102295,1.649999976158142,111077000,183277047.35,3.59,3.97,0.06299996376037598,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-27,1.6729999780654907,1.687000036239624,1.6629999876022339,1.684000015258789,102462500,172546851.56,1.45,2.06,0.03400003910064697,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-28,1.6770000457763672,1.7280000448226929,1.6729999780654907,1.6979999542236328,114908300,195114288.14,3.27,0.83,0.01399993896484375,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-29,1.7100000381469727,1.7239999771118164,1.6829999685287476,1.7089999914169312,69293640,118422830.17,2.41,0.65,0.01100003719329834,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-30,1.7020000219345093,1.715999960899353,1.6699999570846558,1.6799999475479126,65502220,110043726.16,2.69,-1.7,-0.029000043869018555,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-10-31,1.6749999523162842,1.6779999732971191,1.6390000581741333,1.652999997138977,58683400,97003660.03,2.32,-1.61,-0.026999950408935547,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-11-03,1.6449999809265137,1.6649999618530273,1.6339999437332153,1.6629999876022339,68178990,113381659.52,1.88,0.6,0.009999990463256836,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-11-04,1.6610000133514404,1.6740000247955322,1.6330000162124634,1.6469999551773071,44037940,72530485.21,2.47,-0.96,-0.016000032424926758,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-11-05,1.6039999723434448,1.6349999904632568,1.6019999980926514,1.6260000467300415,41771490,67920444.69,2.0,-1.28,-0.020999908447265625,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-11-06,1.6360000371932983,1.659999966621399,1.6260000467300415,1.6549999713897705,46409900,76808383.17,2.09,1.78,0.028999924659729004,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-11-07,1.6349999904632568,1.6519999504089355,1.6169999837875366,1.621000051498413,46771600,75816766.01,2.11,-2.05,-0.03399991989135742,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-11-10,1.6339999437332153,1.6390000581741333,1.5859999656677246,1.6130000352859497,54657570,88162662.34,3.27,-0.49,-0.008000016212463379,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-11-11,1.61899995803833,1.628000020980835,1.5750000476837158,1.5779999494552612,45667750,72063707.19,3.29,-2.17,-0.03500008583068848,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
2025-11-12,1.5700000524520874,1.5820000171661377,1.5449999570846558,1.5800000429153442,55357620,87465041.98,2.34,0.13,0.002000093460083008,0.0,516510,云计算ETF,2025-11-13 21:23:22,0.0
