日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2024-11-13,1.168,1.2,1.165,1.183,60147100,71154017.41,3.0,0.0,0.0,0.56,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-11-14,1.171,1.179,1.127,1.13,73952200,83565985.65,4.61,-4.48,-0.053,0.69,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-11-15,1.127,1.134,1.095,1.097,85577400,93878408.04,3.56,-2.92,-0.033,0.8,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-11-18,1.098,1.108,1.068,1.074,53294850,57238668.95,3.75,-2.1,-0.023,0.5,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-11-19,1.072,1.097,1.059,1.094,59920900,65553463.51,3.59,1.86,0.02,0.56,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-11-20,1.094,1.114,1.092,1.109,29933300,33196028.73,2.01,1.37,0.015,0.28,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-11-21,1.109,1.117,1.098,1.11,27150700,30137277.39,1.73,0.09,0.001,0.25,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-11-22,1.107,1.14,1.095,1.107,59879200,66286274.0,4.11,-0.27,-0.003,0.56,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-11-25,1.098,1.121,1.094,1.113,60420500,67248018.63,2.47,0.54,0.006,0.56,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-11-26,1.111,1.111,1.074,1.077,31383800,33800353.29,3.45,-3.23,-0.036,0.29,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-11-27,1.068,1.09,1.041,1.089,42515700,46299596.73,4.71,1.11,0.012,0.4,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-11-28,1.087,1.09,1.055,1.073,29980200,32168753.23,3.32,-1.47,-0.016,0.28,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-11-29,1.07,1.099,1.064,1.093,44626100,48776329.73,3.29,1.86,0.02,0.42,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-12-02,1.093,1.116,1.089,1.116,76585000,85468864.31,2.48,2.1,0.023,0.71,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-12-03,1.116,1.126,1.109,1.12,58815500,65873360.28,1.53,0.36,0.004,0.55,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-12-04,1.151,1.151,1.11,1.118,53076400,59339416.82,3.69,-0.18,-0.002,0.49,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-12-05,1.106,1.115,1.101,1.111,30771300,34186912.51,1.27,-0.63,-0.007,0.29,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-12-06,1.109,1.118,1.096,1.116,27787000,31010293.56,2.01,0.45,0.005,0.26,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-12-09,1.112,1.122,1.096,1.102,19842200,21866104.36,2.37,-1.25,-0.014,0.18,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-12-10,1.121,1.14,1.108,1.109,52658400,58398163.89,2.89,0.64,0.007,0.49,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
2024-12-11,1.108,1.121,1.102,1.119,38201500,42747476.9,1.72,0.9,0.01,0.36,0.0,0.0,0.0,516150,稀土ETF嘉实,2025-11-13 08:44:38
