日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2026-04-17,1.005,1.007,0.996,1.0,42959710,42959710.0,0.0,0.0,,0.0,0,0.0,0,159007,养殖ETF华泰柏瑞,2026-05-01 19:35:25
2026-04-20,1.0,1.005,0.992,0.997,16521180,16471616.11,1.3,-0.3,-0.003,0.0,0,0.0,0,159007,养殖ETF华泰柏瑞,2026-05-01 19:35:25
2026-04-21,0.999,1.002,0.991,0.998,11339740,11317060.81,1.1,0.1,0.001,0.0,0,0.0,0,159007,养殖ETF华泰柏瑞,2026-05-01 19:35:25
2026-04-22,0.99,1.005,0.984,0.987,25762140,25427231.89,2.1,-1.1,-0.011,0.0,0,0.0,0,159007,养殖ETF华泰柏瑞,2026-05-01 19:35:25
2026-04-23,0.986,0.986,0.966,0.971,19667300,19096948.61,2.03,-1.62,-0.016,0.0,0,0.0,0,159007,养殖ETF华泰柏瑞,2026-05-01 19:35:25
2026-04-24,0.971,0.971,0.956,0.96,15726460,15097401.26,1.54,-1.13,-0.011,0.0,0,0.0,0,159007,养殖ETF华泰柏瑞,2026-05-01 19:35:25
2026-04-27,0.962,0.962,0.946,0.951,20412350,19412144.34,1.67,-0.94,-0.009,0.0,0,0.0,0,159007,养殖ETF华泰柏瑞,2026-05-01 19:35:25
2026-04-28,0.948,0.959,0.945,0.958,21455510,20554378.67,1.47,0.74,0.007,0.0,0,0.0,0,159007,养殖ETF华泰柏瑞,2026-05-01 19:35:25
2026-04-29,0.958,0.991,0.958,0.982,19280760,18933706.19,3.44,2.51,0.024,0.0,0,0.0,0,159007,养殖ETF华泰柏瑞,2026-05-01 19:35:25
2026-04-30,0.983,0.996,0.973,0.988,22167760,21901746.34,0.0,0.0,,0.0,0,0.0,0,159007,养殖ETF华泰柏瑞,2026-05-04 05:38:52
