日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2026-04-20,1.0,1.002,0.988,0.991,111475100,110471823.73,0.0,0.0,,0.0,0,0.0,0,159186,港股通汽车ETF鹏华,2026-05-02 04:07:55
2026-04-21,0.992,0.993,0.982,0.993,32846710,32616782.07,1.11,0.2,0.002,0.0,0,0.0,0,159186,港股通汽车ETF鹏华,2026-05-02 04:07:55
2026-04-22,0.993,0.993,0.979,0.985,19085970,18799680.72,1.41,-0.81,-0.008,0.0,0,0.0,0,159186,港股通汽车ETF鹏华,2026-05-02 04:07:55
2026-04-23,0.979,0.991,0.95,0.956,16137450,15427401.72,4.16,-2.94,-0.029,0.0,0,0.0,0,159186,港股通汽车ETF鹏华,2026-05-02 04:07:55
2026-04-24,0.959,0.959,0.94,0.948,8094259,7673357.64,1.99,-0.84,-0.008,0.0,0,0.0,0,159186,港股通汽车ETF鹏华,2026-05-02 04:07:55
2026-04-27,0.955,0.967,0.95,0.952,20491680,19508079.81,1.79,0.42,0.004,0.0,0,0.0,0,159186,港股通汽车ETF鹏华,2026-05-02 04:07:55
2026-04-28,0.953,0.953,0.921,0.923,7101766,6554929.86,3.36,-3.05,-0.029,0.0,0,0.0,0,159186,港股通汽车ETF鹏华,2026-05-02 04:07:55
2026-04-29,0.93,0.945,0.927,0.941,15091980,14201552.95,1.95,1.95,0.018,0.0,0,0.0,0,159186,港股通汽车ETF鹏华,2026-05-02 04:07:55
2026-04-30,0.941,0.945,0.922,0.925,9331538,8631672.76,0.0,0.0,,0.0,0,0.0,0,159186,港股通汽车ETF鹏华,2026-05-04 05:19:25
2026-05-06,0.935,0.937,0.922,0.929,8662833,8047772.03,0.0,0.0,,0.0,0,0.0,0,159186,港股通汽车ETF鹏华,2026-05-07 03:56:27
2026-05-07,0.93,0.951,0.93,0.949,14006050,13291741.46,0.0,0.0,,0.0,0,0.0,0,159186,港股通汽车ETF鹏华,2026-05-08 05:34:26
