日期,ETF代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,ETF名称,前收盘,复权状态,交易状态,,,
2026-01-05,515660,5.771,5.831,5.84,5.771,7163800.0,41475693.0,1.21,1.94,0.11,1.16,,5.83,不复权，正常交易,,,
2026-01-06,515660,5.85,5.928,5.942,5.85,2508000.0,14756592.0,1.58,1.66,0.10,0.41,,5.83,不复权，正常交易,,,
2026-01-07,515660,5.918,5.916,5.94,5.89,358400.0,2124265.0,0.84,-0.20,-0.01,0.06,,5.93,不复权，正常交易,,,
2026-01-08,515660,5.863,5.866,5.899,5.842,109400.0,642573.0,0.96,-0.85,-0.05,0.02,,5.92,不复权，正常交易,,,
2026-01-09,515660,5.866,5.894,5.904,5.814,276500.0,1623168.0,1.53,0.48,0.03,0.05,,5.87,不复权，正常交易,,,
2026-01-12,515660,5.887,5.877,5.93,5.851,98959.0,584622.0,1.34,-0.29,-0.02,0.02,,5.89,不复权，正常交易,,,
2026-01-13,515660,5.883,5.882,5.99,5.87,115600.0,684340.0,2.04,0.09,0.00,0.02,,5.88,不复权，正常交易,,,
2026-01-14,515660,5.923,5.842,5.967,5.841,770000.0,4568860.0,2.14,-0.68,-0.04,0.13,,5.88,不复权，正常交易,,,
2026-01-15,515660,5.84,5.87,5.947,5.84,14003500.0,82263236.0,1.83,0.48,0.03,2.29,,5.84,不复权，正常交易,,,
2026-01-16,515660,5.856,5.849,5.959,5.839,14209000.0,84114364.0,2.04,-0.36,-0.02,2.37,,5.87,不复权，正常交易,,,
2026-01-19,515660,5.817,5.871,5.899,5.812,428400.0,2510569.0,1.49,0.38,0.02,0.07,,5.85,不复权，正常交易,,,
2026-01-20,515660,5.83,5.827,5.868,5.798,933900.0,5438304.0,1.19,-0.75,-0.04,0.16,,5.87,不复权，正常交易,,,
2026-01-21,515660,5.855,5.84,5.881,5.84,484800.0,2842978.0,0.70,0.22,0.01,0.08,,5.83,不复权，正常交易,,,
2026-01-22,515660,5.88,5.838,5.88,5.817,287400.0,1677701.0,1.08,-0.03,-0.00,0.05,,5.84,不复权，正常交易,,,
2026-01-23,515660,5.85,5.809,5.85,5.803,579759.0,3381812.0,0.81,-0.50,-0.03,0.10,,5.84,不复权，正常交易,,,
2026-01-26,515660,5.809,5.9,5.931,5.808,151000.0,884605.0,2.12,1.57,0.09,0.03,,5.81,不复权，正常交易,,,
2026-01-27,515660,5.9,5.82,5.9,5.784,333900.0,1943106.0,1.97,-1.36,-0.08,0.06,,5.90,不复权，正常交易,,,
2026-01-28,515660,5.809,5.843,5.861,5.809,424500.0,2479393.0,0.89,0.40,0.02,0.07,,5.82,不复权，正常交易,,,
2026-01-29,515660,5.846,5.897,5.897,5.814,138100.0,806501.0,1.42,0.92,0.05,0.02,,5.84,不复权，正常交易,,,
2026-01-30,515660,5.844,5.79,5.864,5.746,163600.0,951537.0,2.00,-1.81,-0.11,0.03,,5.90,不复权，正常交易,,,
2026-02-02,515660,5.782,5.699,5.837,5.699,887600.0,5091788.0,2.38,-1.57,-0.09,0.15,,5.79,不复权，正常交易,,,
2026-02-03,515660,5.708,5.769,5.769,5.673,248900.0,1426016.0,1.68,1.23,0.07,0.04,,5.70,不复权，正常交易,,,
2026-02-04,515660,5.718,5.823,5.823,5.718,308600.0,1787624.0,1.82,0.94,0.05,0.05,,5.77,不复权，正常交易,,,
2026-02-05,515660,5.823,5.78,5.823,5.747,206700.0,1194431.0,1.31,-0.74,-0.04,0.04,,5.82,不复权，正常交易,,,
2026-02-06,515660,5.718,5.747,5.791,5.718,747800.0,4318559.0,1.26,-0.57,-0.03,0.13,,5.78,不复权，正常交易,,,
2026-02-09,515660,5.801,5.83,5.848,5.789,1342500.0,7830210.0,1.03,1.44,0.08,0.23,,5.75,不复权，正常交易,,,
2026-02-10,515660,5.833,5.842,5.858,5.833,33700.0,197131.0,0.43,0.21,0.01,0.01,,5.83,不复权，正常交易,,,
2026-02-11,515660,5.858,5.837,5.863,5.832,23400.0,136631.0,0.53,-0.09,-0.00,0.00,,5.84,不复权，正常交易,,,
2026-02-12,515660,5.834,5.861,5.862,5.831,60300.0,352031.0,0.53,0.41,0.02,0.01,,5.84,不复权，正常交易,,,
2026-02-13,515660,5.815,5.802,5.815,5.774,100400.0,581641.0,0.70,-1.01,-0.06,0.02,,5.86,不复权，正常交易,,,
2026-02-24,515660,5.818,5.853,5.871,5.818,14100.0,82435.0,0.91,0.88,0.05,0.00,,5.80,不复权，正常交易,,,
2026-02-25,515660,5.853,5.85,5.906,5.85,101200.0,595943.0,0.96,-0.05,-0.00,0.02,,5.85,不复权，正常交易,,,
2026-02-26,515660,5.85,5.867,5.867,5.839,27000.0,158189.0,0.48,0.29,0.02,0.00,,5.85,不复权，正常交易,,,
2026-02-27,515660,5.867,5.847,5.867,5.815,81200.0,474099.0,0.89,-0.34,-0.02,0.01,,5.87,不复权，正常交易,,,
2026-03-02,515660,5.808,5.874,5.877,5.788,74700.0,436127.0,1.52,0.46,0.03,0.01,,5.85,不复权，正常交易,,,
2026-03-03,515660,5.872,5.801,5.879,5.77,1274800.0,7482521.0,1.86,-1.24,-0.07,0.22,,5.87,不复权，正常交易,,,
2026-03-04,515660,5.801,5.706,5.801,5.668,2453600.0,13945875.0,2.29,-1.64,-0.09,0.43,,5.80,不复权，正常交易,,,
2026-03-05,515660,5.741,5.751,5.785,5.741,90000.0,519911.0,0.77,0.79,0.04,0.02,,5.71,不复权，正常交易,,,
2026-03-06,515660,5.751,5.766,5.792,5.725,13000.0,74972.0,1.17,0.26,0.01,0.00,,5.75,不复权，正常交易,,,
2026-03-09,515660,5.722,5.721,5.749,5.63,551300.0,3125721.0,2.06,-0.78,-0.04,0.10,,5.77,不复权，正常交易,,,
2026-03-10,515660,5.75,5.788,5.795,5.75,29000.0,167567.0,0.79,1.17,0.07,0.01,,5.72,不复权，正常交易,,,
2026-03-11,515660,5.817,5.822,5.857,5.815,29600.0,172362.0,0.73,0.59,0.03,0.01,,5.79,不复权，正常交易,,,
2026-03-12,515660,5.874,5.799,5.874,5.782,126300.0,735014.0,1.58,-0.40,-0.02,0.02,,5.82,不复权，正常交易,,,
2026-03-13,515660,5.792,5.78,5.832,5.78,62700.0,364299.0,0.90,-0.33,-0.02,0.01,,5.80,不复权，正常交易,,,
2026-03-16,515660,5.728,5.808,5.813,5.728,694700.0,4030260.0,1.47,0.48,0.03,0.12,,5.78,不复权，正常交易,,,
2026-03-17,515660,5.834,5.773,5.846,5.773,525700.0,3053098.0,1.26,-0.60,-0.04,0.09,,5.81,不复权，正常交易,,,
2026-03-18,515660,5.773,5.759,5.773,5.708,369000.0,2111126.0,1.13,-0.24,-0.01,0.06,,5.77,不复权，正常交易,,,
2026-03-19,515660,5.747,5.682,5.747,5.678,459800.0,2622373.0,1.20,-1.34,-0.08,0.08,,5.76,不复权，正常交易,,,
2026-03-20,515660,5.711,5.685,5.751,5.649,69500.0,396363.0,1.80,0.05,0.00,0.01,,5.68,不复权，正常交易,,,
2026-03-23,515660,5.653,5.648,5.653,5.437,1043200.0,5778994.0,3.80,-0.65,-0.04,0.18,,5.68,不复权，正常交易,,,
2026-03-24,515660,5.647,5.55,5.647,5.47,307800.0,1692152.0,3.13,-1.74,-0.10,0.05,,5.65,不复权，正常交易,,,
2026-03-25,515660,5.599,5.611,5.627,5.579,315200.0,1767792.0,0.86,1.10,0.06,0.06,,5.55,不复权，正常交易,,,
2026-03-26,515660,5.614,5.557,5.642,5.557,57800.0,322521.0,1.51,-0.96,-0.05,0.01,,5.61,不复权，正常交易,,,
2026-03-27,515660,5.507,5.571,5.606,5.506,44500.0,246993.0,1.80,0.25,0.01,0.01,,5.56,不复权，正常交易,,,
2026-03-30,515660,5.521,5.574,5.574,5.515,171200.0,949466.0,1.06,0.05,0.00,0.03,,5.57,不复权，正常交易,,,
2026-03-31,515660,5.57,5.528,5.602,5.527,738200.0,4084510.0,1.35,-0.83,-0.05,0.16,,5.57,不复权，正常交易,,,
2026-04-01,515660,5.577,5.615,5.615,5.574,205400.0,1150774.0,0.74,1.57,0.09,0.04,,5.53,不复权，正常交易,,,
