日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,ETF代码,ETF名称,爬取时间,折溢价率
2025-09-11,100.0,100.005,100.0,100.005,53741,53743.69,0.0,0.0,0.005,0.0,511800,易方达货币ETF,2025-09-11 22:22:15,0.0
2025-09-10,100.002,100.002,99.998,100.0,27425,27425.0,0.0,0.0,0.0,0.0,511800,易方达货币ETF,2025-09-11 22:22:15,0.0
2025-09-09,100.006,100.025,99.995,100.002,82340,82341.65,0.0,0.0,0.0,0.0,511800,易方达货币ETF,2025-09-09 18:57:38,
2025-09-08,100.02,100.051,100.004,100.008,157329,157341.59,0.0,0.0,0.0,0.0,511800,易方达货币ETF,2025-09-08 19:44:28,
2025-09-05,100.051,100.071,100.018,100.071,56747,5.68,0.0,0.0,0.0,0.0,511800,易方达货币ETF,2025-09-07 20:12:57,
2025-09-04,100.849,100.849,100.015,100.061,84379,8.44,0.83,0.01,0.011,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-09-03,100.015,100.07,100.008,100.05,38170,3.82,0.06,0.03,0.028,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-09-02,100.068,100.068,100.007,100.022,70361,7.04,0.06,0.0,0.004,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-09-01,100.008,100.018,100.003,100.018,65434,6.54,0.01,0.0,0.003,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-29,100.01,100.017,100.0,100.015,78702,7.87,0.02,-0.0,-0.003,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-28,100.003,100.08,100.002,100.018,66645,6.67,0.08,0.01,0.007,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-27,100.005,100.012,99.999,100.011,47963,4.8,0.01,0.0,0.003,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-26,100.009,100.01,100.003,100.008,41534,4.15,0.01,-0.01,-0.006,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-25,100.006,100.018,100.006,100.014,50274,5.03,0.01,0.0,0.0,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-22,100.012,100.015,100.009,100.014,26565,2.66,0.01,0.0,0.001,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-21,100.004,100.014,100.004,100.013,32297,3.23,0.01,0.0,0.004,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-20,100.005,100.009,100.005,100.009,23044,2.3,0.0,0.0,0.0,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-19,100.01,100.015,100.005,100.009,33703,3.37,0.01,-0.0,-0.003,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-18,100.012,100.018,100.004,100.012,30331,3.03,0.01,-0.01,-0.007,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-15,100.007,100.019,100.007,100.019,26000,2.6,0.01,0.0,0.005,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-14,100.007,100.014,100.004,100.014,28012,2.8,0.01,-0.0,-0.002,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-13,100.008,100.016,100.007,100.016,14112,1.41,0.01,0.0,0.002,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-12,100.003,100.014,100.002,100.014,42081,4.21,0.01,0.01,0.007,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-11,100.004,100.007,100.003,100.007,17213,1.72,0.0,-0.0,-0.004,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-08,100.008,100.011,100.003,100.011,16530,1.65,0.01,0.0,0.003,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-07,100.007,100.02,100.007,100.008,48993,4.9,0.01,0.0,0.001,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-06,100.003,100.007,100.003,100.007,20145,2.01,0.0,0.0,0.002,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-05,100.003,100.006,99.999,100.005,46186,4.62,0.01,0.0,0.0,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-04,100.006,100.006,100.003,100.005,32537,3.25,0.0,-0.0,-0.004,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-08-01,100.008,100.01,100.005,100.009,30909,3.09,0.0,0.0,0.001,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-07-31,100.003,100.008,100.003,100.008,21613,2.16,0.0,0.0,0.003,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-07-30,100.004,100.007,100.002,100.005,27428,2.74,0.0,-0.0,-0.001,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-07-29,100.004,100.006,100.002,100.006,18024,1.8,0.0,-0.0,-0.001,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-07-28,100.003,100.008,100.001,100.007,26549,2.66,0.01,0.0,0.0,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-07-25,100.005,100.008,100.005,100.007,27352,2.74,0.0,0.0,0.001,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-07-24,100.004,100.007,100.003,100.006,22228,2.22,0.0,0.0,0.0,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
2025-07-23,100.004,100.006,100.003,100.006,12724,1.27,0.0,-0.0,-0.001,0.0,511800,易方达货币ETF,2025-09-05 02:23:48,
