日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2026-04-14,1.027,1.052,1.018,1.051,119191000,125269740.89,0.0,0.0,,0.0,0,0.0,0,159009,创业板新能源ETF易方达,2026-05-02 02:21:14
2026-04-15,1.057,1.057,1.029,1.034,23550970,24351703.9,2.66,-1.62,-0.017,0.0,0,0.0,0,159009,创业板新能源ETF易方达,2026-05-02 02:21:14
2026-04-16,1.04,1.063,1.038,1.057,13934630,14728904.48,2.42,2.22,0.023,0.0,0,0.0,0,159009,创业板新能源ETF易方达,2026-05-02 02:21:14
2026-04-17,1.056,1.062,1.049,1.058,10485700,11093870.27,1.23,0.09,0.001,0.0,0,0.0,0,159009,创业板新能源ETF易方达,2026-05-02 02:21:14
2026-04-20,1.059,1.064,1.047,1.057,14808420,15652500.55,1.61,-0.09,-0.001,0.0,0,0.0,0,159009,创业板新能源ETF易方达,2026-05-02 02:21:14
2026-04-21,1.056,1.076,1.046,1.074,16179750,17377051.52,2.84,1.61,0.017,0.0,0,0.0,0,159009,创业板新能源ETF易方达,2026-05-02 02:21:14
2026-04-22,1.072,1.083,1.065,1.075,9870485,10610771.85,1.68,0.09,0.001,0.0,0,0.0,0,159009,创业板新能源ETF易方达,2026-05-02 02:21:14
2026-04-23,1.08,1.08,1.052,1.06,5168844,5478974.34,2.6,-1.4,-0.015,0.0,0,0.0,0,159009,创业板新能源ETF易方达,2026-05-02 02:21:14
2026-04-24,1.063,1.075,1.05,1.071,7881185,8440748.98,2.36,1.04,0.011,0.0,0,0.0,0,159009,创业板新能源ETF易方达,2026-05-02 02:21:14
2026-04-27,1.071,1.072,1.059,1.065,7550287,8041056.09,1.21,-0.56,-0.006,0.0,0,0.0,0,159009,创业板新能源ETF易方达,2026-05-02 02:21:14
2026-04-28,1.068,1.068,1.039,1.042,4949959,5157857.55,2.72,-2.16,-0.023,0.0,0,0.0,0,159009,创业板新能源ETF易方达,2026-05-02 02:21:14
2026-04-29,1.045,1.102,1.039,1.102,13812030,15220857.03,6.05,5.76,0.06,0.0,0,0.0,0,159009,创业板新能源ETF易方达,2026-05-02 02:21:14
2026-04-30,1.107,1.108,1.09,1.103,6689972,7379039.42,0.0,0.0,,0.0,0,0.0,0,159009,创业板新能源ETF易方达,2026-05-04 02:27:12
2026-05-06,1.105,1.145,1.105,1.143,9945965,11368238.06,0.0,0.0,,0.0,0,0.0,0,159009,创业板新能源ETF易方达,2026-05-07 05:37:44
