日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2026-04-02,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,,0.0,0,0.0,0,560410,电池ETF鹏华,2026-05-02 02:38:46
2026-04-03,0.9977,0.9977,0.9977,0.9977,0,0.0,0.0,-0.23,-0.0023,0.0,0,0.0,0,560410,电池ETF鹏华,2026-05-02 02:38:46
2026-04-10,1.0197,1.0197,1.0197,1.0197,0,0.0,0.0,2.21,0.022,0.0,0,0.0,0,560410,电池ETF鹏华,2026-05-02 02:38:46
2026-04-16,1.0553,1.0553,1.0553,1.0553,0,0.0,0.0,3.49,0.0356,0.0,0,0.0,0,560410,电池ETF鹏华,2026-05-02 02:38:46
2026-04-17,1.046,1.06,1.042,1.055,174342960,183931813.66,1.71,-0.03,-0.0003,0.0,0,0.0,0,560410,电池ETF鹏华,2026-05-02 02:38:46
2026-04-20,1.05,1.058,1.04,1.052,28548816,30033355.74,1.71,-0.28,-0.003,0.0,0,0.0,0,560410,电池ETF鹏华,2026-05-02 02:38:46
2026-04-21,1.052,1.077,1.039,1.074,34148676,36675678.06,3.61,2.09,0.022,0.0,0,0.0,0,560410,电池ETF鹏华,2026-05-02 02:38:46
2026-04-22,1.076,1.089,1.066,1.078,22883916,24668860.29,2.14,0.37,0.004,0.0,0,0.0,0,560410,电池ETF鹏华,2026-05-02 02:38:46
2026-04-23,1.078,1.08,1.054,1.064,8843700,9409696.89,2.41,-1.3,-0.014,0.0,0,0.0,0,560410,电池ETF鹏华,2026-05-02 02:38:46
2026-04-24,1.057,1.089,1.053,1.079,13041400,14071670.55,3.38,1.41,0.015,0.0,0,0.0,0,560410,电池ETF鹏华,2026-05-02 02:38:46
2026-04-27,1.08,1.087,1.07,1.083,13289700,14392744.36,1.58,0.37,0.004,0.0,0,0.0,0,560410,电池ETF鹏华,2026-05-02 02:38:46
2026-04-28,1.077,1.079,1.06,1.066,13198300,14069387.6,1.75,-1.57,-0.017,0.0,0,0.0,0,560410,电池ETF鹏华,2026-05-02 02:38:46
2026-04-29,1.065,1.123,1.056,1.12,20192900,22616048.1,6.29,5.07,0.054,0.0,0,0.0,0,560410,电池ETF鹏华,2026-05-02 02:38:46
