日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,ETF代码,ETF名称,爬取时间,折溢价率
2025-09-11,100.445,100.46,100.436,100.46,3328600,3343911.56,0.02,0.01,0.011,0.0,511160,国债ETF东财,2025-09-11 22:22:15,0.0
2025-09-10,100.453,100.455,100.44,100.449,4651560,4672445.5,0.0,0.0,0.0,0.0,511160,国债ETF东财,2025-09-11 22:22:15,0.0
2025-09-09,100.432,100.454,100.432,100.453,5225279,5248949.51,0.0,0.0,0.0,0.0,511160,国债ETF东财,2025-09-09 18:57:38,
2025-09-08,100.45,100.486,100.428,100.451,6914006,6945188.17,0.0,0.0,0.0,0.0,511160,国债ETF东财,2025-09-08 18:27:51,
2025-09-05,100.498,100.507,100.442,100.47,5710300,573.71,0.06,-0.03,-0.028,0.0,511160,国债ETF东财,2025-09-06 21:15:10,
2025-09-04,100.5,100.54,100.488,100.498,4200810,422.17,0.05,-0.0,-0.002,0.0,511160,国债ETF东财,2025-09-06 21:15:10,
2025-09-03,100.48,100.502,100.48,100.5,6236450,626.76,0.02,0.02,0.021,0.0,511160,国债ETF东财,2025-09-06 21:15:10,
2025-09-02,100.452,100.49,100.452,100.479,9446396,949.16,0.04,0.02,0.022,0.0,511160,国债ETF东财,2025-09-06 21:15:10,
2025-09-01,100.43,100.458,100.429,100.457,5857800,588.46,0.03,0.03,0.028,0.0,511160,国债ETF东财,2025-09-06 21:15:10,
2025-08-29,100.407,100.43,100.407,100.429,10913300,1096.01,0.02,0.02,0.024,0.0,511160,国债ETF东财,2025-09-06 21:15:10,
2025-08-28,100.394,100.424,100.39,100.405,8716400,875.17,0.03,-0.01,-0.01,0.0,511160,国债ETF东财,2025-09-06 21:15:10,
2025-08-27,100.41,100.419,100.402,100.415,3471587,348.6,0.02,0.01,0.008,0.0,511160,国债ETF东财,2025-09-06 21:15:10,
2025-08-26,100.408,100.462,100.379,100.407,6859608,688.75,0.08,-0.0,-0.003,0.0,511160,国债ETF东财,2025-09-06 21:15:10,
2025-08-25,100.372,100.41,100.339,100.41,7800291,783.23,0.07,0.03,0.033,0.0,511160,国债ETF东财,2025-09-06 21:15:10,
2025-08-22,100.371,100.379,100.352,100.377,6711800,673.71,0.03,0.0,0.004,0.0,511160,国债ETF东财,2025-09-06 21:15:10,
2025-08-21,100.375,100.375,100.345,100.373,4532610,454.95,0.03,-0.0,-0.002,0.0,511160,国债ETF东财,2025-09-06 21:15:10,
